pair_id,label,category,subject1,subject2,hand1,hand2,device1,device2,device_pair,img1_path,img2_path
G_56583_right_915,mated,primary_genuine,56583,56583,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_Apple_56583_2_RIGHT_image_fingerprintJIPE9TOZ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_google_56583_3_RIGHT_image_fingerprintIDF6Q3BT.png
G_99775_left_2852,mated,primary_genuine,99775,99775,left,left,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/99775/1_Apple_99775_2_LEFT_image_fingerprint0LO1CT5W.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/99775/1_Apple_99775_3_LEFT_image_fingerprintVD6F1TMM.png
G_58398_left_1263,mated,primary_genuine,58398,58398,left,left,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58398/1_Apple_58398_1_LEFT_image_fingerprint7962NDPV.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58398/1_google_58398_1_LEFT_image_fingerprintE683CO0T.png
D_43210_70,non-mated,diagnostic_impostor,43210,43210,left,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/43210/1_google_43210_2_LEFT_image_fingerprint677ASBYY.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/43210/1_google_43210_1_RIGHT_image_fingerprint6RDK09BM.png
G_56583_left_880,mated,primary_genuine,56583,56583,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_google_56583_1_LEFT_image_fingerprintY778BXUW.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_google_56583_2_LEFT_image_fingerprintGU6IGN2Y.png
D_65052_185,non-mated,diagnostic_impostor,65052,65052,left,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_Apple_65052_3_LEFT_image_fingerprintAMVFBO0E.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_google_65052_2_RIGHT_image_fingerprintT5YJ61SX.png
D_32467_58,non-mated,diagnostic_impostor,32467,32467,left,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/32467/1_Apple_32467_3_LEFT_image_fingerprintQMCGZOK3.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/32467/1_Apple_32467_2_RIGHT_image_fingerprintZ9OLM6DZ.png
G_99775_right_2946,mated,primary_genuine,99775,99775,right,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/99775/1_google_99775_1_RIGHT_image_fingerprint3HQ14RCW.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/99775/1_google_99775_1_RIGHT_image_fingerprint437YQ7CV.png
D_87757_250,non-mated,diagnostic_impostor,87757,87757,left,right,google,Apple,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/87757/1_google_87757_1_LEFT_image_fingerprintRWSGG1TG.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/87757/1_Apple_87757_3_RIGHT_image_fingerprintOMMNAPIQ.png
G_56583_right_893,mated,primary_genuine,56583,56583,right,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_Apple_56583_1_RIGHT_image_fingerprint5JHFHXBE.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_Apple_56583_3_RIGHT_image_fingerprintUVFC2C46.png
G_57833_right_1257,mated,primary_genuine,57833,57833,right,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57833/1_google_57833_2_RIGHT_image_fingerprintPQJDGSUM.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57833/1_google_57833_3_RIGHT_image_fingerprintTVGWWPVC.png
G_63029_right_1634,mated,primary_genuine,63029,63029,right,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_3_RIGHT_image_fingerprint8ABNK9A4.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_3_RIGHT_image_fingerprintNPXT3PF2.png
I_14493_20294_right_x,non-mated,primary_impostor,14493,20294,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/14493/1_Apple_14493_1_RIGHT_image_fingerprint501EMXNJ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/20294/1_google_20294_1_RIGHT_image_fingerprintK8V7EZK5.png
G_44595_left_712,mated,primary_genuine,44595,44595,left,left,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_Apple_44595_2_LEFT_image_fingerprintPCQ0A6DU.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_google_44595_3_LEFT_image_fingerprintPO0CL9YI.png
G_83742_right_2289,mated,primary_genuine,83742,83742,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/83742/1_Apple_83742_1_RIGHT_image_fingerprintFUATUNMA.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/83742/1_google_83742_3_RIGHT_image_fingerprintXK8CP17B.png
G_58398_left_1286,mated,primary_genuine,58398,58398,left,left,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58398/1_Apple_58398_2_LEFT_image_fingerprintBQQ8UT87.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58398/1_Apple_58398_2_LEFT_image_fingerprintMAV5TP16.png
G_65030_left_1674,mated,primary_genuine,65030,65030,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65030/1_google_65030_2_LEFT_image_fingerprint8UOR7GZ1.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65030/1_google_65030_2_LEFT_image_fingerprintPVB9LVBV.png
G_44595_left_741,mated,primary_genuine,44595,44595,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_google_44595_1_LEFT_image_fingerprintSQRWIAUK.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_google_44595_3_LEFT_image_fingerprintDLT61NSQ.png
D_20294_21,non-mated,diagnostic_impostor,20294,20294,left,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/20294/1_Apple_20294_3_LEFT_image_fingerprintX0LAOX6K.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/20294/1_Apple_20294_1_RIGHT_image_fingerprintK1S4OIQD.png
G_96608_right_2784,mated,primary_genuine,96608,96608,right,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/96608/1_Apple_96608_2_RIGHT_image_fingerprint50WE0YZ0.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/96608/1_Apple_96608_2_RIGHT_image_fingerprintYB49QOWV.png
G_32467_left_470,mated,primary_genuine,32467,32467,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/32467/1_google_32467_1_LEFT_image_fingerprint89QUUT4E.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/32467/1_google_32467_2_LEFT_image_fingerprint5RBUMWCT.png
G_69658_left_1870,mated,primary_genuine,69658,69658,left,left,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/69658/1_Apple_69658_1_LEFT_image_fingerprintB8STLIJK.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/69658/1_google_69658_1_LEFT_image_fingerprintQD2240UP.png
G_76957_right_2165,mated,primary_genuine,76957,76957,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/76957/1_Apple_76957_2_RIGHT_image_fingerprintU0PVY6S4.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/76957/1_google_76957_2_RIGHT_image_fingerprint8ITTKXEE.png
G_56583_right_938,mated,primary_genuine,56583,56583,right,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_google_56583_1_RIGHT_image_fingerprintJDE8PL33.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_google_56583_3_RIGHT_image_fingerprintWK4T3M9C.png
G_63029_left_1480,mated,primary_genuine,63029,63029,left,left,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_1_LEFT_image_fingerprintE1TY6E82.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_2_LEFT_image_fingerprintHXVMRD4C.png
G_57145_left_1007,mated,primary_genuine,57145,57145,left,left,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57145/1_Apple_57145_3_LEFT_image_fingerprintG8280ACI.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57145/1_google_57145_3_LEFT_image_fingerprintTCZJ04FC.png
G_57833_right_1212,mated,primary_genuine,57833,57833,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57833/1_Apple_57833_2_RIGHT_image_fingerprint8PVAZ8EO.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57833/1_google_57833_3_RIGHT_image_fingerprintHAZXR8WX.png
G_65052_right_1831,mated,primary_genuine,65052,65052,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_Apple_65052_3_RIGHT_image_fingerprintBZ2M97NQ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_google_65052_1_RIGHT_image_fingerprintLDFWKGB2.png
G_44595_left_725,mated,primary_genuine,44595,44595,left,left,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_Apple_44595_3_LEFT_image_fingerprintYVICPI80.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_google_44595_1_LEFT_image_fingerprintSQRWIAUK.png
G_27295_left_361,mated,primary_genuine,27295,27295,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/27295/1_google_27295_2_LEFT_image_fingerprintANWVQWZW.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/27295/1_google_27295_3_LEFT_image_fingerprintNFTND806.png
I_69658_87757_right_s,non-mated,primary_impostor,69658,87757,right,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/69658/1_Apple_69658_1_RIGHT_image_fingerprint0ZHSW7MQ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/87757/1_Apple_87757_1_RIGHT_image_fingerprintKNDYDRJF.png
D_93812_268,non-mated,diagnostic_impostor,93812,93812,left,right,google,Apple,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/93812/1_google_93812_1_LEFT_image_fingerprint3HN9G0L3.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/93812/1_Apple_93812_3_RIGHT_image_fingerprintFZHMHYAA.png
G_63029_right_1594,mated,primary_genuine,63029,63029,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_2_RIGHT_image_fingerprintKV1HDXHV.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_1_RIGHT_image_fingerprintVJXH5I2C.png
G_56583_right_907,mated,primary_genuine,56583,56583,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_Apple_56583_1_RIGHT_image_fingerprintBYN9SG5E.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/56583/1_google_56583_3_RIGHT_image_fingerprintIDF6Q3BT.png
G_63029_left_1483,mated,primary_genuine,63029,63029,left,left,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_1_LEFT_image_fingerprintE1TY6E82.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_3_LEFT_image_fingerprintFO1YTZ80.png
G_44595_left_694,mated,primary_genuine,44595,44595,left,left,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_Apple_44595_1_LEFT_image_fingerprintCQ21A5GQ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_Apple_44595_2_LEFT_image_fingerprintPCQ0A6DU.png
I_44595_58398_right_s,non-mated,primary_impostor,44595,58398,right,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_Apple_44595_1_RIGHT_image_fingerprintDGGKI7ZZ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58398/1_Apple_58398_1_RIGHT_image_fingerprintAIEGQZSX.png
G_20294_right_232,mated,primary_genuine,20294,20294,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/20294/1_Apple_20294_1_RIGHT_image_fingerprintK1S4OIQD.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/20294/1_google_20294_3_RIGHT_image_fingerprint7YNUKHW1.png
G_58398_right_1345,mated,primary_genuine,58398,58398,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58398/1_Apple_58398_2_RIGHT_image_fingerprint9ZIL36N8.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58398/1_google_58398_2_RIGHT_image_fingerprintH170O2DB.png
G_63029_right_1631,mated,primary_genuine,63029,63029,right,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_2_RIGHT_image_fingerprintCZKLVUYY.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_3_RIGHT_image_fingerprintNPXT3PF2.png
G_58793_right_1450,mated,primary_genuine,58793,58793,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58793/1_Apple_58793_3_RIGHT_image_fingerprint6NI2N4R9.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/58793/1_google_58793_3_RIGHT_image_fingerprintJLWKNY5U.png
G_27295_right_399,mated,primary_genuine,27295,27295,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/27295/1_Apple_27295_3_RIGHT_image_fingerprintJGMJ7ADG.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/27295/1_google_27295_2_RIGHT_image_fingerprint0NRDWDPL.png
G_65030_left_1679,mated,primary_genuine,65030,65030,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65030/1_google_65030_3_LEFT_image_fingerprintA8510FB8.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65030/1_google_65030_3_LEFT_image_fingerprintH8GC1EOT.png
G_63029_right_1606,mated,primary_genuine,63029,63029,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_3_RIGHT_image_fingerprintFE6GPS8V.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_3_RIGHT_image_fingerprintNPXT3PF2.png
G_63029_right_1559,mated,primary_genuine,63029,63029,right,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_1_RIGHT_image_fingerprint180OJOML.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_Apple_63029_2_RIGHT_image_fingerprintKV1HDXHV.png
G_65030_left_1670,mated,primary_genuine,65030,65030,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65030/1_google_65030_1_LEFT_image_fingerprintQ2BNMHCF.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65030/1_google_65030_2_LEFT_image_fingerprint8UOR7GZ1.png
D_69658_203,non-mated,diagnostic_impostor,69658,69658,left,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/69658/1_google_69658_2_LEFT_image_fingerprint81OGPEOO.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/69658/1_google_69658_3_RIGHT_image_fingerprintTZSI06PN.png
I_57833_99775_right_x,non-mated,primary_impostor,57833,99775,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57833/1_Apple_57833_1_RIGHT_image_fingerprint8T0K1ICJ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/99775/1_google_99775_1_RIGHT_image_fingerprint3HQ14RCW.png
G_76957_left_2126,mated,primary_genuine,76957,76957,left,left,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/76957/1_google_76957_1_LEFT_image_fingerprintJR1U72TP.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/76957/1_google_76957_3_LEFT_image_fingerprintGWHVK9U0.png
G_65052_right_1813,mated,primary_genuine,65052,65052,right,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_Apple_65052_2_RIGHT_image_fingerprint7GO2W9HI.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_Apple_65052_3_RIGHT_image_fingerprintBZ2M97NQ.png
G_44595_left_706,mated,primary_genuine,44595,44595,left,left,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_Apple_44595_2_LEFT_image_fingerprintPCQ0A6DU.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/44595/1_Apple_44595_3_LEFT_image_fingerprintYVICPI80.png
G_65052_left_1754,mated,primary_genuine,65052,65052,left,left,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_Apple_65052_2_LEFT_image_fingerprint09UZ6VCT.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_google_65052_3_LEFT_image_fingerprint86JFEDWC.png
G_69658_right_1909,mated,primary_genuine,69658,69658,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/69658/1_Apple_69658_1_RIGHT_image_fingerprint0ZHSW7MQ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/69658/1_google_69658_2_RIGHT_image_fingerprintI7RFCV3T.png
I_57833_89171_right_s,non-mated,primary_impostor,57833,89171,right,right,Apple,Apple,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57833/1_Apple_57833_1_RIGHT_image_fingerprint8T0K1ICJ.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/89171/1_Apple_89171_1_RIGHT_image_fingerprintDNE8BGBM.png
I_65052_74850_right_x,non-mated,primary_impostor,65052,74850,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_Apple_65052_1_RIGHT_image_fingerprintC166EES3.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/74850/1_google_74850_1_RIGHT_image_fingerprintHQ45LAOL.png
G_63029_right_1624,mated,primary_genuine,63029,63029,right,right,google,google,same,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_1_RIGHT_image_fingerprintDZ6DFA5J.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/63029/1_google_63029_3_RIGHT_image_fingerprintNPXT3PF2.png
G_65052_left_1750,mated,primary_genuine,65052,65052,left,left,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_Apple_65052_2_LEFT_image_fingerprint09UZ6VCT.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/65052/1_google_65052_1_LEFT_image_fingerprintZQFX32Y7.png
G_57145_right_1057,mated,primary_genuine,57145,57145,right,right,Apple,google,cross,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57145/1_Apple_57145_1_RIGHT_image_fingerprintRP87CR29.png,datasets/ridgebase/Fingerprint_Train_Test_Split/Task2/Test/Contactless/57145/1_google_57145_2_RIGHT_image_fingerprint1DFS9W3J.png
