pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
I_00002329_00002447_frgp14,impostor,14,left,00002329,00002447,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:11
I_00002364_00002373_frgp14,impostor,14,left,00002364,00002373,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:12
I_00002358_00002423_frgp14,impostor,14,left,00002358,00002423,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:12
I_00002325_00002455_frgp13,impostor,13,right,00002325,00002455,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:13
I_00002314_00002321_frgp13,impostor,13,right,00002314,00002321,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:13
I_00002367_00002405_frgp13,impostor,13,right,00002367,00002405,B,60,60,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:14
I_00002306_00002348_frgp13,impostor,13,right,00002306,00002348,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:14
I_00002374_00002379_frgp14,impostor,14,left,00002374,00002379,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:15
I_00002342_00002359_frgp14,impostor,14,left,00002342,00002359,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:16
I_00002303_00002403_frgp14,impostor,14,left,00002303,00002403,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:16
I_00002303_00002307_frgp13,impostor,13,right,00002303,00002307,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:17
I_00002307_00002313_frgp14,impostor,14,left,00002307,00002313,B,75,75,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:17
I_00002325_00002374_frgp13,impostor,13,right,00002325,00002374,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:18
G_2392_frgp14,genuine,14,left,00002392,00002392,A,60,60,0.635,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:18
I_00002304_00002379_frgp13,impostor,13,right,00002304,00002379,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:19
I_00002364_00002413_frgp14,impostor,14,left,00002364,00002413,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:19
I_00002362_00002407_frgp14,impostor,14,left,00002362,00002407,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:20
I_00002338_00002380_frgp13,impostor,13,right,00002338,00002380,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:21
I_00002406_00002413_frgp14,impostor,14,left,00002406,00002413,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:21
I_00002371_00002395_frgp14,impostor,14,left,00002371,00002395,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:22
I_00002375_00002388_frgp14,impostor,14,left,00002375,00002388,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:22
G_2356_frgp13,genuine,13,right,00002356,00002356,A,75,75,0.628,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:23
I_00002409_00002440_frgp14,impostor,14,left,00002409,00002440,B,75,75,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:23
I_00002313_00002372_frgp14,impostor,14,left,00002313,00002372,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:24
I_00002315_00002423_frgp13,impostor,13,right,00002315,00002423,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:24
I_00002349_00002376_frgp14,impostor,14,left,00002349,00002376,B,65,65,0.553,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:25
I_00002391_00002395_frgp13,impostor,13,right,00002391,00002395,B,60,60,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:26
I_00002395_00002415_frgp13,impostor,13,right,00002395,00002415,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:26
I_00002328_00002370_frgp14,impostor,14,left,00002328,00002370,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:27
I_00002306_00002481_frgp13,impostor,13,right,00002306,00002481,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:27
I_00002337_00002355_frgp14,impostor,14,left,00002337,00002355,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:28
I_00002373_00002380_frgp14,impostor,14,left,00002373,00002380,B,75,75,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:28
I_00002326_00002423_frgp14,impostor,14,left,00002326,00002423,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:29
I_00002352_00002376_frgp14,impostor,14,left,00002352,00002376,B,75,75,0.553,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:29
I_00002327_00002380_frgp13,impostor,13,right,00002327,00002380,B,60,60,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:30
I_00002362_00002415_frgp14,impostor,14,left,00002362,00002415,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:30
I_00002372_00002462_frgp13,impostor,13,right,00002372,00002462,B,65,65,0.546,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:31
I_00002428_00002481_frgp14,impostor,14,left,00002428,00002481,B,60,60,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:32
I_00002320_00002424_frgp14,impostor,14,left,00002320,00002424,B,60,60,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:32
I_00002310_00002348_frgp14,impostor,14,left,00002310,00002348,B,60,60,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:33
I_00002351_00002364_frgp13,impostor,13,right,00002351,00002364,B,65,65,0.545,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:33
I_00002348_00002401_frgp14,impostor,14,left,00002348,00002401,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:34
I_00002337_00002351_frgp14,impostor,14,left,00002337,00002351,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:34
I_00002338_00002440_frgp13,impostor,13,right,00002338,00002440,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:35
I_00002338_00002381_frgp14,impostor,14,left,00002338,00002381,B,60,60,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:35
I_00002320_00002355_frgp13,impostor,13,right,00002320,00002355,B,60,60,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:36
I_00002321_00002398_frgp13,impostor,13,right,00002321,00002398,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:37
I_00002353_00002360_frgp14,impostor,14,left,00002353,00002360,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:37
I_00002325_00002396_frgp13,impostor,13,right,00002325,00002396,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:38
I_00002344_00002386_frgp13,impostor,13,right,00002344,00002386,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:38
I_00002406_00002463_frgp13,impostor,13,right,00002406,00002463,B,60,60,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:39
I_00002312_00002415_frgp14,impostor,14,left,00002312,00002415,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:39
I_00002368_00002424_frgp13,impostor,13,right,00002368,00002424,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:40
I_00002413_00002418_frgp13,impostor,13,right,00002413,00002418,B,65,65,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:40
I_00002401_00002403_frgp14,impostor,14,left,00002401,00002403,B,65,65,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:41
I_00002341_00002355_frgp14,impostor,14,left,00002341,00002355,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:41
I_00002328_00002337_frgp13,impostor,13,right,00002328,00002337,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:42
I_00002362_00002371_frgp14,impostor,14,left,00002362,00002371,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:43
I_00002325_00002338_frgp14,impostor,14,left,00002325,00002338,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:43
I_00002375_00002403_frgp13,impostor,13,right,00002375,00002403,B,55,55,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:44
I_00002319_00002334_frgp14,impostor,14,left,00002319,00002334,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:44
I_00002339_00002344_frgp14,impostor,14,left,00002339,00002344,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:45
I_00002391_00002447_frgp13,impostor,13,right,00002391,00002447,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:45
G_2339_frgp14,genuine,14,left,00002339,00002339,A,75,75,0.63,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:46
I_00002332_00002367_frgp13,impostor,13,right,00002332,00002367,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:46
I_00002359_00002408_frgp13,impostor,13,right,00002359,00002408,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:47
I_00002312_00002355_frgp13,impostor,13,right,00002312,00002355,B,65,65,0.546,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:48
I_00002304_00002386_frgp14,impostor,14,left,00002304,00002386,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:48
I_00002413_00002426_frgp14,impostor,14,left,00002413,00002426,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:49
I_00002349_00002462_frgp14,impostor,14,left,00002349,00002462,B,60,60,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:49
I_00002339_00002388_frgp14,impostor,14,left,00002339,00002388,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:50
I_00002312_00002402_frgp14,impostor,14,left,00002312,00002402,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:50
I_00002368_00002408_frgp13,impostor,13,right,00002368,00002408,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:51
G_2388_frgp14,genuine,14,left,00002388,00002388,A,95,95,0.63,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:51
I_00002412_00002415_frgp14,impostor,14,left,00002412,00002415,B,75,75,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:52
I_00002339_00002425_frgp13,impostor,13,right,00002339,00002425,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:53
I_00002321_00002379_frgp14,impostor,14,left,00002321,00002379,B,65,65,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:53
I_00002373_00002379_frgp13,impostor,13,right,00002373,00002379,B,60,60,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:54
I_00002320_00002415_frgp13,impostor,13,right,00002320,00002415,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:54
I_00002310_00002355_frgp13,impostor,13,right,00002310,00002355,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:55
I_00002373_00002428_frgp14,impostor,14,left,00002373,00002428,B,65,65,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:55
I_00002307_00002440_frgp14,impostor,14,left,00002307,00002440,B,65,65,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:56
I_00002320_00002463_frgp14,impostor,14,left,00002320,00002463,B,65,65,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:56
I_00002356_00002358_frgp13,impostor,13,right,00002356,00002358,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:57
I_00002396_00002463_frgp14,impostor,14,left,00002396,00002463,B,65,65,0.552,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:58
I_00002340_00002380_frgp14,impostor,14,left,00002340,00002380,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:58
I_00002326_00002425_frgp13,impostor,13,right,00002326,00002425,B,65,65,0.554,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:59
G_2339_frgp13,genuine,13,right,00002339,00002339,A,75,75,0.635,Gemma-3-12B-IT,similarity_score,2026-06-20T15:53:59
I_00002306_00002362_frgp14,impostor,14,left,00002306,00002362,B,65,65,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:00
I_00002319_00002342_frgp13,impostor,13,right,00002319,00002342,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:00
I_00002306_00002386_frgp13,impostor,13,right,00002306,00002386,B,60,60,0.552,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:01
I_00002313_00002383_frgp14,impostor,14,left,00002313,00002383,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:01
I_00002376_00002388_frgp14,impostor,14,left,00002376,00002388,B,75,75,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:02
I_00002403_00002412_frgp14,impostor,14,left,00002403,00002412,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:03
I_00002376_00002391_frgp13,impostor,13,right,00002376,00002391,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:03
I_00002326_00002396_frgp14,impostor,14,left,00002326,00002396,B,60,60,0.551,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:04
I_00002367_00002398_frgp13,impostor,13,right,00002367,00002398,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:04
I_00002320_00002357_frgp13,impostor,13,right,00002320,00002357,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:05
G_2368_frgp13,genuine,13,right,00002368,00002368,A,75,75,0.633,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:05
I_00002338_00002362_frgp13,impostor,13,right,00002338,00002362,B,60,60,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:06
I_00002351_00002391_frgp14,impostor,14,left,00002351,00002391,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:07
I_00002412_00002447_frgp14,impostor,14,left,00002412,00002447,B,75,75,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:07
I_00002349_00002391_frgp13,impostor,13,right,00002349,00002391,B,60,60,0.554,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:08
G_2328_frgp14,genuine,14,left,00002328,00002328,A,75,75,0.637,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:08
I_00002356_00002405_frgp13,impostor,13,right,00002356,00002405,B,65,65,0.546,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:09
G_2428_frgp13,genuine,13,right,00002428,00002428,A,50,50,0.631,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:09
I_00002327_00002396_frgp13,impostor,13,right,00002327,00002396,B,60,60,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:10
I_00002325_00002403_frgp14,impostor,14,left,00002325,00002403,B,60,60,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:11
I_00002319_00002362_frgp14,impostor,14,left,00002319,00002362,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:11
I_00002329_00002424_frgp14,impostor,14,left,00002329,00002424,B,55,55,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:12
I_00002334_00002447_frgp13,impostor,13,right,00002334,00002447,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:12
I_00002325_00002399_frgp14,impostor,14,left,00002325,00002399,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:13
I_00002303_00002327_frgp13,impostor,13,right,00002303,00002327,B,60,60,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:13
I_00002304_00002375_frgp14,impostor,14,left,00002304,00002375,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:14
I_00002356_00002386_frgp14,impostor,14,left,00002356,00002386,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:14
I_00002369_00002374_frgp13,impostor,13,right,00002369,00002374,B,60,60,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:15
I_00002352_00002369_frgp14,impostor,14,left,00002352,00002369,B,50,50,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:15
I_00002344_00002428_frgp14,impostor,14,left,00002344,00002428,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:16
I_00002328_00002398_frgp13,impostor,13,right,00002328,00002398,B,75,75,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:17
I_00002356_00002383_frgp14,impostor,14,left,00002356,00002383,B,65,65,0.547,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:17
I_00002357_00002407_frgp13,impostor,13,right,00002357,00002407,B,65,65,0.55,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:18
I_00002415_00002455_frgp14,impostor,14,left,00002415,00002455,B,65,65,0.549,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:18
I_00002312_00002425_frgp14,impostor,14,left,00002312,00002425,B,55,55,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:19
I_00002388_00002399_frgp13,impostor,13,right,00002388,00002399,B,65,65,0.548,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:19
I_00002349_00002362_frgp13,impostor,13,right,00002349,00002362,B,60,60,0.553,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:20
I_00002344_00002408_frgp13,impostor,13,right,00002344,00002408,B,60,60,0.552,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:20
I_00002332_00002423_frgp14,impostor,14,left,00002332,00002423,B,65,65,0.554,Gemma-3-12B-IT,similarity_score,2026-06-20T15:54:21
