pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,llm_answer,raw_response,correct,latency_s,model,prompting_setting,timestamp
I_00002325_00002374_frgp13,impostor,13,right,00002325,00002374,B,B,B,True,1.565,claude-opus-4-8,zero_shot,2026-06-20T18:52:24
G_2392_frgp14,genuine,14,left,00002392,00002392,A,A,A,True,1.383,claude-opus-4-8,zero_shot,2026-06-20T18:52:26
I_00002304_00002379_frgp13,impostor,13,right,00002304,00002379,B,B,B,True,1.936,claude-opus-4-8,zero_shot,2026-06-20T18:52:28
I_00002364_00002413_frgp14,impostor,14,left,00002364,00002413,B,B,B,True,1.144,claude-opus-4-8,zero_shot,2026-06-20T18:52:29
I_00002362_00002407_frgp14,impostor,14,left,00002362,00002407,B,A,A,False,1.204,claude-opus-4-8,zero_shot,2026-06-20T18:52:30
I_00002338_00002380_frgp13,impostor,13,right,00002338,00002380,B,B,B,True,1.235,claude-opus-4-8,zero_shot,2026-06-20T18:52:31
I_00002406_00002413_frgp14,impostor,14,left,00002406,00002413,B,B,B,True,1.289,claude-opus-4-8,zero_shot,2026-06-20T18:52:33
I_00002371_00002395_frgp14,impostor,14,left,00002371,00002395,B,B,B,True,1.921,claude-opus-4-8,zero_shot,2026-06-20T18:52:35
I_00002375_00002388_frgp14,impostor,14,left,00002375,00002388,B,A,A,False,1.688,claude-opus-4-8,zero_shot,2026-06-20T18:52:36
G_2356_frgp13,genuine,13,right,00002356,00002356,A,A,A,True,1.423,claude-opus-4-8,zero_shot,2026-06-20T18:52:38
I_00002409_00002440_frgp14,impostor,14,left,00002409,00002440,B,A,A,False,1.087,claude-opus-4-8,zero_shot,2026-06-20T18:52:39
I_00002313_00002372_frgp14,impostor,14,left,00002313,00002372,B,B,B,True,1.229,claude-opus-4-8,zero_shot,2026-06-20T18:52:40
I_00002315_00002423_frgp13,impostor,13,right,00002315,00002423,B,B,B,True,1.115,claude-opus-4-8,zero_shot,2026-06-20T18:52:41
I_00002349_00002376_frgp14,impostor,14,left,00002349,00002376,B,B,B,True,1.518,claude-opus-4-8,zero_shot,2026-06-20T18:52:43
I_00002391_00002395_frgp13,impostor,13,right,00002391,00002395,B,B,B,True,1.525,claude-opus-4-8,zero_shot,2026-06-20T18:52:44
I_00002395_00002415_frgp13,impostor,13,right,00002395,00002415,B,B,B,True,1.126,claude-opus-4-8,zero_shot,2026-06-20T18:52:45
I_00002328_00002370_frgp14,impostor,14,left,00002328,00002370,B,B,B,True,1.2,claude-opus-4-8,zero_shot,2026-06-20T18:52:46
I_00002306_00002481_frgp13,impostor,13,right,00002306,00002481,B,A,A,False,3.473,claude-opus-4-8,zero_shot,2026-06-20T18:52:50
I_00002337_00002355_frgp14,impostor,14,left,00002337,00002355,B,A,A,False,1.028,claude-opus-4-8,zero_shot,2026-06-20T18:52:51
I_00002373_00002380_frgp14,impostor,14,left,00002373,00002380,B,B,B,True,1.269,claude-opus-4-8,zero_shot,2026-06-20T18:52:52
I_00002326_00002423_frgp14,impostor,14,left,00002326,00002423,B,B,B,True,1.159,claude-opus-4-8,zero_shot,2026-06-20T18:52:53
I_00002352_00002376_frgp14,impostor,14,left,00002352,00002376,B,B,B,True,1.236,claude-opus-4-8,zero_shot,2026-06-20T18:52:55
I_00002327_00002380_frgp13,impostor,13,right,00002327,00002380,B,B,B,True,1.191,claude-opus-4-8,zero_shot,2026-06-20T18:52:56
I_00002362_00002415_frgp14,impostor,14,left,00002362,00002415,B,B,B,True,1.134,claude-opus-4-8,zero_shot,2026-06-20T18:52:57
I_00002372_00002462_frgp13,impostor,13,right,00002372,00002462,B,B,B,True,1.103,claude-opus-4-8,zero_shot,2026-06-20T18:52:58
I_00002428_00002481_frgp14,impostor,14,left,00002428,00002481,B,B,B,True,1.1,claude-opus-4-8,zero_shot,2026-06-20T18:52:59
I_00002320_00002424_frgp14,impostor,14,left,00002320,00002424,B,A,A,False,1.249,claude-opus-4-8,zero_shot,2026-06-20T18:53:00
I_00002310_00002348_frgp14,impostor,14,left,00002310,00002348,B,B,B,True,1.237,claude-opus-4-8,zero_shot,2026-06-20T18:53:02
I_00002351_00002364_frgp13,impostor,13,right,00002351,00002364,B,B,B,True,1.674,claude-opus-4-8,zero_shot,2026-06-20T18:53:03
I_00002348_00002401_frgp14,impostor,14,left,00002348,00002401,B,B,B,True,1.189,claude-opus-4-8,zero_shot,2026-06-20T18:53:05
I_00002337_00002351_frgp14,impostor,14,left,00002337,00002351,B,A,A,False,1.209,claude-opus-4-8,zero_shot,2026-06-20T18:53:06
I_00002338_00002440_frgp13,impostor,13,right,00002338,00002440,B,B,B,True,1.421,claude-opus-4-8,zero_shot,2026-06-20T18:53:07
I_00002338_00002381_frgp14,impostor,14,left,00002338,00002381,B,A,A,False,1.607,claude-opus-4-8,zero_shot,2026-06-20T18:53:09
I_00002320_00002355_frgp13,impostor,13,right,00002320,00002355,B,B,B,True,1.126,claude-opus-4-8,zero_shot,2026-06-20T18:53:10
I_00002321_00002398_frgp13,impostor,13,right,00002321,00002398,B,B,B,True,1.131,claude-opus-4-8,zero_shot,2026-06-20T18:53:11
I_00002353_00002360_frgp14,impostor,14,left,00002353,00002360,B,B,B,True,1.729,claude-opus-4-8,zero_shot,2026-06-20T18:53:13
I_00002325_00002396_frgp13,impostor,13,right,00002325,00002396,B,B,B,True,31.697,claude-opus-4-8,zero_shot,2026-06-20T18:53:44
I_00002344_00002386_frgp13,impostor,13,right,00002344,00002386,B,B,B,True,3.802,claude-opus-4-8,zero_shot,2026-06-20T18:53:48
I_00002406_00002463_frgp13,impostor,13,right,00002406,00002463,B,B,B,True,1.189,claude-opus-4-8,zero_shot,2026-06-20T18:53:49
I_00002312_00002415_frgp14,impostor,14,left,00002312,00002415,B,B,B,True,1.163,claude-opus-4-8,zero_shot,2026-06-20T18:53:51
I_00002368_00002424_frgp13,impostor,13,right,00002368,00002424,B,A,A,False,3.29,claude-opus-4-8,zero_shot,2026-06-20T18:53:54
I_00002413_00002418_frgp13,impostor,13,right,00002413,00002418,B,B,B,True,1.151,claude-opus-4-8,zero_shot,2026-06-20T18:53:55
I_00002401_00002403_frgp14,impostor,14,left,00002401,00002403,B,B,B,True,1.263,claude-opus-4-8,zero_shot,2026-06-20T18:53:56
I_00002341_00002355_frgp14,impostor,14,left,00002341,00002355,B,B,B,True,1.181,claude-opus-4-8,zero_shot,2026-06-20T18:53:57
I_00002328_00002337_frgp13,impostor,13,right,00002328,00002337,B,A,A,False,1.075,claude-opus-4-8,zero_shot,2026-06-20T18:53:59
I_00002362_00002371_frgp14,impostor,14,left,00002362,00002371,B,B,B,True,1.15,claude-opus-4-8,zero_shot,2026-06-20T18:54:00
I_00002325_00002338_frgp14,impostor,14,left,00002325,00002338,B,B,B,True,1.282,claude-opus-4-8,zero_shot,2026-06-20T18:54:01
I_00002375_00002403_frgp13,impostor,13,right,00002375,00002403,B,B,B,True,1.281,claude-opus-4-8,zero_shot,2026-06-20T18:54:02
I_00002319_00002334_frgp14,impostor,14,left,00002319,00002334,B,A,A,False,1.075,claude-opus-4-8,zero_shot,2026-06-20T18:54:03
I_00002339_00002344_frgp14,impostor,14,left,00002339,00002344,B,B,B,True,1.485,claude-opus-4-8,zero_shot,2026-06-20T18:54:05
I_00002391_00002447_frgp13,impostor,13,right,00002391,00002447,B,B,B,True,3.531,claude-opus-4-8,zero_shot,2026-06-20T18:54:08
G_2339_frgp14,genuine,14,left,00002339,00002339,A,A,A,True,1.279,claude-opus-4-8,zero_shot,2026-06-20T18:54:10
I_00002332_00002367_frgp13,impostor,13,right,00002332,00002367,B,B,B,True,1.206,claude-opus-4-8,zero_shot,2026-06-20T18:54:11
I_00002359_00002408_frgp13,impostor,13,right,00002359,00002408,B,B,B,True,1.597,claude-opus-4-8,zero_shot,2026-06-20T18:54:12
I_00002312_00002355_frgp13,impostor,13,right,00002312,00002355,B,B,B,True,1.186,claude-opus-4-8,zero_shot,2026-06-20T18:54:14
I_00002304_00002386_frgp14,impostor,14,left,00002304,00002386,B,B,B,True,1.946,claude-opus-4-8,zero_shot,2026-06-20T18:54:16
I_00002413_00002426_frgp14,impostor,14,left,00002413,00002426,B,B,B,True,1.339,claude-opus-4-8,zero_shot,2026-06-20T18:54:17
I_00002349_00002462_frgp14,impostor,14,left,00002349,00002462,B,B,B,True,2.049,claude-opus-4-8,zero_shot,2026-06-20T18:54:19
I_00002339_00002388_frgp14,impostor,14,left,00002339,00002388,B,B,B,True,1.304,claude-opus-4-8,zero_shot,2026-06-20T18:54:20
I_00002312_00002402_frgp14,impostor,14,left,00002312,00002402,B,B,B,True,1.119,claude-opus-4-8,zero_shot,2026-06-20T18:54:21
I_00002368_00002408_frgp13,impostor,13,right,00002368,00002408,B,A,A,False,1.275,claude-opus-4-8,zero_shot,2026-06-20T18:54:23
G_2388_frgp14,genuine,14,left,00002388,00002388,A,A,A,True,1.238,claude-opus-4-8,zero_shot,2026-06-20T18:54:24
I_00002412_00002415_frgp14,impostor,14,left,00002412,00002415,B,B,B,True,1.777,claude-opus-4-8,zero_shot,2026-06-20T18:54:26
I_00002339_00002425_frgp13,impostor,13,right,00002339,00002425,B,B,B,True,1.321,claude-opus-4-8,zero_shot,2026-06-20T18:54:27
I_00002321_00002379_frgp14,impostor,14,left,00002321,00002379,B,B,B,True,1.212,claude-opus-4-8,zero_shot,2026-06-20T18:54:28
I_00002373_00002379_frgp13,impostor,13,right,00002373,00002379,B,B,B,True,1.164,claude-opus-4-8,zero_shot,2026-06-20T18:54:29
I_00002320_00002415_frgp13,impostor,13,right,00002320,00002415,B,B,B,True,1.346,claude-opus-4-8,zero_shot,2026-06-20T18:54:31
I_00002310_00002355_frgp13,impostor,13,right,00002310,00002355,B,B,B,True,1.863,claude-opus-4-8,zero_shot,2026-06-20T18:54:33
I_00002373_00002428_frgp14,impostor,14,left,00002373,00002428,B,A,A,False,1.149,claude-opus-4-8,zero_shot,2026-06-20T18:54:34
I_00002307_00002440_frgp14,impostor,14,left,00002307,00002440,B,A,A,False,1.286,claude-opus-4-8,zero_shot,2026-06-20T18:54:35
I_00002320_00002463_frgp14,impostor,14,left,00002320,00002463,B,B,B,True,1.454,claude-opus-4-8,zero_shot,2026-06-20T18:54:36
I_00002356_00002358_frgp13,impostor,13,right,00002356,00002358,B,B,B,True,2.297,claude-opus-4-8,zero_shot,2026-06-20T18:54:39
I_00002396_00002463_frgp14,impostor,14,left,00002396,00002463,B,B,B,True,1.719,claude-opus-4-8,zero_shot,2026-06-20T18:54:41
I_00002340_00002380_frgp14,impostor,14,left,00002340,00002380,B,B,B,True,1.32,claude-opus-4-8,zero_shot,2026-06-20T18:54:42
I_00002326_00002425_frgp13,impostor,13,right,00002326,00002425,B,B,B,True,1.164,claude-opus-4-8,zero_shot,2026-06-20T18:54:43
G_2339_frgp13,genuine,13,right,00002339,00002339,A,A,A,True,31.546,claude-opus-4-8,zero_shot,2026-06-20T18:55:15
I_00002306_00002362_frgp14,impostor,14,left,00002306,00002362,B,A,A,False,1.329,claude-opus-4-8,zero_shot,2026-06-20T18:55:16
I_00002319_00002342_frgp13,impostor,13,right,00002319,00002342,B,B,B,True,1.147,claude-opus-4-8,zero_shot,2026-06-20T18:55:17
I_00002306_00002386_frgp13,impostor,13,right,00002306,00002386,B,B,B,True,5.444,claude-opus-4-8,zero_shot,2026-06-20T18:55:22
I_00002313_00002383_frgp14,impostor,14,left,00002313,00002383,B,B,B,True,1.106,claude-opus-4-8,zero_shot,2026-06-20T18:55:24
I_00002376_00002388_frgp14,impostor,14,left,00002376,00002388,B,B,B,True,1.216,claude-opus-4-8,zero_shot,2026-06-20T18:55:25
I_00002403_00002412_frgp14,impostor,14,left,00002403,00002412,B,B,B,True,2.003,claude-opus-4-8,zero_shot,2026-06-20T18:55:27
I_00002376_00002391_frgp13,impostor,13,right,00002376,00002391,B,B,B,True,7.519,claude-opus-4-8,zero_shot,2026-06-20T18:55:34
I_00002326_00002396_frgp14,impostor,14,left,00002326,00002396,B,B,B,True,1.506,claude-opus-4-8,zero_shot,2026-06-20T18:55:36
I_00002367_00002398_frgp13,impostor,13,right,00002367,00002398,B,B,B,True,1.166,claude-opus-4-8,zero_shot,2026-06-20T18:55:37
I_00002320_00002357_frgp13,impostor,13,right,00002320,00002357,B,B,B,True,2.868,claude-opus-4-8,zero_shot,2026-06-20T18:55:40
G_2368_frgp13,genuine,13,right,00002368,00002368,A,A,A,True,4.66,claude-opus-4-8,zero_shot,2026-06-20T18:55:45
I_00002338_00002362_frgp13,impostor,13,right,00002338,00002362,B,B,B,True,1.097,claude-opus-4-8,zero_shot,2026-06-20T18:55:46
I_00002351_00002391_frgp14,impostor,14,left,00002351,00002391,B,B,B,True,1.185,claude-opus-4-8,zero_shot,2026-06-20T18:55:47
I_00002412_00002447_frgp14,impostor,14,left,00002412,00002447,B,B,B,True,1.194,claude-opus-4-8,zero_shot,2026-06-20T18:55:48
I_00002349_00002391_frgp13,impostor,13,right,00002349,00002391,B,B,B,True,1.216,claude-opus-4-8,zero_shot,2026-06-20T18:55:49
G_2328_frgp14,genuine,14,left,00002328,00002328,A,A,A,True,1.52,claude-opus-4-8,zero_shot,2026-06-20T18:55:51
I_00002356_00002405_frgp13,impostor,13,right,00002356,00002405,B,B,B,True,1.192,claude-opus-4-8,zero_shot,2026-06-20T18:55:52
G_2428_frgp13,genuine,13,right,00002428,00002428,A,A,A,True,4.892,claude-opus-4-8,zero_shot,2026-06-20T18:55:57
I_00002327_00002396_frgp13,impostor,13,right,00002327,00002396,B,B,B,True,1.223,claude-opus-4-8,zero_shot,2026-06-20T18:55:58
I_00002325_00002403_frgp14,impostor,14,left,00002325,00002403,B,B,B,True,1.045,claude-opus-4-8,zero_shot,2026-06-20T18:55:59
I_00002319_00002362_frgp14,impostor,14,left,00002319,00002362,B,B,B,True,1.688,claude-opus-4-8,zero_shot,2026-06-20T18:56:01
I_00002329_00002424_frgp14,impostor,14,left,00002329,00002424,B,B,B,True,1.158,claude-opus-4-8,zero_shot,2026-06-20T18:56:02
I_00002334_00002447_frgp13,impostor,13,right,00002334,00002447,B,B,B,True,1.283,claude-opus-4-8,zero_shot,2026-06-20T18:56:03
I_00002325_00002399_frgp14,impostor,14,left,00002325,00002399,B,B,B,True,1.253,claude-opus-4-8,zero_shot,2026-06-20T18:56:04
I_00002303_00002327_frgp13,impostor,13,right,00002303,00002327,B,B,B,True,1.059,claude-opus-4-8,zero_shot,2026-06-20T18:56:06
I_00002304_00002375_frgp14,impostor,14,left,00002304,00002375,B,B,B,True,2.651,claude-opus-4-8,zero_shot,2026-06-20T18:56:08
I_00002356_00002386_frgp14,impostor,14,left,00002356,00002386,B,B,B,True,1.419,claude-opus-4-8,zero_shot,2026-06-20T18:56:10
I_00002369_00002374_frgp13,impostor,13,right,00002369,00002374,B,B,B,True,1.124,claude-opus-4-8,zero_shot,2026-06-20T18:56:11
I_00002352_00002369_frgp14,impostor,14,left,00002352,00002369,B,A,A,False,1.101,claude-opus-4-8,zero_shot,2026-06-20T18:56:12
I_00002344_00002428_frgp14,impostor,14,left,00002344,00002428,B,A,A,False,1.093,claude-opus-4-8,zero_shot,2026-06-20T18:56:13
I_00002328_00002398_frgp13,impostor,13,right,00002328,00002398,B,B,B,True,1.288,claude-opus-4-8,zero_shot,2026-06-20T18:56:14
I_00002356_00002383_frgp14,impostor,14,left,00002356,00002383,B,B,B,True,32.476,claude-opus-4-8,zero_shot,2026-06-20T18:56:47
I_00002357_00002407_frgp13,impostor,13,right,00002357,00002407,B,B,B,True,1.386,claude-opus-4-8,zero_shot,2026-06-20T18:56:48
I_00002415_00002455_frgp14,impostor,14,left,00002415,00002455,B,B,B,True,3.633,claude-opus-4-8,zero_shot,2026-06-20T18:56:52
I_00002312_00002425_frgp14,impostor,14,left,00002312,00002425,B,B,B,True,1.435,claude-opus-4-8,zero_shot,2026-06-20T18:56:53
I_00002388_00002399_frgp13,impostor,13,right,00002388,00002399,B,B,B,True,1.328,claude-opus-4-8,zero_shot,2026-06-20T18:56:54
I_00002349_00002362_frgp13,impostor,13,right,00002349,00002362,B,B,B,True,1.163,claude-opus-4-8,zero_shot,2026-06-20T18:56:56
I_00002344_00002408_frgp13,impostor,13,right,00002344,00002408,B,B,B,True,1.164,claude-opus-4-8,zero_shot,2026-06-20T18:56:57
I_00002332_00002423_frgp14,impostor,14,left,00002332,00002423,B,A,A,False,1.799,claude-opus-4-8,zero_shot,2026-06-20T18:56:59
I_00002369_00002424_frgp14,impostor,14,left,00002369,00002424,B,B,B,True,1.274,claude-opus-4-8,zero_shot,2026-06-20T18:57:00
I_00002327_00002349_frgp14,impostor,14,left,00002327,00002349,B,B,B,True,1.236,claude-opus-4-8,zero_shot,2026-06-20T18:57:01
I_00002332_00002398_frgp13,impostor,13,right,00002332,00002398,B,B,B,True,1.094,claude-opus-4-8,zero_shot,2026-06-20T18:57:02
