pair_id,label,category,device_pair,subject1,subject2,hand1,hand2,ground_truth,llm_answer,correct,raw_response,latency_s,model,prompting_setting,timestamp
I_47904_58793_right_s,non-mated,primary_impostor,same,47904,58793,right,right,B,A,0,A,0.359,qwen25vl,zero_shot,2026-08-22T22:07:48
G_74850_right_2026,mated,primary_genuine,same,74850,74850,right,right,A,B,0,B,0.355,qwen25vl,zero_shot,2026-08-22T22:07:48
D_89171_262,non-mated,diagnostic_impostor,cross,89171,89171,left,right,B,B,1,B,0.342,qwen25vl,zero_shot,2026-08-22T22:07:49
I_57833_89171_left_x,non-mated,primary_impostor,cross,57833,89171,left,left,B,B,1,B,0.353,qwen25vl,zero_shot,2026-08-22T22:07:49
I_74850_83742_left_s,non-mated,primary_impostor,same,74850,83742,left,left,B,A,0,A,0.373,qwen25vl,zero_shot,2026-08-22T22:07:49
I_57833_69658_right_x,non-mated,primary_impostor,cross,57833,69658,right,right,B,A,0,A,0.35,qwen25vl,zero_shot,2026-08-22T22:07:50
G_74850_left_1998,mated,primary_genuine,same,74850,74850,left,left,A,A,1,A,0.352,qwen25vl,zero_shot,2026-08-22T22:07:50
D_83742_228,non-mated,diagnostic_impostor,cross,83742,83742,left,right,B,B,1,B,0.365,qwen25vl,zero_shot,2026-08-22T22:07:50
I_43210_56583_left_x,non-mated,primary_impostor,cross,43210,56583,left,left,B,B,1,B,0.35,qwen25vl,zero_shot,2026-08-22T22:07:51
G_43210_right_633,mated,primary_genuine,cross,43210,43210,right,right,A,A,1,A,0.356,qwen25vl,zero_shot,2026-08-22T22:07:51
I_58793_65030_left_s,non-mated,primary_impostor,same,58793,65030,left,left,B,A,0,A,0.355,qwen25vl,zero_shot,2026-08-22T22:07:51
I_57145_76957_left_s,non-mated,primary_impostor,same,57145,76957,left,left,B,A,0,A,0.356,qwen25vl,zero_shot,2026-08-22T22:07:52
I_14493_65030_left_x,non-mated,primary_impostor,cross,14493,65030,left,left,B,B,1,B,0.345,qwen25vl,zero_shot,2026-08-22T22:07:52
G_65030_right_1681,mated,primary_genuine,same,65030,65030,right,right,A,A,1,A,0.358,qwen25vl,zero_shot,2026-08-22T22:07:52
D_58398_142,non-mated,diagnostic_impostor,same,58398,58398,left,right,B,B,1,B,0.347,qwen25vl,zero_shot,2026-08-22T22:07:53
G_57833_right_1228,mated,primary_genuine,cross,57833,57833,right,right,A,B,0,B,0.355,qwen25vl,zero_shot,2026-08-22T22:07:53
I_43210_74850_left_s,non-mated,primary_impostor,same,43210,74850,left,left,B,A,0,A,0.356,qwen25vl,zero_shot,2026-08-22T22:07:53
D_14493_9,non-mated,diagnostic_impostor,same,14493,14493,left,right,B,A,0,A,0.353,qwen25vl,zero_shot,2026-08-22T22:07:54
I_43210_83742_right_s,non-mated,primary_impostor,same,43210,83742,right,right,B,A,0,A,0.361,qwen25vl,zero_shot,2026-08-22T22:07:54
G_96608_left_2728,mated,primary_genuine,same,96608,96608,left,left,A,A,1,A,0.357,qwen25vl,zero_shot,2026-08-22T22:07:55
I_57833_96608_left_x,non-mated,primary_impostor,cross,57833,96608,left,left,B,B,1,B,0.355,qwen25vl,zero_shot,2026-08-22T22:07:55
I_47904_63029_right_x,non-mated,primary_impostor,cross,47904,63029,right,right,B,B,1,B,0.354,qwen25vl,zero_shot,2026-08-22T22:07:55
I_65052_93812_right_x,non-mated,primary_impostor,cross,65052,93812,right,right,B,B,1,B,0.369,qwen25vl,zero_shot,2026-08-22T22:07:56
I_44595_99775_left_s,non-mated,primary_impostor,same,44595,99775,left,left,B,A,0,A,0.368,qwen25vl,zero_shot,2026-08-22T22:07:56
I_24101_32467_left_x,non-mated,primary_impostor,cross,24101,32467,left,left,B,B,1,B,0.351,qwen25vl,zero_shot,2026-08-22T22:07:56
G_27295_right_407,mated,primary_genuine,cross,27295,27295,right,right,A,B,0,B,0.34,qwen25vl,zero_shot,2026-08-22T22:07:57
I_65052_83742_left_x,non-mated,primary_impostor,cross,65052,83742,left,left,B,B,1,B,0.355,qwen25vl,zero_shot,2026-08-22T22:07:57
I_58398_76957_left_x,non-mated,primary_impostor,cross,58398,76957,left,left,B,B,1,B,0.348,qwen25vl,zero_shot,2026-08-22T22:07:57
G_76957_left_2097,mated,primary_genuine,cross,76957,76957,left,left,A,B,0,B,0.359,qwen25vl,zero_shot,2026-08-22T22:07:58
I_58793_65052_left_s,non-mated,primary_impostor,same,58793,65052,left,left,B,A,0,A,0.367,qwen25vl,zero_shot,2026-08-22T22:07:58
G_27295_left_311,mated,primary_genuine,same,27295,27295,left,left,A,A,1,A,0.355,qwen25vl,zero_shot,2026-08-22T22:07:58
I_14493_57145_right_x,non-mated,primary_impostor,cross,14493,57145,right,right,B,B,1,B,0.361,qwen25vl,zero_shot,2026-08-22T22:07:59
G_87757_right_2459,mated,primary_genuine,cross,87757,87757,right,right,A,B,0,B,0.354,qwen25vl,zero_shot,2026-08-22T22:07:59
D_93812_272,non-mated,diagnostic_impostor,cross,93812,93812,left,right,B,B,1,B,0.359,qwen25vl,zero_shot,2026-08-22T22:08:00
G_63029_left_1497,mated,primary_genuine,cross,63029,63029,left,left,A,B,0,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:00
G_69658_right_1931,mated,primary_genuine,cross,69658,69658,right,right,A,A,1,A,0.345,qwen25vl,zero_shot,2026-08-22T22:08:00
I_87757_99775_left_s,non-mated,primary_impostor,same,87757,99775,left,left,B,B,1,B,0.363,qwen25vl,zero_shot,2026-08-22T22:08:01
I_93812_99775_right_s,non-mated,primary_impostor,same,93812,99775,right,right,B,A,0,A,0.365,qwen25vl,zero_shot,2026-08-22T22:08:01
I_43210_47904_right_x,non-mated,primary_impostor,cross,43210,47904,right,right,B,A,0,A,0.355,qwen25vl,zero_shot,2026-08-22T22:08:01
G_58398_left_1293,mated,primary_genuine,cross,58398,58398,left,left,A,B,0,B,0.35,qwen25vl,zero_shot,2026-08-22T22:08:02
I_14493_57145_left_x,non-mated,primary_impostor,cross,14493,57145,left,left,B,B,1,B,0.357,qwen25vl,zero_shot,2026-08-22T22:08:02
G_57145_right_1072,mated,primary_genuine,same,57145,57145,right,right,A,A,1,A,0.363,qwen25vl,zero_shot,2026-08-22T22:08:02
I_63029_96608_right_s,non-mated,primary_impostor,same,63029,96608,right,right,B,A,0,A,0.361,qwen25vl,zero_shot,2026-08-22T22:08:03
I_58398_69658_left_x,non-mated,primary_impostor,cross,58398,69658,left,left,B,B,1,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:03
G_57145_right_1080,mated,primary_genuine,cross,57145,57145,right,right,A,A,1,A,0.351,qwen25vl,zero_shot,2026-08-22T22:08:03
I_58793_65030_left_x,non-mated,primary_impostor,cross,58793,65030,left,left,B,B,1,B,0.356,qwen25vl,zero_shot,2026-08-22T22:08:04
I_57833_89171_right_x,non-mated,primary_impostor,cross,57833,89171,right,right,B,B,1,B,0.357,qwen25vl,zero_shot,2026-08-22T22:08:04
I_14493_32467_left_x,non-mated,primary_impostor,cross,14493,32467,left,left,B,B,1,B,0.363,qwen25vl,zero_shot,2026-08-22T22:08:05
I_44595_58398_left_s,non-mated,primary_impostor,same,44595,58398,left,left,B,A,0,A,0.359,qwen25vl,zero_shot,2026-08-22T22:08:05
G_14493_left_18,mated,primary_genuine,cross,14493,14493,left,left,A,B,0,B,0.355,qwen25vl,zero_shot,2026-08-22T22:08:05
G_99775_right_2898,mated,primary_genuine,same,99775,99775,right,right,A,A,1,A,0.354,qwen25vl,zero_shot,2026-08-22T22:08:06
I_27295_58398_right_x,non-mated,primary_impostor,cross,27295,58398,right,right,B,A,0,A,0.354,qwen25vl,zero_shot,2026-08-22T22:08:06
I_32467_57145_right_x,non-mated,primary_impostor,cross,32467,57145,right,right,B,B,1,B,0.355,qwen25vl,zero_shot,2026-08-22T22:08:06
G_20294_right_240,mated,primary_genuine,cross,20294,20294,right,right,A,B,0,B,0.356,qwen25vl,zero_shot,2026-08-22T22:08:07
I_27295_93812_right_x,non-mated,primary_impostor,cross,27295,93812,right,right,B,B,1,B,0.356,qwen25vl,zero_shot,2026-08-22T22:08:07
D_69658_195,non-mated,diagnostic_impostor,cross,69658,69658,left,right,B,B,1,B,0.359,qwen25vl,zero_shot,2026-08-22T22:08:07
I_14493_89171_right_s,non-mated,primary_impostor,same,14493,89171,right,right,B,A,0,A,0.367,qwen25vl,zero_shot,2026-08-22T22:08:08
D_69658_199,non-mated,diagnostic_impostor,same,69658,69658,left,right,B,A,0,A,0.353,qwen25vl,zero_shot,2026-08-22T22:08:08
I_47904_58398_left_x,non-mated,primary_impostor,cross,47904,58398,left,left,B,B,1,B,0.353,qwen25vl,zero_shot,2026-08-22T22:08:08
I_65052_69658_left_x,non-mated,primary_impostor,cross,65052,69658,left,left,B,B,1,B,0.36,qwen25vl,zero_shot,2026-08-22T22:08:09
D_58398_133,non-mated,diagnostic_impostor,cross,58398,58398,left,right,B,B,1,B,0.361,qwen25vl,zero_shot,2026-08-22T22:08:09
I_14493_24101_right_s,non-mated,primary_impostor,same,14493,24101,right,right,B,B,1,B,0.366,qwen25vl,zero_shot,2026-08-22T22:08:10
G_56583_left_888,mated,primary_genuine,same,56583,56583,left,left,A,A,1,A,0.348,qwen25vl,zero_shot,2026-08-22T22:08:10
I_83742_87757_left_x,non-mated,primary_impostor,cross,83742,87757,left,left,B,B,1,B,0.357,qwen25vl,zero_shot,2026-08-22T22:08:10
D_47904_90,non-mated,diagnostic_impostor,same,47904,47904,left,right,B,A,0,A,0.357,qwen25vl,zero_shot,2026-08-22T22:08:11
I_69658_76957_left_s,non-mated,primary_impostor,same,69658,76957,left,left,B,A,0,A,0.359,qwen25vl,zero_shot,2026-08-22T22:08:11
G_24101_left_296,mated,primary_genuine,same,24101,24101,left,left,A,A,1,A,0.354,qwen25vl,zero_shot,2026-08-22T22:08:11
I_20294_32467_right_x,non-mated,primary_impostor,cross,20294,32467,right,right,B,B,1,B,0.361,qwen25vl,zero_shot,2026-08-22T22:08:12
D_63029_160,non-mated,diagnostic_impostor,same,63029,63029,left,right,B,A,0,A,0.351,qwen25vl,zero_shot,2026-08-22T22:08:12
I_57145_57833_left_x,non-mated,primary_impostor,cross,57145,57833,left,left,B,B,1,B,0.357,qwen25vl,zero_shot,2026-08-22T22:08:12
G_96608_left_2701,mated,primary_genuine,same,96608,96608,left,left,A,A,1,A,0.357,qwen25vl,zero_shot,2026-08-22T22:08:13
I_14493_32467_right_s,non-mated,primary_impostor,same,14493,32467,right,right,B,A,0,A,0.36,qwen25vl,zero_shot,2026-08-22T22:08:13
G_69658_right_1939,mated,primary_genuine,same,69658,69658,right,right,A,A,1,A,0.342,qwen25vl,zero_shot,2026-08-22T22:08:13
I_58793_63029_right_s,non-mated,primary_impostor,same,58793,63029,right,right,B,B,1,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:14
I_44595_96608_right_x,non-mated,primary_impostor,cross,44595,96608,right,right,B,A,0,A,0.348,qwen25vl,zero_shot,2026-08-22T22:08:14
I_44595_87757_left_s,non-mated,primary_impostor,same,44595,87757,left,left,B,B,1,B,0.357,qwen25vl,zero_shot,2026-08-22T22:08:15
D_87757_240,non-mated,diagnostic_impostor,cross,87757,87757,left,right,B,B,1,B,0.355,qwen25vl,zero_shot,2026-08-22T22:08:15
G_20294_left_195,mated,primary_genuine,same,20294,20294,left,left,A,B,0,B,0.367,qwen25vl,zero_shot,2026-08-22T22:08:15
G_27295_left_309,mated,primary_genuine,same,27295,27295,left,left,A,A,1,A,0.356,qwen25vl,zero_shot,2026-08-22T22:08:16
D_24101_32,non-mated,diagnostic_impostor,same,24101,24101,left,right,B,A,0,A,0.339,qwen25vl,zero_shot,2026-08-22T22:08:16
G_76957_right_2160,mated,primary_genuine,cross,76957,76957,right,right,A,A,1,A,0.349,qwen25vl,zero_shot,2026-08-22T22:08:16
G_14493_left_57,mated,primary_genuine,same,14493,14493,left,left,A,A,1,A,0.343,qwen25vl,zero_shot,2026-08-22T22:08:17
I_43210_56583_right_x,non-mated,primary_impostor,cross,43210,56583,right,right,B,B,1,B,0.357,qwen25vl,zero_shot,2026-08-22T22:08:17
I_65052_76957_right_s,non-mated,primary_impostor,same,65052,76957,right,right,B,A,0,A,0.36,qwen25vl,zero_shot,2026-08-22T22:08:17
I_57833_58398_left_x,non-mated,primary_impostor,cross,57833,58398,left,left,B,B,1,B,0.348,qwen25vl,zero_shot,2026-08-22T22:08:18
G_83742_left_2253,mated,primary_genuine,same,83742,83742,left,left,A,B,0,B,0.355,qwen25vl,zero_shot,2026-08-22T22:08:18
D_20294_20,non-mated,diagnostic_impostor,same,20294,20294,left,right,B,A,0,A,0.353,qwen25vl,zero_shot,2026-08-22T22:08:18
I_89171_99775_right_x,non-mated,primary_impostor,cross,89171,99775,right,right,B,B,1,B,0.36,qwen25vl,zero_shot,2026-08-22T22:08:19
D_89171_258,non-mated,diagnostic_impostor,cross,89171,89171,left,right,B,A,0,A,0.358,qwen25vl,zero_shot,2026-08-22T22:08:19
I_47904_58793_right_x,non-mated,primary_impostor,cross,47904,58793,right,right,B,A,0,A,0.353,qwen25vl,zero_shot,2026-08-22T22:08:19
I_47904_63029_left_s,non-mated,primary_impostor,same,47904,63029,left,left,B,A,0,A,0.358,qwen25vl,zero_shot,2026-08-22T22:08:20
I_63029_93812_right_x,non-mated,primary_impostor,cross,63029,93812,right,right,B,B,1,B,0.347,qwen25vl,zero_shot,2026-08-22T22:08:20
G_58398_right_1356,mated,primary_genuine,same,58398,58398,right,right,A,B,0,B,0.343,qwen25vl,zero_shot,2026-08-22T22:08:21
G_93812_left_2619,mated,primary_genuine,cross,93812,93812,left,left,A,A,1,A,0.347,qwen25vl,zero_shot,2026-08-22T22:08:21
G_57833_left_1150,mated,primary_genuine,same,57833,57833,left,left,A,B,0,B,0.352,qwen25vl,zero_shot,2026-08-22T22:08:21
G_57833_left_1152,mated,primary_genuine,cross,57833,57833,left,left,A,B,0,B,0.347,qwen25vl,zero_shot,2026-08-22T22:08:22
I_47904_69658_left_x,non-mated,primary_impostor,cross,47904,69658,left,left,B,B,1,B,0.352,qwen25vl,zero_shot,2026-08-22T22:08:22
G_47904_right_834,mated,primary_genuine,same,47904,47904,right,right,A,A,1,A,0.35,qwen25vl,zero_shot,2026-08-22T22:08:22
G_58398_right_1352,mated,primary_genuine,cross,58398,58398,right,right,A,B,0,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:23
G_14493_right_114,mated,primary_genuine,cross,14493,14493,right,right,A,B,0,B,0.34,qwen25vl,zero_shot,2026-08-22T22:08:23
G_65030_right_1685,mated,primary_genuine,cross,65030,65030,right,right,A,B,0,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:23
I_65052_96608_left_x,non-mated,primary_impostor,cross,65052,96608,left,left,B,B,1,B,0.35,qwen25vl,zero_shot,2026-08-22T22:08:24
I_43210_57833_right_x,non-mated,primary_impostor,cross,43210,57833,right,right,B,B,1,B,0.347,qwen25vl,zero_shot,2026-08-22T22:08:24
G_93812_left_2587,mated,primary_genuine,same,93812,93812,left,left,A,A,1,A,0.354,qwen25vl,zero_shot,2026-08-22T22:08:24
G_14493_right_89,mated,primary_genuine,same,14493,14493,right,right,A,A,1,A,0.35,qwen25vl,zero_shot,2026-08-22T22:08:25
G_99775_right_2920,mated,primary_genuine,cross,99775,99775,right,right,A,B,0,B,0.35,qwen25vl,zero_shot,2026-08-22T22:08:25
G_87757_left_2372,mated,primary_genuine,cross,87757,87757,left,left,A,B,0,B,0.357,qwen25vl,zero_shot,2026-08-22T22:08:25
I_44595_58793_left_x,non-mated,primary_impostor,cross,44595,58793,left,left,B,B,1,B,0.352,qwen25vl,zero_shot,2026-08-22T22:08:26
I_20294_58398_left_s,non-mated,primary_impostor,same,20294,58398,left,left,B,B,1,B,0.364,qwen25vl,zero_shot,2026-08-22T22:08:26
G_65030_right_1699,mated,primary_genuine,cross,65030,65030,right,right,A,A,1,A,0.347,qwen25vl,zero_shot,2026-08-22T22:08:26
G_87757_right_2442,mated,primary_genuine,same,87757,87757,right,right,A,A,1,A,0.357,qwen25vl,zero_shot,2026-08-22T22:08:27
I_93812_96608_left_s,non-mated,primary_impostor,same,93812,96608,left,left,B,A,0,A,0.358,qwen25vl,zero_shot,2026-08-22T22:08:27
G_69658_left_1873,mated,primary_genuine,cross,69658,69658,left,left,A,B,0,B,0.355,qwen25vl,zero_shot,2026-08-22T22:08:28
G_76957_left_2114,mated,primary_genuine,cross,76957,76957,left,left,A,A,1,A,0.346,qwen25vl,zero_shot,2026-08-22T22:08:28
G_65030_right_1705,mated,primary_genuine,cross,65030,65030,right,right,A,A,1,A,0.349,qwen25vl,zero_shot,2026-08-22T22:08:28
G_96608_left_2741,mated,primary_genuine,cross,96608,96608,left,left,A,A,1,A,0.35,qwen25vl,zero_shot,2026-08-22T22:08:29
G_20294_left_137,mated,primary_genuine,cross,20294,20294,left,left,A,B,0,B,0.367,qwen25vl,zero_shot,2026-08-22T22:08:29
I_32467_57145_left_x,non-mated,primary_impostor,cross,32467,57145,left,left,B,B,1,B,0.363,qwen25vl,zero_shot,2026-08-22T22:08:29
G_65030_left_1671,mated,primary_genuine,same,65030,65030,left,left,A,A,1,A,0.355,qwen25vl,zero_shot,2026-08-22T22:08:30
G_65052_left_1738,mated,primary_genuine,same,65052,65052,left,left,A,B,0,B,0.355,qwen25vl,zero_shot,2026-08-22T22:08:30
D_76957_223,non-mated,diagnostic_impostor,same,76957,76957,left,right,B,B,1,B,0.352,qwen25vl,zero_shot,2026-08-22T22:08:30
G_63029_right_1584,mated,primary_genuine,cross,63029,63029,right,right,A,B,0,B,0.354,qwen25vl,zero_shot,2026-08-22T22:08:31
I_43210_83742_left_s,non-mated,primary_impostor,same,43210,83742,left,left,B,A,0,A,0.356,qwen25vl,zero_shot,2026-08-22T22:08:31
G_27295_left_355,mated,primary_genuine,same,27295,27295,left,left,A,A,1,A,0.35,qwen25vl,zero_shot,2026-08-22T22:08:31
G_83742_left_2224,mated,primary_genuine,same,83742,83742,left,left,A,A,1,A,0.354,qwen25vl,zero_shot,2026-08-22T22:08:32
I_58398_58793_left_s,non-mated,primary_impostor,same,58398,58793,left,left,B,A,0,A,0.355,qwen25vl,zero_shot,2026-08-22T22:08:32
I_57145_63029_left_x,non-mated,primary_impostor,cross,57145,63029,left,left,B,B,1,B,0.352,qwen25vl,zero_shot,2026-08-22T22:08:33
G_57833_right_1237,mated,primary_genuine,cross,57833,57833,right,right,A,A,1,A,0.348,qwen25vl,zero_shot,2026-08-22T22:08:33
I_57833_96608_left_s,non-mated,primary_impostor,same,57833,96608,left,left,B,A,0,A,0.36,qwen25vl,zero_shot,2026-08-22T22:08:33
D_99775_293,non-mated,diagnostic_impostor,same,99775,99775,left,right,B,B,1,B,0.352,qwen25vl,zero_shot,2026-08-22T22:08:34
G_43210_left_600,mated,primary_genuine,cross,43210,43210,left,left,A,A,1,A,0.347,qwen25vl,zero_shot,2026-08-22T22:08:34
I_44595_74850_left_s,non-mated,primary_impostor,same,44595,74850,left,left,B,A,0,A,0.356,qwen25vl,zero_shot,2026-08-22T22:08:34
G_56583_right_894,mated,primary_genuine,cross,56583,56583,right,right,A,A,1,A,0.358,qwen25vl,zero_shot,2026-08-22T22:08:35
I_43210_93812_left_x,non-mated,primary_impostor,cross,43210,93812,left,left,B,B,1,B,0.353,qwen25vl,zero_shot,2026-08-22T22:08:35
G_87757_right_2434,mated,primary_genuine,same,87757,87757,right,right,A,A,1,A,0.363,qwen25vl,zero_shot,2026-08-22T22:08:35
G_87757_left_2379,mated,primary_genuine,cross,87757,87757,left,left,A,B,0,B,0.354,qwen25vl,zero_shot,2026-08-22T22:08:36
I_24101_83742_left_s,non-mated,primary_impostor,same,24101,83742,left,left,B,A,0,A,0.357,qwen25vl,zero_shot,2026-08-22T22:08:36
D_63029_163,non-mated,diagnostic_impostor,same,63029,63029,left,right,B,B,1,B,0.353,qwen25vl,zero_shot,2026-08-22T22:08:36
I_27295_76957_left_s,non-mated,primary_impostor,same,27295,76957,left,left,B,A,0,A,0.357,qwen25vl,zero_shot,2026-08-22T22:08:37
D_58793_153,non-mated,diagnostic_impostor,cross,58793,58793,left,right,B,B,1,B,0.354,qwen25vl,zero_shot,2026-08-22T22:08:37
G_93812_left_2637,mated,primary_genuine,same,93812,93812,left,left,A,A,1,A,0.352,qwen25vl,zero_shot,2026-08-22T22:08:37
D_65052_180,non-mated,diagnostic_impostor,same,65052,65052,left,right,B,A,0,A,0.351,qwen25vl,zero_shot,2026-08-22T22:08:38
I_24101_56583_left_s,non-mated,primary_impostor,same,24101,56583,left,left,B,A,0,A,0.359,qwen25vl,zero_shot,2026-08-22T22:08:38
G_24101_left_292,mated,primary_genuine,cross,24101,24101,left,left,A,A,1,A,0.355,qwen25vl,zero_shot,2026-08-22T22:08:39
I_58793_93812_right_x,non-mated,primary_impostor,cross,58793,93812,right,right,B,A,0,A,0.35,qwen25vl,zero_shot,2026-08-22T22:08:39
I_57145_76957_left_x,non-mated,primary_impostor,cross,57145,76957,left,left,B,B,1,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:39
I_65052_83742_right_s,non-mated,primary_impostor,same,65052,83742,right,right,B,A,0,A,0.358,qwen25vl,zero_shot,2026-08-22T22:08:40
D_20294_18,non-mated,diagnostic_impostor,cross,20294,20294,left,right,B,B,1,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:40
D_58793_150,non-mated,diagnostic_impostor,cross,58793,58793,left,right,B,B,1,B,0.351,qwen25vl,zero_shot,2026-08-22T22:08:40
G_63029_left_1517,mated,primary_genuine,cross,63029,63029,left,left,A,A,1,A,0.356,qwen25vl,zero_shot,2026-08-22T22:08:41
