pair_id,label,category,subject1,subject2,hand1,hand2,device_pair,img1_path,img2_path
I_228_29_13,non-mated,primary_impostor,228,29,13,13,na,datasets/Precise/228_DY_150128-171640_13.jpeg,datasets/Precise/29_DY_150127-101805_13.jpeg
I_202_909_13,non-mated,primary_impostor,202,909,13,13,na,datasets/Precise/202_DY_150128-141932_13.jpeg,datasets/Precise/909_DY_150217-114026_13.jpeg
I_025_291_14,non-mated,primary_impostor,025,291,14,14,na,datasets/Precise/025_01-14-F46AA_20130807173406_14.jpeg,datasets/Precise/291_DY_150129-131912_14.jpeg
I_068_49_14,non-mated,primary_impostor,068,49,14,14,na,datasets/Precise/068_01-14-M60W_20130807141535_14.jpeg,datasets/Precise/49_DY_150127-120448_14.jpeg
G_99_13_16758,mated,primary_genuine,99,99,13,13,na,datasets/Precise/99_DY_150127-171019_13.jpeg,datasets/Precise/99_WT_150127-160757_13.jpeg
I_63_902_13,non-mated,primary_impostor,63,902,13,13,na,datasets/Precise/63_DY_150127-133955_13.jpeg,datasets/Precise/902_DY_150217-110223_13.jpeg
I_039_76_14,non-mated,primary_impostor,039,76,14,14,na,datasets/Precise/039_01-14-M24W_20130807111834_14.jpeg,datasets/Precise/76_DY_150127-142250_14.jpeg
I_22_30_14,non-mated,primary_impostor,22,30,14,14,na,datasets/Precise/22_DY_150127-092550_14.jpeg,datasets/Precise/30_DY_150127-102125_14.jpeg
I_14_914_14,non-mated,primary_impostor,14,914,14,14,na,datasets/Precise/14_DY_150127-090847_14.jpeg,datasets/Precise/914_DY_150217-120950_14.jpeg
I_065_923_14,non-mated,primary_impostor,065,923,14,14,na,datasets/Precise/065_01-14-M42H_20130807090905_14.jpeg,datasets/Precise/923_DY_150217-125702_14.jpeg
I_109_9_14,non-mated,primary_impostor,109,9,14,14,na,datasets/Precise/109_01-14-F25W_20130805165637_14.jpeg,datasets/Precise/9_DY_150127-084006_14.jpeg
I_142_913_13,non-mated,primary_impostor,142,913,13,13,na,datasets/Precise/142_DY_150128-093353_13.jpeg,datasets/Precise/913_DY_150217-120501_13.jpeg
I_053_911_13,non-mated,primary_impostor,053,911,13,13,na,datasets/Precise/053_01-13-F50H_20130806152410_13.jpeg,datasets/Precise/911_DY_150217-115348_13.jpeg
I_18_256_13,non-mated,primary_impostor,18,256,13,13,na,datasets/Precise/18_DY_150127-093116_13.jpeg,datasets/Precise/256_DY_150129-091159_13.jpeg
I_135_939_14,non-mated,primary_impostor,135,939,14,14,na,datasets/Precise/135_DY_150128-091354_14.jpeg,datasets/Precise/939_DY_150217-140044_14.jpeg
I_143_232_14,non-mated,primary_impostor,143,232,14,14,na,datasets/Precise/143_DY_150128-093742_14.jpeg,datasets/Precise/232_DY_150128-153451_14.jpeg
I_21_54_14,non-mated,primary_impostor,21,54,14,14,na,datasets/Precise/21_DY_150127-094012_14.jpeg,datasets/Precise/54_DY_150127-124955_14.jpeg
I_254_922_14,non-mated,primary_impostor,254,922,14,14,na,datasets/Precise/254_DY_150129-090335_14.jpeg,datasets/Precise/922_DY_150217-125004_14.jpeg
I_115_936_14,non-mated,primary_impostor,115,936,14,14,na,datasets/Precise/115_DY_150127-174022_14.jpeg,datasets/Precise/936_DY_150217-135112_14.jpeg
I_055_232_14,non-mated,primary_impostor,055,232,14,14,na,datasets/Precise/055_01-14-M38AA_20130806121345_14.jpeg,datasets/Precise/232_DY_150128-153451_14.jpeg
I_089_259_13,non-mated,primary_impostor,089,259,13,13,na,datasets/Precise/089_01-13-F59W_20130806181353_13.jpeg,datasets/Precise/259_DY_150129-084408_13.jpeg
I_107_904_14,non-mated,primary_impostor,107,904,14,14,na,datasets/Precise/107_01-14-F42AA_20130808175900_14.jpeg,datasets/Precise/904_DY_150217-111337_14.jpeg
I_046_199_14,non-mated,primary_impostor,046,199,14,14,na,datasets/Precise/046_01-14-F26W_20130808093815_14.jpeg,datasets/Precise/199_DY_150128-141605_14.jpeg
I_077_184_13,non-mated,primary_impostor,077,184,13,13,na,datasets/Precise/077_01-13-M23H_20130806092716_13.jpeg,datasets/Precise/184_DY_150128-131844_13.jpeg
I_089_096_13,non-mated,primary_impostor,089,096,13,13,na,datasets/Precise/089_01-13-F59W_20130806181353_13.jpeg,datasets/Precise/096_01-13-M52W_20130808104609_13.jpeg
I_089_121_14,non-mated,primary_impostor,089,121,14,14,na,datasets/Precise/089_01-14-F59W_20130806181401_14.jpeg,datasets/Precise/121_DY_150127-173516_14.jpeg
I_141_44_14,non-mated,primary_impostor,141,44,14,14,na,datasets/Precise/141_DY_150128-093031_14.jpeg,datasets/Precise/44_DY_150127-115609_14.jpeg
I_256_902_14,non-mated,primary_impostor,256,902,14,14,na,datasets/Precise/256_DY_150129-091159_14.jpeg,datasets/Precise/902_DY_150217-110223_14.jpeg
I_038_288_13,non-mated,primary_impostor,038,288,13,13,na,datasets/Precise/038_01-13-F26W_20130807122347_13.jpeg,datasets/Precise/288_DY_150129-130719_13.jpeg
I_202_912_14,non-mated,primary_impostor,202,912,14,14,na,datasets/Precise/202_DY_150128-141932_14.jpeg,datasets/Precise/912_DY_150217-115846_14.jpeg
I_079_924_14,non-mated,primary_impostor,079,924,14,14,na,datasets/Precise/079_01-14-F44AA_20130806123315_14.jpeg,datasets/Precise/924_DY_150217-130128_14.jpeg
I_035_175_13,non-mated,primary_impostor,035,175,13,13,na,datasets/Precise/035_01-13-F56W_20130808150407_13.jpeg,datasets/Precise/175_DY_150128-115349_13.jpeg
I_29_78_13,non-mated,primary_impostor,29,78,13,13,na,datasets/Precise/29_DY_150127-101805_13.jpeg,datasets/Precise/78_DY_150127-145504_13.jpeg
I_241_933_14,non-mated,primary_impostor,241,933,14,14,na,datasets/Precise/241_DY_150128-175055_14.jpeg,datasets/Precise/933_DY_150217-133903_14.jpeg
I_242_293_13,non-mated,primary_impostor,242,293,13,13,na,datasets/Precise/242_DY_150129-081334_13.jpeg,datasets/Precise/293_DY_150129-132738_13.jpeg
I_021_901_13,non-mated,primary_impostor,021,901,13,13,na,datasets/Precise/021_01-13-F57W_20130806113805_13.jpeg,datasets/Precise/901_DY_150217-105741_13.jpeg
G_281_13_13639,mated,primary_genuine,281,281,13,13,na,datasets/Precise/281_WT_150129-112930_13.jpeg,datasets/Precise/281_WT_150129-122952_13.jpeg
G_056_13_4512,mated,primary_genuine,056,056,13,13,na,datasets/Precise/056_02-13-F68AA_20130807164233_13.jpeg,datasets/Precise/056_05-13-F68AA_20130807164521_13.jpeg
I_159_256_14,non-mated,primary_impostor,159,256,14,14,na,datasets/Precise/159_DY_150128-111632_14.jpeg,datasets/Precise/256_DY_150129-091159_14.jpeg
I_225_909_13,non-mated,primary_impostor,225,909,13,13,na,datasets/Precise/225_DY_150128-164234_13.jpeg,datasets/Precise/909_DY_150217-114026_13.jpeg
I_185_934_13,non-mated,primary_impostor,185,934,13,13,na,datasets/Precise/185_DY_150128-132329_13.jpeg,datasets/Precise/934_DY_150217-134248_13.jpeg
I_059_70_13,non-mated,primary_impostor,059,70,13,13,na,datasets/Precise/059_01-13-M29A_20130808111214_13.jpeg,datasets/Precise/70_DY_150127-140331_13.jpeg
I_017_071_13,non-mated,primary_impostor,017,071,13,13,na,datasets/Precise/017_01-13-F56AA_20130807171523_13.jpeg,datasets/Precise/071_01-13-F42I_20130806162215_13.jpeg
I_090_194_13,non-mated,primary_impostor,090,194,13,13,na,datasets/Precise/090_01-13-M26W_20130808115629_13.jpeg,datasets/Precise/194_DY_150128-133124_13.jpeg
I_014_023_13,non-mated,primary_impostor,014,023,13,13,na,datasets/Precise/014_01-13-M57AA_20130807180214_13.jpeg,datasets/Precise/023_01-13-F51AA_20130806105809_13.jpeg
G_032_13_2552,mated,primary_genuine,032,032,13,13,na,datasets/Precise/032_05-13-F32W_20130806094839_13.jpeg,datasets/Precise/032_08-13-F32W_20130806095057_13.jpeg
I_135_902_13,non-mated,primary_impostor,135,902,13,13,na,datasets/Precise/135_DY_150128-091354_13.jpeg,datasets/Precise/902_DY_150217-110223_13.jpeg
G_78_14_15235,mated,primary_genuine,78,78,14,14,na,datasets/Precise/78_DY_150127-155656_14.jpeg,datasets/Precise/78_NM_150127-145147_14.jpeg
G_035_14_2844,mated,primary_genuine,035,035,14,14,na,datasets/Precise/035_02-14-F56W_20130808150510_14.jpeg,datasets/Precise/035_03-14-F56W_20130808150554_14.jpeg
I_231_56_13,non-mated,primary_impostor,231,56,13,13,na,datasets/Precise/231_DY_150128-172116_13.jpeg,datasets/Precise/56_DY_150127-124218_13.jpeg
I_013_912_13,non-mated,primary_impostor,013,912,13,13,na,datasets/Precise/013_01-13-F59AA_20130807135815_13.jpeg,datasets/Precise/912_DY_150217-115846_13.jpeg
I_061_279_13,non-mated,primary_impostor,061,279,13,13,na,datasets/Precise/061_01-13-F38AA_20130807124423_13.jpeg,datasets/Precise/279_DY_150129-110811_13.jpeg
I_263_936_13,non-mated,primary_impostor,263,936,13,13,na,datasets/Precise/263_DY_150129-094834_13.jpeg,datasets/Precise/936_DY_150217-135112_13.jpeg
I_091_231_13,non-mated,primary_impostor,091,231,13,13,na,datasets/Precise/091_01-13-M65W_20130807181817_13.jpeg,datasets/Precise/231_DY_150128-172116_13.jpeg
I_50_97_14,non-mated,primary_impostor,50,97,14,14,na,datasets/Precise/50_DY_150127-122000_14.jpeg,datasets/Precise/97_DY_150127-175422_14.jpeg
I_003_72_14,non-mated,primary_impostor,003,72,14,14,na,datasets/Precise/003_01-14-F68A_20130806125409_14.jpeg,datasets/Precise/72_DY_150127-141755_14.jpeg
I_023_123_13,non-mated,primary_impostor,023,123,13,13,na,datasets/Precise/023_01-13-F51AA_20130806105809_13.jpeg,datasets/Precise/123_DY_150128-081319_13.jpeg
I_106_266_13,non-mated,primary_impostor,106,266,13,13,na,datasets/Precise/106_01-13-M30W_20130808170826_13.jpeg,datasets/Precise/266_DY_150129-095231_13.jpeg
I_089_109_14,non-mated,primary_impostor,089,109,14,14,na,datasets/Precise/089_01-14-F59W_20130806181401_14.jpeg,datasets/Precise/109_01-14-F25W_20130805165637_14.jpeg
I_933_936_14,non-mated,primary_impostor,933,936,14,14,na,datasets/Precise/933_DY_150217-133903_14.jpeg,datasets/Precise/936_DY_150217-135112_14.jpeg
I_29_66_14,non-mated,primary_impostor,29,66,14,14,na,datasets/Precise/29_DY_150127-101805_14.jpeg,datasets/Precise/66_DY_150127-134820_14.jpeg
I_38_937_14,non-mated,primary_impostor,38,937,14,14,na,datasets/Precise/38_DY_150127-111306_14.jpeg,datasets/Precise/937_DY_150217-135419_14.jpeg
I_097_121_13,non-mated,primary_impostor,097,121,13,13,na,datasets/Precise/097_01-13-M56W_20130808162253_13.jpeg,datasets/Precise/121_DY_150127-173516_13.jpeg
I_281_47_14,non-mated,primary_impostor,281,47,14,14,na,datasets/Precise/281_DY_150129-113013_14.jpeg,datasets/Precise/47_DY_150127-120031_14.jpeg
I_011_299_13,non-mated,primary_impostor,011,299,13,13,na,datasets/Precise/011_01-13-F24A_20130808164113_13.jpeg,datasets/Precise/299_DY_150129-132259_13.jpeg
I_141_916_13,non-mated,primary_impostor,141,916,13,13,na,datasets/Precise/141_DY_150128-093031_13.jpeg,datasets/Precise/916_DY_150217-122233_13.jpeg
I_062_929_14,non-mated,primary_impostor,062,929,14,14,na,datasets/Precise/062_01-14-M41AA_20130808095159_14.jpeg,datasets/Precise/929_DY_150217-132249_14.jpeg
I_14_267_13,non-mated,primary_impostor,14,267,13,13,na,datasets/Precise/14_DY_150127-090847_13.jpeg,datasets/Precise/267_DY_150129-101750_13.jpeg
I_144_213_14,non-mated,primary_impostor,144,213,14,14,na,datasets/Precise/144_DY_150128-095630_14.jpeg,datasets/Precise/213_DY_150128-144946_14.jpeg
I_120_31_13,non-mated,primary_impostor,120,31,13,13,na,datasets/Precise/120_DY_150127-180445_13.jpeg,datasets/Precise/31_DY_150127-102731_13.jpeg
I_011_256_14,non-mated,primary_impostor,011,256,14,14,na,datasets/Precise/011_01-14-F24A_20130808164122_14.jpeg,datasets/Precise/256_DY_150129-091159_14.jpeg
G_39_14_14224,mated,primary_genuine,39,39,14,14,na,datasets/Precise/39_WT_150127-111558_14.jpeg,datasets/Precise/39_WT_150127-121615_14.jpeg
I_062_088_14,non-mated,primary_impostor,062,088,14,14,na,datasets/Precise/062_01-14-M41AA_20130808095159_14.jpeg,datasets/Precise/088_01-14-M59W_20130808141804_14.jpeg
I_046_066_14,non-mated,primary_impostor,046,066,14,14,na,datasets/Precise/046_01-14-F26W_20130808093815_14.jpeg,datasets/Precise/066_01-14-F31H_20130807153202_14.jpeg
I_229_82_14,non-mated,primary_impostor,229,82,14,14,na,datasets/Precise/229_DY_150128-163312_14.jpeg,datasets/Precise/82_DY_150127-144339_14.jpeg
G_099_13_8131,mated,primary_genuine,099,099,13,13,na,datasets/Precise/099_05-13-M41AA_20130807170211_13.jpeg,datasets/Precise/099_06-13-M41AA_20130807170311_13.jpeg
I_64_94_14,non-mated,primary_impostor,64,94,14,14,na,datasets/Precise/64_DY_150127-134348_14.jpeg,datasets/Precise/94_DY_150127-155109_14.jpeg
I_026_178_14,non-mated,primary_impostor,026,178,14,14,na,datasets/Precise/026_01-14-M49AA_20130808155841_14.jpeg,datasets/Precise/178_DY_150128-121411_14.jpeg
I_022_290_13,non-mated,primary_impostor,022,290,13,13,na,datasets/Precise/022_01-13-M52AA_20130806143542_13.jpeg,datasets/Precise/290_DY_150129-130057_13.jpeg
I_14_158_13,non-mated,primary_impostor,14,158,13,13,na,datasets/Precise/14_DY_150127-090847_13.jpeg,datasets/Precise/158_DY_150128-110159_13.jpeg
I_249_50_13,non-mated,primary_impostor,249,50,13,13,na,datasets/Precise/249_DY_150129-084813_13.jpeg,datasets/Precise/50_DY_150127-122000_13.jpeg
I_207_907_14,non-mated,primary_impostor,207,907,14,14,na,datasets/Precise/207_DY_150128-150011_14.jpeg,datasets/Precise/907_DY_150217-113005_14.jpeg
I_069_094_13,non-mated,primary_impostor,069,094,13,13,na,datasets/Precise/069_01-13-M31H_20130806173010_13.jpeg,datasets/Precise/094_01-13-M69W_20130806150756_13.jpeg
I_198_220_14,non-mated,primary_impostor,198,220,14,14,na,datasets/Precise/198_DY_150128-144237_14.jpeg,datasets/Precise/220_DY_150128-161115_14.jpeg
I_4_9_14,non-mated,primary_impostor,4,9,14,14,na,datasets/Precise/4_DY_150127-082757_14.jpeg,datasets/Precise/9_DY_150127-084006_14.jpeg
I_182_191_13,non-mated,primary_impostor,182,191,13,13,na,datasets/Precise/182_DY_150128-125843_13.jpeg,datasets/Precise/191_DY_150128-135704_13.jpeg
I_023_159_14,non-mated,primary_impostor,023,159,14,14,na,datasets/Precise/023_01-14-F51AA_20130806105818_14.jpeg,datasets/Precise/159_DY_150128-111632_14.jpeg
G_060_13_4901,mated,primary_genuine,060,060,13,13,na,datasets/Precise/060_07-13-F56W_20130807155856_13.jpeg,datasets/Precise/060_09-13-F56W_20130807160012_13.jpeg
I_066_160_14,non-mated,primary_impostor,066,160,14,14,na,datasets/Precise/066_01-14-F31H_20130807153202_14.jpeg,datasets/Precise/160_DY_150128-115006_14.jpeg
I_222_44_13,non-mated,primary_impostor,222,44,13,13,na,datasets/Precise/222_DY_150128-163741_13.jpeg,datasets/Precise/44_DY_150127-115609_13.jpeg
G_145_13_10582,mated,primary_genuine,145,145,13,13,na,datasets/Precise/145_NM_150128-095906_13.jpeg,datasets/Precise/145_NM_150128-105927_13.jpeg
I_079_091_13,non-mated,primary_impostor,079,091,13,13,na,datasets/Precise/079_01-13-F44AA_20130806123306_13.jpeg,datasets/Precise/091_01-13-M65W_20130807181817_13.jpeg
I_097_157_14,non-mated,primary_impostor,097,157,14,14,na,datasets/Precise/097_01-14-M56W_20130808162259_14.jpeg,datasets/Precise/157_DY_150128-120244_14.jpeg
I_083_169_14,non-mated,primary_impostor,083,169,14,14,na,datasets/Precise/083_01-14-M32W_20130808124559_14.jpeg,datasets/Precise/169_DY_150128-115831_14.jpeg
I_182_939_14,non-mated,primary_impostor,182,939,14,14,na,datasets/Precise/182_DY_150128-125843_14.jpeg,datasets/Precise/939_DY_150217-140044_14.jpeg
I_902_905_14,non-mated,primary_impostor,902,905,14,14,na,datasets/Precise/902_DY_150217-110223_14.jpeg,datasets/Precise/905_DY_150217-111759_14.jpeg
I_213_291_13,non-mated,primary_impostor,213,291,13,13,na,datasets/Precise/213_DY_150128-144946_13.jpeg,datasets/Precise/291_DY_150129-131912_13.jpeg
G_058_13_4689,mated,primary_genuine,058,058,13,13,na,datasets/Precise/058_01-13-M40I_20130806163540_13.jpeg,datasets/Precise/058_10-13-M40I_20130806164333_13.jpeg
D_260_221,non-mated,diagnostic_impostor,260,260,13,14,na,datasets/Precise/260_NM_150129-082703_13.jpeg,datasets/Precise/260_WT_150129-092845_14.jpeg
G_933_14_16412,mated,primary_genuine,933,933,14,14,na,datasets/Precise/933_DY_150217-133907_14.jpeg,datasets/Precise/933_NM_150217-133702_14.jpeg
I_78_917_14,non-mated,primary_impostor,78,917,14,14,na,datasets/Precise/78_DY_150127-145504_14.jpeg,datasets/Precise/917_DY_150217-122818_14.jpeg
I_006_257_13,non-mated,primary_impostor,006,257,13,13,na,datasets/Precise/006_01-13-M65AA_20130806165031_13.jpeg,datasets/Precise/257_DY_150129-092510_13.jpeg
I_078_912_14,non-mated,primary_impostor,078,912,14,14,na,datasets/Precise/078_01-14-F35W_20130807150252_14.jpeg,datasets/Precise/912_DY_150217-115846_14.jpeg
I_026_123_13,non-mated,primary_impostor,026,123,13,13,na,datasets/Precise/026_01-13-M49AA_20130808155835_13.jpeg,datasets/Precise/123_DY_150128-081319_13.jpeg
I_119_47_14,non-mated,primary_impostor,119,47,14,14,na,datasets/Precise/119_DY_150127-173053_14.jpeg,datasets/Precise/47_DY_150127-120031_14.jpeg
I_141_29_14,non-mated,primary_impostor,141,29,14,14,na,datasets/Precise/141_DY_150128-093031_14.jpeg,datasets/Precise/29_DY_150127-101805_14.jpeg
I_174_270_13,non-mated,primary_impostor,174,270,13,13,na,datasets/Precise/174_DY_150128-113600_13.jpeg,datasets/Precise/270_DY_150129-102335_13.jpeg
I_192_204_14,non-mated,primary_impostor,192,204,14,14,na,datasets/Precise/192_DY_150128-152250_14.jpeg,datasets/Precise/204_DY_150128-145656_14.jpeg
I_214_82_14,non-mated,primary_impostor,214,82,14,14,na,datasets/Precise/214_DY_150128-150430_14.jpeg,datasets/Precise/82_DY_150127-144339_14.jpeg
I_220_910_14,non-mated,primary_impostor,220,910,14,14,na,datasets/Precise/220_DY_150128-161115_14.jpeg,datasets/Precise/910_DY_150217-114804_14.jpeg
I_155_905_14,non-mated,primary_impostor,155,905,14,14,na,datasets/Precise/155_DY_150128-105224_14.jpeg,datasets/Precise/905_DY_150217-111759_14.jpeg
I_51_95_14,non-mated,primary_impostor,51,95,14,14,na,datasets/Precise/51_DY_150127-114528_14.jpeg,datasets/Precise/95_DY_150127-155549_14.jpeg
G_18_13_11604,mated,primary_genuine,18,18,13,13,na,datasets/Precise/18_NM_150127-092840_13.jpeg,datasets/Precise/18_WT_150127-103014_13.jpeg
