pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,llm_answer,raw_response,correct,latency_s,model,prompting_setting,timestamp
G_2375_frgp13,genuine,13,right,00002375,00002375,A,A,A,True,0.631,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:49
G_2407_frgp14,genuine,14,left,00002407,00002407,A,A,A,True,0.638,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:49
I_00002304_00002412_frgp13,impostor,13,right,00002304,00002412,B,A,A,False,0.543,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:50
I_00002330_00002371_frgp14,impostor,14,left,00002330,00002371,B,B,B,True,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:50
G_2440_frgp14,genuine,14,left,00002440,00002440,A,A,A,True,0.63,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:51
G_2332_frgp14,genuine,14,left,00002332,00002332,A,A,A,True,0.625,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:52
I_00002330_00002481_frgp14,impostor,14,left,00002330,00002481,B,A,A,False,0.54,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:52
I_00002330_00002312_frgp14,impostor,14,left,00002330,00002312,B,A,A,False,0.538,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:53
I_00002330_00002383_frgp14,impostor,14,left,00002330,00002383,B,A,A,False,0.539,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:53
G_2342_frgp13,genuine,13,right,00002342,00002342,A,A,A,True,0.621,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:54
G_2401_frgp14,genuine,14,left,00002401,00002401,A,A,A,True,0.636,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:54
G_2326_frgp13,genuine,13,right,00002326,00002326,A,A,A,True,0.634,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:55
I_00002304_00002424_frgp13,impostor,13,right,00002304,00002424,B,A,A,False,0.541,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:56
G_2313_frgp13,genuine,13,right,00002313,00002313,A,A,A,True,0.625,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:56
G_2369_frgp14,genuine,14,left,00002369,00002369,A,A,A,True,0.64,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:57
I_00002304_00002306_frgp13,impostor,13,right,00002304,00002306,B,A,A,False,0.546,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:57
G_2415_frgp14,genuine,14,left,00002415,00002415,A,A,A,True,0.635,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:58
G_2425_frgp13,genuine,13,right,00002425,00002425,A,A,A,True,0.638,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:59
I_00002304_00002398_frgp13,impostor,13,right,00002304,00002398,B,A,A,False,0.544,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:21:59
G_2409_frgp13,genuine,13,right,00002409,00002409,A,A,A,True,0.624,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:00
I_00002330_00002394_frgp14,impostor,14,left,00002330,00002394,B,B,B,True,0.541,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:00
I_00002304_00002376_frgp13,impostor,13,right,00002304,00002376,B,A,A,False,0.562,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:01
I_00002304_00002339_frgp13,impostor,13,right,00002304,00002339,B,B,B,True,0.546,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:01
G_2338_frgp14,genuine,14,left,00002338,00002338,A,A,A,True,0.636,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:02
I_00002304_00002337_frgp13,impostor,13,right,00002304,00002337,B,A,A,False,0.548,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:03
I_00002304_00002321_frgp13,impostor,13,right,00002304,00002321,B,A,A,False,0.546,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:03
G_2386_frgp13,genuine,13,right,00002386,00002386,A,A,A,True,0.642,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:04
I_00002330_00002310_frgp14,impostor,14,left,00002330,00002310,B,A,A,False,0.55,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:04
I_00002304_00002326_frgp13,impostor,13,right,00002304,00002326,B,A,A,False,0.55,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:05
I_00002304_00002315_frgp13,impostor,13,right,00002304,00002315,B,A,A,False,0.545,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:05
I_00002330_00002356_frgp14,impostor,14,left,00002330,00002356,B,A,A,False,0.538,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:06
G_2359_frgp14,genuine,14,left,00002359,00002359,A,A,A,True,0.631,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:07
G_2383_frgp14,genuine,14,left,00002383,00002383,A,A,A,True,0.621,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:07
I_00002330_00002314_frgp14,impostor,14,left,00002330,00002314,B,B,B,True,0.546,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:08
I_00002330_00002306_frgp14,impostor,14,left,00002330,00002306,B,A,A,False,0.537,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:08
G_2367_frgp13,genuine,13,right,00002367,00002367,A,A,A,True,0.629,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:09
G_2380_frgp14,genuine,14,left,00002380,00002380,A,A,A,True,0.627,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:10
I_00002330_00002406_frgp14,impostor,14,left,00002330,00002406,B,B,B,True,0.541,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:10
I_00002330_00002334_frgp14,impostor,14,left,00002330,00002334,B,A,A,False,0.538,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:11
I_00002304_00002338_frgp13,impostor,13,right,00002304,00002338,B,A,A,False,0.541,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:11
G_2312_frgp14,genuine,14,left,00002312,00002312,A,A,A,True,0.622,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:12
G_2379_frgp13,genuine,13,right,00002379,00002379,A,A,A,True,0.626,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:12
G_2373_frgp14,genuine,14,left,00002373,00002373,A,A,A,True,0.627,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:13
G_2355_frgp13,genuine,13,right,00002355,00002355,A,A,A,True,0.62,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:14
G_2423_frgp14,genuine,14,left,00002423,00002423,A,A,A,True,0.625,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:14
G_2307_frgp14,genuine,14,left,00002307,00002307,A,A,A,True,0.623,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:15
I_00002330_00002373_frgp14,impostor,14,left,00002330,00002373,B,B,B,True,0.539,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:16
G_2362_frgp14,genuine,14,left,00002362,00002362,A,A,A,True,0.633,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:16
I_00002304_00002408_frgp13,impostor,13,right,00002304,00002408,B,A,A,False,0.539,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:17
I_00002304_00002426_frgp13,impostor,13,right,00002304,00002426,B,A,A,False,0.546,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:17
I_00002304_00002406_frgp13,impostor,13,right,00002304,00002406,B,A,A,False,0.542,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:18
G_2428_frgp13,genuine,13,right,00002428,00002428,A,A,A,True,0.629,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:18
I_00002330_00002384_frgp14,impostor,14,left,00002330,00002384,B,A,A,False,0.538,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:19
I_00002304_00002481_frgp13,impostor,13,right,00002304,00002481,B,A,A,False,0.537,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:19
G_2327_frgp13,genuine,13,right,00002327,00002327,A,A,A,True,0.614,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:20
I_00002330_00002455_frgp14,impostor,14,left,00002330,00002455,B,A,A,False,0.542,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:21
G_2320_frgp14,genuine,14,left,00002320,00002320,A,A,A,True,0.621,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:21
I_00002304_00002384_frgp13,impostor,13,right,00002304,00002384,B,B,B,True,0.549,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:22
G_2371_frgp14,genuine,14,left,00002371,00002371,A,A,A,True,0.63,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:22
I_00002330_00002351_frgp14,impostor,14,left,00002330,00002351,B,B,B,True,0.538,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:23
G_2360_frgp14,genuine,14,left,00002360,00002360,A,A,A,True,0.631,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:24
G_2368_frgp13,genuine,13,right,00002368,00002368,A,A,A,True,0.632,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:24
G_2413_frgp13,genuine,13,right,00002413,00002413,A,A,A,True,0.63,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:25
I_00002330_00002359_frgp14,impostor,14,left,00002330,00002359,B,B,B,True,0.54,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:25
G_2408_frgp13,genuine,13,right,00002408,00002408,A,A,A,True,0.621,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:26
G_2321_frgp13,genuine,13,right,00002321,00002321,A,A,A,True,0.624,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:27
I_00002304_00002359_frgp13,impostor,13,right,00002304,00002359,B,A,A,False,0.538,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:27
G_2330_frgp13,genuine,13,right,00002330,00002330,A,A,A,True,0.623,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:28
G_2326_frgp14,genuine,14,left,00002326,00002326,A,A,A,True,0.629,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:28
I_00002330_00002402_frgp14,impostor,14,left,00002330,00002402,B,A,A,False,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:29
I_00002304_00002342_frgp13,impostor,13,right,00002304,00002342,B,A,A,False,0.561,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:30
G_2362_frgp13,genuine,13,right,00002362,00002362,A,A,A,True,0.675,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:30
G_2408_frgp14,genuine,14,left,00002408,00002408,A,A,A,True,0.644,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:31
I_00002330_00002391_frgp14,impostor,14,left,00002330,00002391,B,A,A,False,0.545,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:31
G_2386_frgp14,genuine,14,left,00002386,00002386,A,A,A,True,0.653,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:32
G_2426_frgp14,genuine,14,left,00002426,00002426,A,A,A,True,0.662,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:33
G_2328_frgp14,genuine,14,left,00002328,00002328,A,A,A,True,0.682,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:33
I_00002330_00002369_frgp14,impostor,14,left,00002330,00002369,B,A,A,False,0.604,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:34
I_00002330_00002398_frgp14,impostor,14,left,00002330,00002398,B,A,A,False,0.59,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:35
G_2396_frgp14,genuine,14,left,00002396,00002396,A,A,A,True,0.649,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:35
G_2423_frgp13,genuine,13,right,00002423,00002423,A,A,A,True,0.668,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:36
I_00002330_00002325_frgp14,impostor,14,left,00002330,00002325,B,B,B,True,0.56,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:36
I_00002330_00002367_frgp14,impostor,14,left,00002330,00002367,B,A,A,False,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:37
I_00002304_00002395_frgp13,impostor,13,right,00002304,00002395,B,A,A,False,0.554,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:38
I_00002330_00002315_frgp14,impostor,14,left,00002330,00002315,B,A,A,False,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:38
I_00002330_00002380_frgp14,impostor,14,left,00002330,00002380,B,A,A,False,0.561,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:39
G_2399_frgp13,genuine,13,right,00002399,00002399,A,A,A,True,0.646,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:39
I_00002330_00002358_frgp14,impostor,14,left,00002330,00002358,B,B,B,True,0.569,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:40
I_00002304_00002344_frgp13,impostor,13,right,00002304,00002344,B,A,A,False,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:40
G_2455_frgp13,genuine,13,right,00002455,00002455,A,A,A,True,0.637,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:41
I_00002304_00002358_frgp13,impostor,13,right,00002304,00002358,B,B,B,True,0.569,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:42
I_00002330_00002372_frgp14,impostor,14,left,00002330,00002372,B,A,A,False,0.545,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:42
G_2320_frgp13,genuine,13,right,00002320,00002320,A,A,A,True,0.644,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:43
I_00002330_00002304_frgp14,impostor,14,left,00002330,00002304,B,B,B,True,0.561,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:43
G_2409_frgp14,genuine,14,left,00002409,00002409,A,A,A,True,0.644,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:44
I_00002304_00002332_frgp13,impostor,13,right,00002304,00002332,B,A,A,False,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:45
G_2314_frgp13,genuine,13,right,00002314,00002314,A,A,A,True,0.627,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:45
G_2374_frgp14,genuine,14,left,00002374,00002374,A,A,A,True,0.646,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:46
G_2349_frgp13,genuine,13,right,00002349,00002349,A,A,A,True,0.662,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:47
G_2352_frgp14,genuine,14,left,00002352,00002352,A,A,A,True,0.634,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:47
G_2425_frgp14,genuine,14,left,00002425,00002425,A,A,A,True,0.648,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:48
I_00002330_00002374_frgp14,impostor,14,left,00002330,00002374,B,B,B,True,0.551,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:48
G_2455_frgp14,genuine,14,left,00002455,00002455,A,A,A,True,0.64,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:49
G_2321_frgp14,genuine,14,left,00002321,00002321,A,A,A,True,0.638,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:50
G_2424_frgp14,genuine,14,left,00002424,00002424,A,A,A,True,0.637,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:50
G_2447_frgp14,genuine,14,left,00002447,00002447,A,A,A,True,0.645,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:51
G_2303_frgp13,genuine,13,right,00002303,00002303,A,A,A,True,0.652,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:52
G_2319_frgp14,genuine,14,left,00002319,00002319,A,A,A,True,0.631,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:52
I_00002304_00002380_frgp13,impostor,13,right,00002304,00002380,B,A,A,False,0.556,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:53
I_00002304_00002399_frgp13,impostor,13,right,00002304,00002399,B,A,A,False,0.55,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:53
G_2388_frgp14,genuine,14,left,00002388,00002388,A,A,A,True,0.644,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:54
G_2481_frgp13,genuine,13,right,00002481,00002481,A,A,A,True,0.638,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:55
I_00002304_00002388_frgp13,impostor,13,right,00002304,00002388,B,A,A,False,0.547,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:55
G_2310_frgp14,genuine,14,left,00002310,00002310,A,A,A,True,0.637,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:56
I_00002330_00002386_frgp14,impostor,14,left,00002330,00002386,B,B,B,True,0.55,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:56
I_00002304_00002372_frgp13,impostor,13,right,00002304,00002372,B,A,A,False,0.556,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:57
I_00002304_00002314_frgp13,impostor,13,right,00002304,00002314,B,A,A,False,0.551,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:57
G_2355_frgp14,genuine,14,left,00002355,00002355,A,A,A,True,0.634,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:58
I_00002304_00002303_frgp13,impostor,13,right,00002304,00002303,B,A,A,False,0.556,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:59
I_00002330_00002407_frgp14,impostor,14,left,00002330,00002407,B,A,A,False,0.547,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:22:59
G_2358_frgp14,genuine,14,left,00002358,00002358,A,A,A,True,0.641,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:00
I_00002304_00002402_frgp13,impostor,13,right,00002304,00002402,B,A,A,False,0.554,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:00
G_2351_frgp14,genuine,14,left,00002351,00002351,A,A,A,True,0.632,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:01
I_00002330_00002327_frgp14,impostor,14,left,00002330,00002327,B,A,A,False,0.554,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:02
I_00002304_00002440_frgp13,impostor,13,right,00002304,00002440,B,B,B,True,0.554,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:02
G_2374_frgp13,genuine,13,right,00002374,00002374,A,A,A,True,0.655,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:03
G_2306_frgp14,genuine,14,left,00002306,00002306,A,A,A,True,0.639,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:03
G_2372_frgp13,genuine,13,right,00002372,00002372,A,A,A,True,0.63,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:04
G_2407_frgp13,genuine,13,right,00002407,00002407,A,A,A,True,0.644,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:05
I_00002330_00002401_frgp14,impostor,14,left,00002330,00002401,B,B,B,True,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:05
I_00002330_00002463_frgp14,impostor,14,left,00002330,00002463,B,A,A,False,0.558,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:06
G_2348_frgp14,genuine,14,left,00002348,00002348,A,A,A,True,0.635,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:06
G_2319_frgp13,genuine,13,right,00002319,00002319,A,A,A,True,0.633,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:07
G_2315_frgp13,genuine,13,right,00002315,00002315,A,A,A,True,0.636,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:08
G_2307_frgp13,genuine,13,right,00002307,00002307,A,A,A,True,0.64,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:08
I_00002304_00002330_frgp13,impostor,13,right,00002304,00002330,B,A,A,False,0.559,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:09
I_00002304_00002423_frgp13,impostor,13,right,00002304,00002423,B,A,A,False,0.552,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:10
G_2344_frgp13,genuine,13,right,00002344,00002344,A,A,A,True,0.641,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:10
I_00002330_00002342_frgp14,impostor,14,left,00002330,00002342,B,B,B,True,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:11
G_2306_frgp13,genuine,13,right,00002306,00002306,A,A,A,True,0.64,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:11
I_00002330_00002320_frgp14,impostor,14,left,00002330,00002320,B,B,B,True,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:12
G_2395_frgp14,genuine,14,left,00002395,00002395,A,A,A,True,0.642,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:13
I_00002330_00002303_frgp14,impostor,14,left,00002330,00002303,B,B,B,True,0.555,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:13
G_2357_frgp14,genuine,14,left,00002357,00002357,A,A,A,True,0.642,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:14
I_00002330_00002328_frgp14,impostor,14,left,00002330,00002328,B,A,A,False,0.548,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:14
I_00002304_00002375_frgp13,impostor,13,right,00002304,00002375,B,A,A,False,0.557,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:15
I_00002330_00002353_frgp14,impostor,14,left,00002330,00002353,B,A,A,False,0.553,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:15
I_00002304_00002356_frgp13,impostor,13,right,00002304,00002356,B,B,B,True,0.562,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:16
G_2303_frgp14,genuine,14,left,00002303,00002303,A,A,A,True,0.641,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:17
G_2341_frgp14,genuine,14,left,00002341,00002341,A,A,A,True,0.637,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:17
I_00002330_00002321_frgp14,impostor,14,left,00002330,00002321,B,A,A,False,0.553,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:18
I_00002330_00002344_frgp14,impostor,14,left,00002330,00002344,B,A,A,False,0.55,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:18
G_2424_frgp13,genuine,13,right,00002424,00002424,A,A,A,True,0.641,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:19
G_2330_frgp14,genuine,14,left,00002330,00002330,A,A,A,True,0.635,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:20
G_2353_frgp14,genuine,14,left,00002353,00002353,A,A,A,True,0.626,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:20
I_00002304_00002418_frgp13,impostor,13,right,00002304,00002418,B,A,A,False,0.557,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:21
G_2376_frgp14,genuine,14,left,00002376,00002376,A,A,A,True,0.65,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:21
G_2415_frgp13,genuine,13,right,00002415,00002415,A,A,A,True,0.653,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:22
I_00002304_00002374_frgp13,impostor,13,right,00002304,00002374,B,A,A,False,0.562,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:23
I_00002330_00002403_frgp14,impostor,14,left,00002330,00002403,B,B,B,True,0.55,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:23
G_2328_frgp13,genuine,13,right,00002328,00002328,A,A,A,True,0.641,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:24
I_00002330_00002307_frgp14,impostor,14,left,00002330,00002307,B,A,A,False,0.549,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:24
I_00002304_00002401_frgp13,impostor,13,right,00002304,00002401,B,A,A,False,0.559,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:25
G_2334_frgp14,genuine,14,left,00002334,00002334,A,A,A,True,0.633,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:26
I_00002330_00002413_frgp14,impostor,14,left,00002330,00002413,B,A,A,False,0.552,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:26
G_2340_frgp13,genuine,13,right,00002340,00002340,A,A,A,True,0.641,InternVL3-8B-Instruct,zero_shot,2026-05-24T17:23:27
