pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
G_2375_frgp13,genuine,13,right,00002375,00002375,A,70,70,0.844,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:07
G_2407_frgp14,genuine,14,left,00002407,00002407,A,88,88,0.848,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:08
I_00002304_00002412_frgp13,impostor,13,right,00002304,00002412,B,65,65,0.761,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:09
I_00002330_00002371_frgp14,impostor,14,left,00002330,00002371,B,65,65,0.773,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:10
G_2440_frgp14,genuine,14,left,00002440,00002440,A,65,65,0.85,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:11
G_2332_frgp14,genuine,14,left,00002332,00002332,A,70,70,0.844,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:12
I_00002330_00002481_frgp14,impostor,14,left,00002330,00002481,B,65,65,0.762,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:12
I_00002330_00002312_frgp14,impostor,14,left,00002330,00002312,B,65,65,0.765,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:13
I_00002330_00002383_frgp14,impostor,14,left,00002330,00002383,B,65,65,0.768,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:14
G_2342_frgp13,genuine,13,right,00002342,00002342,A,70,70,0.853,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:15
G_2401_frgp14,genuine,14,left,00002401,00002401,A,85,85,0.854,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:16
G_2326_frgp13,genuine,13,right,00002326,00002326,A,88,88,0.849,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:16
I_00002304_00002424_frgp13,impostor,13,right,00002304,00002424,B,65,65,0.76,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:17
G_2313_frgp13,genuine,13,right,00002313,00002313,A,88,88,0.857,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:18
G_2369_frgp14,genuine,14,left,00002369,00002369,A,7,7,0.671,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:19
I_00002304_00002306_frgp13,impostor,13,right,00002304,00002306,B,65,65,0.76,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:19
G_2415_frgp14,genuine,14,left,00002415,00002415,A,88,88,0.847,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:20
G_2425_frgp13,genuine,13,right,00002425,00002425,A,88,88,0.845,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:21
I_00002304_00002398_frgp13,impostor,13,right,00002304,00002398,B,65,65,0.768,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:22
G_2409_frgp13,genuine,13,right,00002409,00002409,A,9,9,0.668,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:23
I_00002330_00002394_frgp14,impostor,14,left,00002330,00002394,B,65,65,0.762,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:23
I_00002304_00002376_frgp13,impostor,13,right,00002304,00002376,B,65,65,0.765,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:24
I_00002304_00002339_frgp13,impostor,13,right,00002304,00002339,B,65,65,0.769,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:25
G_2338_frgp14,genuine,14,left,00002338,00002338,A,88,88,0.854,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:26
I_00002304_00002337_frgp13,impostor,13,right,00002304,00002337,B,65,65,0.763,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:27
I_00002304_00002321_frgp13,impostor,13,right,00002304,00002321,B,65,65,0.758,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:27
G_2386_frgp13,genuine,13,right,00002386,00002386,A,65,65,0.847,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:28
I_00002330_00002310_frgp14,impostor,14,left,00002330,00002310,B,65,65,0.773,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:29
I_00002304_00002326_frgp13,impostor,13,right,00002304,00002326,B,65,65,0.774,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:30
I_00002304_00002315_frgp13,impostor,13,right,00002304,00002315,B,65,65,0.756,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:30
I_00002330_00002356_frgp14,impostor,14,left,00002330,00002356,B,65,65,0.759,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:31
G_2359_frgp14,genuine,14,left,00002359,00002359,A,65,65,0.855,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:32
G_2383_frgp14,genuine,14,left,00002383,00002383,A,65,65,0.853,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:33
I_00002330_00002314_frgp14,impostor,14,left,00002330,00002314,B,65,65,0.767,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:34
I_00002330_00002306_frgp14,impostor,14,left,00002330,00002306,B,65,65,0.757,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:34
G_2367_frgp13,genuine,13,right,00002367,00002367,A,65,65,0.847,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:35
G_2380_frgp14,genuine,14,left,00002380,00002380,A,88,88,0.871,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:36
I_00002330_00002406_frgp14,impostor,14,left,00002330,00002406,B,65,65,0.77,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:37
I_00002330_00002334_frgp14,impostor,14,left,00002330,00002334,B,65,65,0.775,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:38
I_00002304_00002338_frgp13,impostor,13,right,00002304,00002338,B,65,65,0.798,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:38
G_2312_frgp14,genuine,14,left,00002312,00002312,A,88,88,0.884,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:39
G_2379_frgp13,genuine,13,right,00002379,00002379,A,75,75,0.858,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:40
G_2373_frgp14,genuine,14,left,00002373,00002373,A,70,70,0.889,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:41
G_2355_frgp13,genuine,13,right,00002355,00002355,A,70,70,0.895,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:42
G_2423_frgp14,genuine,14,left,00002423,00002423,A,70,70,0.98,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:43
G_2307_frgp14,genuine,14,left,00002307,00002307,A,65,65,0.895,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:44
I_00002330_00002373_frgp14,impostor,14,left,00002330,00002373,B,65,65,0.781,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:45
G_2362_frgp14,genuine,14,left,00002362,00002362,A,65,65,0.881,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:46
I_00002304_00002408_frgp13,impostor,13,right,00002304,00002408,B,65,65,0.761,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:46
I_00002304_00002426_frgp13,impostor,13,right,00002304,00002426,B,65,65,0.773,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:47
I_00002304_00002406_frgp13,impostor,13,right,00002304,00002406,B,65,65,0.775,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:48
G_2428_frgp13,genuine,13,right,00002428,00002428,A,65,65,0.862,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:49
I_00002330_00002384_frgp14,impostor,14,left,00002330,00002384,B,65,65,0.773,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:49
I_00002304_00002481_frgp13,impostor,13,right,00002304,00002481,B,65,65,0.794,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:50
G_2327_frgp13,genuine,13,right,00002327,00002327,A,70,70,0.83,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:51
I_00002330_00002455_frgp14,impostor,14,left,00002330,00002455,B,65,65,0.754,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:52
G_2320_frgp14,genuine,14,left,00002320,00002320,A,70,70,0.833,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:53
I_00002304_00002384_frgp13,impostor,13,right,00002304,00002384,B,65,65,0.749,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:53
G_2371_frgp14,genuine,14,left,00002371,00002371,A,65,65,0.856,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:54
I_00002330_00002351_frgp14,impostor,14,left,00002330,00002351,B,65,65,0.76,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:55
G_2360_frgp14,genuine,14,left,00002360,00002360,A,88,88,0.831,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:56
G_2368_frgp13,genuine,13,right,00002368,00002368,A,88,88,0.836,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:57
G_2413_frgp13,genuine,13,right,00002413,00002413,A,70,70,0.837,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:58
I_00002330_00002359_frgp14,impostor,14,left,00002330,00002359,B,65,65,0.753,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:58
G_2408_frgp13,genuine,13,right,00002408,00002408,A,88,88,0.837,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:29:59
G_2321_frgp13,genuine,13,right,00002321,00002321,A,88,88,0.839,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:00
I_00002304_00002359_frgp13,impostor,13,right,00002304,00002359,B,65,65,0.751,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:01
G_2330_frgp13,genuine,13,right,00002330,00002330,A,65,65,0.834,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:02
G_2326_frgp14,genuine,14,left,00002326,00002326,A,88,88,0.843,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:02
I_00002330_00002402_frgp14,impostor,14,left,00002330,00002402,B,65,65,0.756,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:03
I_00002304_00002342_frgp13,impostor,13,right,00002304,00002342,B,65,65,0.766,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:04
G_2362_frgp13,genuine,13,right,00002362,00002362,A,70,70,0.838,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:05
G_2408_frgp14,genuine,14,left,00002408,00002408,A,70,70,0.837,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:06
I_00002330_00002391_frgp14,impostor,14,left,00002330,00002391,B,65,65,0.771,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:06
G_2386_frgp14,genuine,14,left,00002386,00002386,A,85,85,0.836,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:07
G_2426_frgp14,genuine,14,left,00002426,00002426,A,65,65,0.827,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:08
G_2328_frgp14,genuine,14,left,00002328,00002328,A,88,88,0.846,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:09
I_00002330_00002369_frgp14,impostor,14,left,00002330,00002369,B,65,65,0.763,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:10
I_00002330_00002398_frgp14,impostor,14,left,00002330,00002398,B,65,65,0.761,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:10
G_2396_frgp14,genuine,14,left,00002396,00002396,A,88,88,0.853,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:11
G_2423_frgp13,genuine,13,right,00002423,00002423,A,70,70,0.846,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:12
I_00002330_00002325_frgp14,impostor,14,left,00002330,00002325,B,65,65,0.764,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:13
I_00002330_00002367_frgp14,impostor,14,left,00002330,00002367,B,65,65,0.756,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:14
I_00002304_00002395_frgp13,impostor,13,right,00002304,00002395,B,65,65,0.749,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:14
I_00002330_00002315_frgp14,impostor,14,left,00002330,00002315,B,65,65,0.751,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:15
I_00002330_00002380_frgp14,impostor,14,left,00002330,00002380,B,65,65,0.755,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:16
G_2399_frgp13,genuine,13,right,00002399,00002399,A,70,70,0.84,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:17
I_00002330_00002358_frgp14,impostor,14,left,00002330,00002358,B,65,65,0.754,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:17
I_00002304_00002344_frgp13,impostor,13,right,00002304,00002344,B,65,65,0.77,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:18
G_2455_frgp13,genuine,13,right,00002455,00002455,A,65,65,0.834,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:19
I_00002304_00002358_frgp13,impostor,13,right,00002304,00002358,B,65,65,0.762,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:20
I_00002330_00002372_frgp14,impostor,14,left,00002330,00002372,B,65,65,0.76,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:21
G_2320_frgp13,genuine,13,right,00002320,00002320,A,70,70,0.833,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:21
I_00002330_00002304_frgp14,impostor,14,left,00002330,00002304,B,65,65,0.747,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:22
G_2409_frgp14,genuine,14,left,00002409,00002409,A,88,88,0.828,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:23
I_00002304_00002332_frgp13,impostor,13,right,00002304,00002332,B,65,65,0.758,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:24
G_2314_frgp13,genuine,13,right,00002314,00002314,A,70,70,0.832,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:25
G_2374_frgp14,genuine,14,left,00002374,00002374,A,75,75,0.845,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:25
G_2349_frgp13,genuine,13,right,00002349,00002349,A,88,88,0.853,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:26
G_2352_frgp14,genuine,14,left,00002352,00002352,A,65,65,0.831,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:27
G_2425_frgp14,genuine,14,left,00002425,00002425,A,88,88,0.834,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:28
I_00002330_00002374_frgp14,impostor,14,left,00002330,00002374,B,65,65,0.751,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:29
G_2455_frgp14,genuine,14,left,00002455,00002455,A,65,65,0.83,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:30
G_2321_frgp14,genuine,14,left,00002321,00002321,A,88,88,0.843,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:30
G_2424_frgp14,genuine,14,left,00002424,00002424,A,70,70,0.833,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:31
G_2447_frgp14,genuine,14,left,00002447,00002447,A,65,65,0.835,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:32
G_2303_frgp13,genuine,13,right,00002303,00002303,A,70,70,0.836,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:33
G_2319_frgp14,genuine,14,left,00002319,00002319,A,85,85,0.836,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:34
I_00002304_00002380_frgp13,impostor,13,right,00002304,00002380,B,65,65,0.752,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:34
I_00002304_00002399_frgp13,impostor,13,right,00002304,00002399,B,65,65,0.756,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:35
G_2388_frgp14,genuine,14,left,00002388,00002388,A,70,70,0.831,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:36
G_2481_frgp13,genuine,13,right,00002481,00002481,A,70,70,0.836,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:37
I_00002304_00002388_frgp13,impostor,13,right,00002304,00002388,B,65,65,0.751,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:38
G_2310_frgp14,genuine,14,left,00002310,00002310,A,88,88,0.825,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:38
I_00002330_00002386_frgp14,impostor,14,left,00002330,00002386,B,65,65,0.747,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:39
I_00002304_00002372_frgp13,impostor,13,right,00002304,00002372,B,65,65,0.748,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:40
I_00002304_00002314_frgp13,impostor,13,right,00002304,00002314,B,65,65,0.746,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:41
G_2355_frgp14,genuine,14,left,00002355,00002355,A,88,88,0.826,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:42
I_00002304_00002303_frgp13,impostor,13,right,00002304,00002303,B,65,65,0.774,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:42
I_00002330_00002407_frgp14,impostor,14,left,00002330,00002407,B,65,65,0.777,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:43
G_2358_frgp14,genuine,14,left,00002358,00002358,A,70,70,0.835,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:44
I_00002304_00002402_frgp13,impostor,13,right,00002304,00002402,B,65,65,0.75,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:45
G_2351_frgp14,genuine,14,left,00002351,00002351,A,85,85,0.826,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:46
I_00002330_00002327_frgp14,impostor,14,left,00002330,00002327,B,65,65,0.778,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:46
I_00002304_00002440_frgp13,impostor,13,right,00002304,00002440,B,65,65,0.752,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:47
G_2374_frgp13,genuine,13,right,00002374,00002374,A,65,65,0.843,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:48
G_2306_frgp14,genuine,14,left,00002306,00002306,A,65,65,0.837,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:49
G_2372_frgp13,genuine,13,right,00002372,00002372,A,65,65,0.826,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:50
G_2407_frgp13,genuine,13,right,00002407,00002407,A,7,7,0.666,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:50
I_00002330_00002401_frgp14,impostor,14,left,00002330,00002401,B,42,42,0.751,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:51
I_00002330_00002463_frgp14,impostor,14,left,00002330,00002463,B,65,65,0.746,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:52
G_2348_frgp14,genuine,14,left,00002348,00002348,A,70,70,0.825,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:53
G_2319_frgp13,genuine,13,right,00002319,00002319,A,65,65,0.824,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:53
G_2315_frgp13,genuine,13,right,00002315,00002315,A,70,70,0.828,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:54
G_2307_frgp13,genuine,13,right,00002307,00002307,A,65,65,0.83,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:55
I_00002304_00002330_frgp13,impostor,13,right,00002304,00002330,B,65,65,0.748,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:56
I_00002304_00002423_frgp13,impostor,13,right,00002304,00002423,B,65,65,0.744,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:57
G_2344_frgp13,genuine,13,right,00002344,00002344,A,88,88,0.827,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:57
I_00002330_00002342_frgp14,impostor,14,left,00002330,00002342,B,42,42,0.745,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:58
G_2306_frgp13,genuine,13,right,00002306,00002306,A,65,65,0.825,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:30:59
I_00002330_00002320_frgp14,impostor,14,left,00002330,00002320,B,65,65,0.745,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:00
G_2395_frgp14,genuine,14,left,00002395,00002395,A,88,88,0.826,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:00
I_00002330_00002303_frgp14,impostor,14,left,00002330,00002303,B,65,65,0.769,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:01
G_2357_frgp14,genuine,14,left,00002357,00002357,A,88,88,0.867,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:02
I_00002330_00002328_frgp14,impostor,14,left,00002330,00002328,B,65,65,0.786,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:03
I_00002304_00002375_frgp13,impostor,13,right,00002304,00002375,B,65,65,0.775,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:04
I_00002330_00002353_frgp14,impostor,14,left,00002330,00002353,B,65,65,0.776,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:04
I_00002304_00002356_frgp13,impostor,13,right,00002304,00002356,B,65,65,0.783,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:05
G_2303_frgp14,genuine,14,left,00002303,00002303,A,88,88,0.862,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:06
G_2341_frgp14,genuine,14,left,00002341,00002341,A,65,65,0.846,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:07
I_00002330_00002321_frgp14,impostor,14,left,00002330,00002321,B,65,65,0.755,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:08
I_00002330_00002344_frgp14,impostor,14,left,00002330,00002344,B,65,65,0.749,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:08
G_2424_frgp13,genuine,13,right,00002424,00002424,A,65,65,0.827,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:09
G_2330_frgp14,genuine,14,left,00002330,00002330,A,65,65,0.827,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:10
G_2353_frgp14,genuine,14,left,00002353,00002353,A,70,70,0.842,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:11
I_00002304_00002418_frgp13,impostor,13,right,00002304,00002418,B,65,65,0.75,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:12
G_2376_frgp14,genuine,14,left,00002376,00002376,A,88,88,0.849,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:13
G_2415_frgp13,genuine,13,right,00002415,00002415,A,65,65,0.848,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:13
I_00002304_00002374_frgp13,impostor,13,right,00002304,00002374,B,65,65,0.762,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:14
I_00002330_00002403_frgp14,impostor,14,left,00002330,00002403,B,65,65,0.774,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:15
G_2328_frgp13,genuine,13,right,00002328,00002328,A,88,88,0.852,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:16
I_00002330_00002307_frgp14,impostor,14,left,00002330,00002307,B,65,65,0.747,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:17
I_00002304_00002401_frgp13,impostor,13,right,00002304,00002401,B,65,65,0.745,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:17
G_2334_frgp14,genuine,14,left,00002334,00002334,A,65,65,0.84,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:18
I_00002330_00002413_frgp14,impostor,14,left,00002330,00002413,B,65,65,0.764,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:19
G_2340_frgp13,genuine,13,right,00002340,00002340,A,88,88,0.846,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:20
G_2369_frgp13,genuine,13,right,00002369,00002369,A,65,65,0.833,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:21
I_00002330_00002462_frgp14,impostor,14,left,00002330,00002462,B,65,65,0.748,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:21
I_00002330_00002415_frgp14,impostor,14,left,00002330,00002415,B,65,65,0.752,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:22
G_2370_frgp14,genuine,14,left,00002370,00002370,A,70,70,0.824,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:23
I_00002304_00002373_frgp13,impostor,13,right,00002304,00002373,B,65,65,0.75,InternVL3-8B-Instruct,similarity_score,2026-05-24T17:31:24
