pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
I_00002349_00002391_frgp14,impostor,14,left,2349,2391,B,65,65,0.298,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:28
I_00002351_00002386_frgp13,impostor,13,right,2351,2386,B,0,0,0.276,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:28
I_00002360_00002447_frgp13,impostor,13,right,2360,2447,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:28
I_00002344_00002379_frgp13,impostor,13,right,2344,2379,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:29
I_00002326_00002369_frgp13,impostor,13,right,2326,2369,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:29
I_00002399_00002428_frgp14,impostor,14,left,2399,2428,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:29
I_00002399_00002406_frgp14,impostor,14,left,2399,2406,B,95,95,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:29
I_00002396_00002401_frgp13,impostor,13,right,2396,2401,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:30
I_00002340_00002376_frgp13,impostor,13,right,2340,2376,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:30
I_00002327_00002398_frgp14,impostor,14,left,2327,2398,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:30
I_00002317_00002381_frgp14,impostor,14,left,2317,2381,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:31
I_00002314_00002351_frgp14,impostor,14,left,2314,2351,B,65,65,0.291,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:31
I_00002356_00002360_frgp13,impostor,13,right,2356,2360,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:31
I_00002337_00002388_frgp14,impostor,14,left,2337,2388,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:31
I_00002328_00002383_frgp14,impostor,14,left,2328,2383,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:32
I_00002374_00002481_frgp13,impostor,13,right,2374,2481,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:32
I_00002303_00002317_frgp13,impostor,13,right,2303,2317,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:32
I_00002341_00002357_frgp14,impostor,14,left,2341,2357,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:33
I_00002303_00002319_frgp14,impostor,14,left,2303,2319,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:33
I_00002325_00002376_frgp13,impostor,13,right,2325,2376,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:33
I_00002310_00002423_frgp13,impostor,13,right,2310,2423,B,65,65,0.29,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:34
I_00002320_00002340_frgp13,impostor,13,right,2320,2340,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:34
I_00002407_00002418_frgp13,impostor,13,right,2407,2418,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:34
I_00002356_00002360_frgp14,impostor,14,left,2356,2360,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:34
I_00002386_00002425_frgp14,impostor,14,left,2386,2425,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:35
I_00002338_00002412_frgp14,impostor,14,left,2338,2412,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:35
I_00002315_00002320_frgp13,impostor,13,right,2315,2320,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:35
I_00002353_00002360_frgp13,impostor,13,right,2353,2360,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:36
I_00002349_00002360_frgp13,impostor,13,right,2349,2360,B,65,65,0.3,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:36
I_00002310_00002415_frgp13,impostor,13,right,2310,2415,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:36
I_00002314_00002408_frgp14,impostor,14,left,2314,2408,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:36
G_2303_frgp14,genuine,14,left,2303,2303,A,100,100,0.391,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:37
I_00002356_00002373_frgp13,impostor,13,right,2356,2373,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:37
I_00002317_00002358_frgp13,impostor,13,right,2317,2358,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:37
I_00002369_00002447_frgp14,impostor,14,left,2369,2447,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:38
I_00002334_00002386_frgp14,impostor,14,left,2334,2386,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:38
I_00002401_00002455_frgp14,impostor,14,left,2401,2455,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:38
I_00002360_00002462_frgp14,impostor,14,left,2360,2462,B,85,85,0.291,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:39
I_00002326_00002418_frgp13,impostor,13,right,2326,2418,B,85,85,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:39
I_00002412_00002428_frgp14,impostor,14,left,2412,2428,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:39
I_00002329_00002447_frgp14,impostor,14,left,2329,2447,B,85,85,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:39
I_00002364_00002373_frgp14,impostor,14,left,2364,2373,B,0,0,0.276,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:40
I_00002358_00002423_frgp14,impostor,14,left,2358,2423,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:40
I_00002325_00002455_frgp13,impostor,13,right,2325,2455,B,65,65,0.291,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:40
I_00002314_00002321_frgp13,impostor,13,right,2314,2321,B,65,65,0.291,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:41
I_00002367_00002405_frgp13,impostor,13,right,2367,2405,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:41
I_00002306_00002348_frgp13,impostor,13,right,2306,2348,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:41
I_00002374_00002379_frgp14,impostor,14,left,2374,2379,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:42
I_00002342_00002359_frgp14,impostor,14,left,2342,2359,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:42
I_00002303_00002403_frgp14,impostor,14,left,2303,2403,B,0,0,0.277,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:42
I_00002303_00002307_frgp13,impostor,13,right,2303,2307,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:42
I_00002307_00002313_frgp14,impostor,14,left,2307,2313,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:43
I_00002325_00002374_frgp13,impostor,13,right,2325,2374,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:43
G_2392_frgp14,genuine,14,left,2392,2392,A,100,100,0.393,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:43
I_00002304_00002379_frgp13,impostor,13,right,2304,2379,B,65,65,0.298,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:44
I_00002364_00002413_frgp14,impostor,14,left,2364,2413,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:44
I_00002362_00002407_frgp14,impostor,14,left,2362,2407,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:44
I_00002338_00002380_frgp13,impostor,13,right,2338,2380,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:45
I_00002406_00002413_frgp14,impostor,14,left,2406,2413,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:45
I_00002371_00002395_frgp14,impostor,14,left,2371,2395,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:45
I_00002375_00002388_frgp14,impostor,14,left,2375,2388,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:45
G_2356_frgp13,genuine,13,right,2356,2356,A,100,100,0.391,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:46
I_00002409_00002440_frgp14,impostor,14,left,2409,2440,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:46
I_00002313_00002372_frgp14,impostor,14,left,2313,2372,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:46
I_00002315_00002423_frgp13,impostor,13,right,2315,2423,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:47
I_00002349_00002376_frgp14,impostor,14,left,2349,2376,B,65,65,0.298,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:47
I_00002391_00002395_frgp13,impostor,13,right,2391,2395,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:47
I_00002395_00002415_frgp13,impostor,13,right,2395,2415,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:48
I_00002328_00002370_frgp14,impostor,14,left,2328,2370,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:48
I_00002306_00002481_frgp13,impostor,13,right,2306,2481,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:48
I_00002337_00002355_frgp14,impostor,14,left,2337,2355,B,85,85,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:48
I_00002373_00002380_frgp14,impostor,14,left,2373,2380,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:49
I_00002326_00002423_frgp14,impostor,14,left,2326,2423,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:49
I_00002352_00002376_frgp14,impostor,14,left,2352,2376,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:49
I_00002327_00002380_frgp13,impostor,13,right,2327,2380,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:50
I_00002362_00002415_frgp14,impostor,14,left,2362,2415,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:50
I_00002372_00002462_frgp13,impostor,13,right,2372,2462,B,65,65,0.303,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:50
I_00002428_00002481_frgp14,impostor,14,left,2428,2481,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:51
I_00002320_00002424_frgp14,impostor,14,left,2320,2424,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:51
I_00002310_00002348_frgp14,impostor,14,left,2310,2348,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:51
I_00002351_00002364_frgp13,impostor,13,right,2351,2364,B,65,65,0.314,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:52
I_00002348_00002401_frgp14,impostor,14,left,2348,2401,B,65,65,0.318,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:52
I_00002337_00002351_frgp14,impostor,14,left,2337,2351,B,65,65,0.304,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:52
I_00002338_00002440_frgp13,impostor,13,right,2338,2440,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:52
I_00002338_00002381_frgp14,impostor,14,left,2338,2381,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:53
I_00002320_00002355_frgp13,impostor,13,right,2320,2355,B,85,85,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:53
I_00002321_00002398_frgp13,impostor,13,right,2321,2398,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:53
I_00002353_00002360_frgp14,impostor,14,left,2353,2360,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:54
I_00002325_00002396_frgp13,impostor,13,right,2325,2396,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:54
I_00002344_00002386_frgp13,impostor,13,right,2344,2386,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:54
I_00002406_00002463_frgp13,impostor,13,right,2406,2463,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:54
I_00002312_00002415_frgp14,impostor,14,left,2312,2415,B,0,0,0.277,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:55
I_00002368_00002424_frgp13,impostor,13,right,2368,2424,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:55
I_00002413_00002418_frgp13,impostor,13,right,2413,2418,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:55
I_00002401_00002403_frgp14,impostor,14,left,2401,2403,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:56
I_00002341_00002355_frgp14,impostor,14,left,2341,2355,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:56
I_00002328_00002337_frgp13,impostor,13,right,2328,2337,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:56
I_00002362_00002371_frgp14,impostor,14,left,2362,2371,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:57
I_00002325_00002338_frgp14,impostor,14,left,2325,2338,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:57
I_00002375_00002403_frgp13,impostor,13,right,2375,2403,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:57
I_00002319_00002334_frgp14,impostor,14,left,2319,2334,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:57
I_00002339_00002344_frgp14,impostor,14,left,2339,2344,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:58
I_00002391_00002447_frgp13,impostor,13,right,2391,2447,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:58
G_2339_frgp14,genuine,14,left,2339,2339,A,100,100,0.391,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:58
I_00002332_00002367_frgp13,impostor,13,right,2332,2367,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:59
I_00002359_00002408_frgp13,impostor,13,right,2359,2408,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:59
I_00002312_00002355_frgp13,impostor,13,right,2312,2355,B,85,85,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:14:59
I_00002304_00002386_frgp14,impostor,14,left,2304,2386,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:00
I_00002413_00002426_frgp14,impostor,14,left,2413,2426,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:00
I_00002349_00002462_frgp14,impostor,14,left,2349,2462,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:00
I_00002339_00002388_frgp14,impostor,14,left,2339,2388,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:00
I_00002312_00002402_frgp14,impostor,14,left,2312,2402,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:01
I_00002368_00002408_frgp13,impostor,13,right,2368,2408,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:01
G_2388_frgp14,genuine,14,left,2388,2388,A,100,100,0.401,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:01
I_00002412_00002415_frgp14,impostor,14,left,2412,2415,B,0,0,0.279,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:02
I_00002339_00002425_frgp13,impostor,13,right,2339,2425,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:02
I_00002321_00002379_frgp14,impostor,14,left,2321,2379,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:02
I_00002373_00002379_frgp13,impostor,13,right,2373,2379,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:03
I_00002320_00002415_frgp13,impostor,13,right,2320,2415,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:03
I_00002310_00002355_frgp13,impostor,13,right,2310,2355,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:03
I_00002373_00002428_frgp14,impostor,14,left,2373,2428,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:03
I_00002307_00002440_frgp14,impostor,14,left,2307,2440,B,85,85,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:04
I_00002320_00002463_frgp14,impostor,14,left,2320,2463,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:04
I_00002356_00002358_frgp13,impostor,13,right,2356,2358,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:04
I_00002396_00002463_frgp14,impostor,14,left,2396,2463,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:05
I_00002340_00002380_frgp14,impostor,14,left,2340,2380,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:05
I_00002326_00002425_frgp13,impostor,13,right,2326,2425,B,85,85,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:05
G_2339_frgp13,genuine,13,right,2339,2339,A,100,100,0.389,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:06
I_00002306_00002362_frgp14,impostor,14,left,2306,2362,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:06
I_00002319_00002342_frgp13,impostor,13,right,2319,2342,B,65,65,0.291,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:06
I_00002306_00002386_frgp13,impostor,13,right,2306,2386,B,0,0,0.277,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:06
I_00002313_00002383_frgp14,impostor,14,left,2313,2383,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:07
I_00002376_00002388_frgp14,impostor,14,left,2376,2388,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:07
I_00002403_00002412_frgp14,impostor,14,left,2403,2412,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:07
I_00002376_00002391_frgp13,impostor,13,right,2376,2391,B,85,85,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:08
I_00002326_00002396_frgp14,impostor,14,left,2326,2396,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:08
I_00002367_00002398_frgp13,impostor,13,right,2367,2398,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:08
I_00002320_00002357_frgp13,impostor,13,right,2320,2357,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:09
G_2368_frgp13,genuine,13,right,2368,2368,A,100,100,0.393,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:09
I_00002338_00002362_frgp13,impostor,13,right,2338,2362,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:09
I_00002351_00002391_frgp14,impostor,14,left,2351,2391,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:10
I_00002412_00002447_frgp14,impostor,14,left,2412,2447,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:10
I_00002349_00002391_frgp13,impostor,13,right,2349,2391,B,65,65,0.3,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:10
G_2328_frgp14,genuine,14,left,2328,2328,A,100,100,0.393,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:11
I_00002356_00002405_frgp13,impostor,13,right,2356,2405,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:11
G_2428_frgp13,genuine,13,right,2428,2428,A,100,100,0.393,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:11
I_00002327_00002396_frgp13,impostor,13,right,2327,2396,B,65,65,0.299,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:11
I_00002325_00002403_frgp14,impostor,14,left,2325,2403,B,0,0,0.28,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:12
I_00002319_00002362_frgp14,impostor,14,left,2319,2362,B,85,85,0.308,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:12
I_00002329_00002424_frgp14,impostor,14,left,2329,2424,B,65,65,0.299,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:12
I_00002334_00002447_frgp13,impostor,13,right,2334,2447,B,85,85,0.299,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:13
I_00002325_00002399_frgp14,impostor,14,left,2325,2399,B,0,0,0.277,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:13
I_00002303_00002327_frgp13,impostor,13,right,2303,2327,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:13
I_00002304_00002375_frgp14,impostor,14,left,2304,2375,B,65,65,0.3,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:14
I_00002356_00002386_frgp14,impostor,14,left,2356,2386,B,65,65,0.299,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:14
I_00002369_00002374_frgp13,impostor,13,right,2369,2374,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:14
I_00002352_00002369_frgp14,impostor,14,left,2352,2369,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:14
I_00002344_00002428_frgp14,impostor,14,left,2344,2428,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:15
I_00002328_00002398_frgp13,impostor,13,right,2328,2398,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:15
I_00002356_00002383_frgp14,impostor,14,left,2356,2383,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:15
I_00002357_00002407_frgp13,impostor,13,right,2357,2407,B,95,95,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:16
I_00002415_00002455_frgp14,impostor,14,left,2415,2455,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:15:16
