pair_id,label,frgp,which_hand,subject1,subject2,img1_path,img2_path,res1,res2,ground_truth
G_2329_frgp13,genuine,13,right,2329,2329,sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002329_R_1000_slap_13.png,500,1000,A
G_2330_frgp13,genuine,13,right,2330,2330,sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002330_R_1000_slap_13.png,500,1000,A
G_2332_frgp13,genuine,13,right,2332,2332,sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002332_R_1000_slap_13.png,500,1000,A
G_2334_frgp13,genuine,13,right,2334,2334,sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002334_R_1000_slap_13.png,500,1000,A
G_2337_frgp13,genuine,13,right,2337,2337,sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002337_R_1000_slap_13.png,500,1000,A
G_2338_frgp13,genuine,13,right,2338,2338,sd302b/images/baseline/R/500/slap/png/00002338_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002338_R_1000_slap_13.png,500,1000,A
G_2339_frgp13,genuine,13,right,2339,2339,sd302b/images/baseline/R/500/slap/png/00002339_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002339_R_1000_slap_13.png,500,1000,A
G_2340_frgp13,genuine,13,right,2340,2340,sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002340_R_1000_slap_13.png,500,1000,A
G_2341_frgp13,genuine,13,right,2341,2341,sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002341_R_1000_slap_13.png,500,1000,A
G_2342_frgp13,genuine,13,right,2342,2342,sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002342_R_1000_slap_13.png,500,1000,A
G_2344_frgp13,genuine,13,right,2344,2344,sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002344_R_1000_slap_13.png,500,1000,A
G_2348_frgp13,genuine,13,right,2348,2348,sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002348_R_1000_slap_13.png,500,1000,A
G_2349_frgp13,genuine,13,right,2349,2349,sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002349_R_1000_slap_13.png,500,1000,A
G_2351_frgp13,genuine,13,right,2351,2351,sd302b/images/baseline/R/500/slap/png/00002351_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002351_R_1000_slap_13.png,500,1000,A
G_2352_frgp13,genuine,13,right,2352,2352,sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002352_R_1000_slap_13.png,500,1000,A
G_2353_frgp13,genuine,13,right,2353,2353,sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002353_R_1000_slap_13.png,500,1000,A
G_2355_frgp13,genuine,13,right,2355,2355,sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002355_R_1000_slap_13.png,500,1000,A
G_2356_frgp13,genuine,13,right,2356,2356,sd302b/images/baseline/R/500/slap/png/00002356_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002356_R_1000_slap_13.png,500,1000,A
G_2357_frgp13,genuine,13,right,2357,2357,sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002357_R_1000_slap_13.png,500,1000,A
G_2358_frgp13,genuine,13,right,2358,2358,sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002358_R_1000_slap_13.png,500,1000,A
G_2359_frgp13,genuine,13,right,2359,2359,sd302b/images/baseline/R/500/slap/png/00002359_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002359_R_1000_slap_13.png,500,1000,A
G_2360_frgp13,genuine,13,right,2360,2360,sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002360_R_1000_slap_13.png,500,1000,A
G_2362_frgp13,genuine,13,right,2362,2362,sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002362_R_1000_slap_13.png,500,1000,A
G_2364_frgp13,genuine,13,right,2364,2364,sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002364_R_1000_slap_13.png,500,1000,A
G_2367_frgp13,genuine,13,right,2367,2367,sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002367_R_1000_slap_13.png,500,1000,A
G_2368_frgp13,genuine,13,right,2368,2368,sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002368_R_1000_slap_13.png,500,1000,A
G_2369_frgp13,genuine,13,right,2369,2369,sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002369_R_1000_slap_13.png,500,1000,A
G_2370_frgp13,genuine,13,right,2370,2370,sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002370_R_1000_slap_13.png,500,1000,A
G_2371_frgp13,genuine,13,right,2371,2371,sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002371_R_1000_slap_13.png,500,1000,A
G_2372_frgp13,genuine,13,right,2372,2372,sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002372_R_1000_slap_13.png,500,1000,A
G_2373_frgp13,genuine,13,right,2373,2373,sd302b/images/baseline/R/500/slap/png/00002373_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002373_R_1000_slap_13.png,500,1000,A
G_2374_frgp13,genuine,13,right,2374,2374,sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002374_R_1000_slap_13.png,500,1000,A
G_2375_frgp13,genuine,13,right,2375,2375,sd302b/images/baseline/R/500/slap/png/00002375_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002375_R_1000_slap_13.png,500,1000,A
G_2376_frgp13,genuine,13,right,2376,2376,sd302b/images/baseline/R/500/slap/png/00002376_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002376_R_1000_slap_13.png,500,1000,A
G_2379_frgp13,genuine,13,right,2379,2379,sd302b/images/baseline/R/500/slap/png/00002379_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002379_R_1000_slap_13.png,500,1000,A
G_2380_frgp13,genuine,13,right,2380,2380,sd302b/images/baseline/R/500/slap/png/00002380_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002380_R_1000_slap_13.png,500,1000,A
G_2381_frgp13,genuine,13,right,2381,2381,sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002381_R_1000_slap_13.png,500,1000,A
G_2383_frgp13,genuine,13,right,2383,2383,sd302b/images/baseline/R/500/slap/png/00002383_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002383_R_1000_slap_13.png,500,1000,A
G_2384_frgp13,genuine,13,right,2384,2384,sd302b/images/baseline/R/500/slap/png/00002384_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002384_R_1000_slap_13.png,500,1000,A
G_2386_frgp13,genuine,13,right,2386,2386,sd302b/images/baseline/R/500/slap/png/00002386_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002386_R_1000_slap_13.png,500,1000,A
G_2388_frgp13,genuine,13,right,2388,2388,sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002388_R_1000_slap_13.png,500,1000,A
G_2391_frgp13,genuine,13,right,2391,2391,sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002391_R_1000_slap_13.png,500,1000,A
G_2392_frgp13,genuine,13,right,2392,2392,sd302b/images/baseline/R/500/slap/png/00002392_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002392_R_1000_slap_13.png,500,1000,A
G_2394_frgp13,genuine,13,right,2394,2394,sd302b/images/baseline/R/500/slap/png/00002394_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002394_R_1000_slap_13.png,500,1000,A
G_2395_frgp13,genuine,13,right,2395,2395,sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002395_R_1000_slap_13.png,500,1000,A
G_2396_frgp13,genuine,13,right,2396,2396,sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002396_R_1000_slap_13.png,500,1000,A
G_2398_frgp13,genuine,13,right,2398,2398,sd302b/images/baseline/R/500/slap/png/00002398_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002398_R_1000_slap_13.png,500,1000,A
G_2399_frgp13,genuine,13,right,2399,2399,sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002399_R_1000_slap_13.png,500,1000,A
G_2401_frgp13,genuine,13,right,2401,2401,sd302b/images/baseline/R/500/slap/png/00002401_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002401_R_1000_slap_13.png,500,1000,A
G_2402_frgp13,genuine,13,right,2402,2402,sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002402_R_1000_slap_13.png,500,1000,A
G_2403_frgp13,genuine,13,right,2403,2403,sd302b/images/baseline/R/500/slap/png/00002403_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002403_R_1000_slap_13.png,500,1000,A
G_2405_frgp13,genuine,13,right,2405,2405,sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002405_R_1000_slap_13.png,500,1000,A
G_2406_frgp13,genuine,13,right,2406,2406,sd302b/images/baseline/R/500/slap/png/00002406_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002406_R_1000_slap_13.png,500,1000,A
G_2407_frgp13,genuine,13,right,2407,2407,sd302b/images/baseline/R/500/slap/png/00002407_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002407_R_1000_slap_13.png,500,1000,A
G_2408_frgp13,genuine,13,right,2408,2408,sd302b/images/baseline/R/500/slap/png/00002408_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002408_R_1000_slap_13.png,500,1000,A
G_2409_frgp13,genuine,13,right,2409,2409,sd302b/images/baseline/R/500/slap/png/00002409_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002409_R_1000_slap_13.png,500,1000,A
G_2412_frgp13,genuine,13,right,2412,2412,sd302b/images/baseline/R/500/slap/png/00002412_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002412_R_1000_slap_13.png,500,1000,A
G_2413_frgp13,genuine,13,right,2413,2413,sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002413_R_1000_slap_13.png,500,1000,A
G_2415_frgp13,genuine,13,right,2415,2415,sd302b/images/baseline/R/500/slap/png/00002415_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002415_R_1000_slap_13.png,500,1000,A
G_2418_frgp13,genuine,13,right,2418,2418,sd302b/images/baseline/R/500/slap/png/00002418_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002418_R_1000_slap_13.png,500,1000,A
G_2423_frgp13,genuine,13,right,2423,2423,sd302b/images/baseline/R/500/slap/png/00002423_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002423_R_1000_slap_13.png,500,1000,A
G_2424_frgp13,genuine,13,right,2424,2424,sd302b/images/baseline/R/500/slap/png/00002424_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002424_R_1000_slap_13.png,500,1000,A
G_2425_frgp13,genuine,13,right,2425,2425,sd302b/images/baseline/R/500/slap/png/00002425_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002425_R_1000_slap_13.png,500,1000,A
G_2426_frgp13,genuine,13,right,2426,2426,sd302b/images/baseline/R/500/slap/png/00002426_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002426_R_1000_slap_13.png,500,1000,A
G_2428_frgp13,genuine,13,right,2428,2428,sd302b/images/baseline/R/500/slap/png/00002428_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002428_R_1000_slap_13.png,500,1000,A
G_2440_frgp13,genuine,13,right,2440,2440,sd302b/images/baseline/R/500/slap/png/00002440_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002440_R_1000_slap_13.png,500,1000,A
G_2447_frgp13,genuine,13,right,2447,2447,sd302b/images/baseline/R/500/slap/png/00002447_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002447_R_1000_slap_13.png,500,1000,A
G_2455_frgp13,genuine,13,right,2455,2455,sd302b/images/baseline/R/500/slap/png/00002455_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002455_R_1000_slap_13.png,500,1000,A
G_2462_frgp13,genuine,13,right,2462,2462,sd302b/images/baseline/R/500/slap/png/00002462_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002462_R_1000_slap_13.png,500,1000,A
G_2463_frgp13,genuine,13,right,2463,2463,sd302b/images/baseline/R/500/slap/png/00002463_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002463_R_1000_slap_13.png,500,1000,A
G_2481_frgp13,genuine,13,right,2481,2481,sd302b/images/baseline/R/500/slap/png/00002481_R_500_slap_13.png,sd302b/images/baseline/R/1000/slap/png/00002481_R_1000_slap_13.png,500,1000,A
I_2303_2304_frgp13,impostor,13,right,2303,2304,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,500,500,B
I_2303_2306_frgp13,impostor,13,right,2303,2306,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002306_R_500_slap_13.png,500,500,B
I_2303_2307_frgp13,impostor,13,right,2303,2307,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002307_R_500_slap_13.png,500,500,B
I_2303_2310_frgp13,impostor,13,right,2303,2310,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002310_R_500_slap_13.png,500,500,B
I_2303_2312_frgp13,impostor,13,right,2303,2312,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002312_R_500_slap_13.png,500,500,B
I_2303_2313_frgp13,impostor,13,right,2303,2313,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002313_R_500_slap_13.png,500,500,B
I_2303_2314_frgp13,impostor,13,right,2303,2314,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002314_R_500_slap_13.png,500,500,B
I_2303_2315_frgp13,impostor,13,right,2303,2315,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002315_R_500_slap_13.png,500,500,B
I_2303_2317_frgp13,impostor,13,right,2303,2317,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_13.png,500,500,B
I_2303_2319_frgp13,impostor,13,right,2303,2319,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_13.png,500,500,B
I_2303_2320_frgp13,impostor,13,right,2303,2320,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002320_R_500_slap_13.png,500,500,B
I_2303_2321_frgp13,impostor,13,right,2303,2321,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002321_R_500_slap_13.png,500,500,B
I_2303_2325_frgp13,impostor,13,right,2303,2325,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_13.png,500,500,B
I_2303_2326_frgp13,impostor,13,right,2303,2326,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002326_R_500_slap_13.png,500,500,B
I_2303_2327_frgp13,impostor,13,right,2303,2327,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_13.png,500,500,B
I_2303_2328_frgp13,impostor,13,right,2303,2328,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_13.png,500,500,B
I_2303_2329_frgp13,impostor,13,right,2303,2329,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_13.png,500,500,B
I_2303_2330_frgp13,impostor,13,right,2303,2330,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_13.png,500,500,B
I_2303_2332_frgp13,impostor,13,right,2303,2332,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_13.png,500,500,B
I_2303_2334_frgp13,impostor,13,right,2303,2334,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_13.png,500,500,B
I_2303_2337_frgp13,impostor,13,right,2303,2337,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_13.png,500,500,B
I_2303_2338_frgp13,impostor,13,right,2303,2338,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002338_R_500_slap_13.png,500,500,B
I_2303_2339_frgp13,impostor,13,right,2303,2339,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002339_R_500_slap_13.png,500,500,B
I_2303_2340_frgp13,impostor,13,right,2303,2340,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_13.png,500,500,B
I_2303_2341_frgp13,impostor,13,right,2303,2341,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_13.png,500,500,B
I_2303_2342_frgp13,impostor,13,right,2303,2342,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_13.png,500,500,B
I_2303_2344_frgp13,impostor,13,right,2303,2344,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_13.png,500,500,B
I_2303_2348_frgp13,impostor,13,right,2303,2348,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_13.png,500,500,B
I_2303_2349_frgp13,impostor,13,right,2303,2349,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_13.png,500,500,B
I_2303_2351_frgp13,impostor,13,right,2303,2351,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002351_R_500_slap_13.png,500,500,B
I_2303_2352_frgp13,impostor,13,right,2303,2352,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_13.png,500,500,B
I_2303_2353_frgp13,impostor,13,right,2303,2353,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_13.png,500,500,B
I_2303_2355_frgp13,impostor,13,right,2303,2355,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_13.png,500,500,B
I_2303_2356_frgp13,impostor,13,right,2303,2356,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002356_R_500_slap_13.png,500,500,B
I_2303_2357_frgp13,impostor,13,right,2303,2357,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_13.png,500,500,B
I_2303_2358_frgp13,impostor,13,right,2303,2358,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_13.png,500,500,B
I_2303_2359_frgp13,impostor,13,right,2303,2359,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002359_R_500_slap_13.png,500,500,B
I_2303_2360_frgp13,impostor,13,right,2303,2360,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_13.png,500,500,B
I_2303_2362_frgp13,impostor,13,right,2303,2362,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_13.png,500,500,B
I_2303_2364_frgp13,impostor,13,right,2303,2364,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_13.png,500,500,B
I_2303_2367_frgp13,impostor,13,right,2303,2367,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_13.png,500,500,B
I_2303_2368_frgp13,impostor,13,right,2303,2368,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_13.png,500,500,B
I_2303_2369_frgp13,impostor,13,right,2303,2369,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_13.png,500,500,B
I_2303_2370_frgp13,impostor,13,right,2303,2370,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_13.png,500,500,B
I_2303_2371_frgp13,impostor,13,right,2303,2371,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_13.png,500,500,B
I_2303_2372_frgp13,impostor,13,right,2303,2372,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_13.png,500,500,B
I_2303_2373_frgp13,impostor,13,right,2303,2373,sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,sd302b/images/baseline/R/500/slap/png/00002373_R_500_slap_13.png,500,500,B
