pair_id,label,category,device_pair,subject1,subject2,hand1,hand2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
I_47904_58793_left_s,non-mated,primary_impostor,same,47904,58793,left,left,B,60,60,0.658,gemma3,similarity_score,2026-08-23T13:42:23
D_44595_73,non-mated,diagnostic_impostor,same,44595,44595,left,right,B,65,65,0.62,gemma3,similarity_score,2026-08-23T13:42:23
I_56583_96608_right_x,non-mated,primary_impostor,cross,56583,96608,right,right,B,65,65,0.647,gemma3,similarity_score,2026-08-23T13:42:24
D_14493_8,non-mated,diagnostic_impostor,same,14493,14493,left,right,B,60,60,0.629,gemma3,similarity_score,2026-08-23T13:42:25
D_47904_92,non-mated,diagnostic_impostor,cross,47904,47904,left,right,B,60,60,0.637,gemma3,similarity_score,2026-08-23T13:42:25
I_32467_43210_right_s,non-mated,primary_impostor,same,32467,43210,right,right,B,65,65,0.659,gemma3,similarity_score,2026-08-23T13:42:26
G_74850_right_2037,mated,primary_genuine,cross,74850,74850,right,right,A,65,65,0.655,gemma3,similarity_score,2026-08-23T13:42:27
I_32467_65030_right_x,non-mated,primary_impostor,cross,32467,65030,right,right,B,65,65,0.65,gemma3,similarity_score,2026-08-23T13:42:27
G_20294_left_134,mated,primary_genuine,same,20294,20294,left,left,A,60,60,0.666,gemma3,similarity_score,2026-08-23T13:42:28
G_47904_right_832,mated,primary_genuine,cross,47904,47904,right,right,A,65,65,0.641,gemma3,similarity_score,2026-08-23T13:42:29
I_57145_89171_right_x,non-mated,primary_impostor,cross,57145,89171,right,right,B,65,65,0.647,gemma3,similarity_score,2026-08-23T13:42:29
G_76957_left_2098,mated,primary_genuine,same,76957,76957,left,left,A,65,65,0.657,gemma3,similarity_score,2026-08-23T13:42:30
I_14493_20294_right_x,non-mated,primary_impostor,cross,14493,20294,right,right,B,65,65,0.649,gemma3,similarity_score,2026-08-23T13:42:30
D_76957_225,non-mated,diagnostic_impostor,same,76957,76957,left,right,B,65,65,0.656,gemma3,similarity_score,2026-08-23T13:42:31
G_76957_left_2119,mated,primary_genuine,same,76957,76957,left,left,A,75,75,0.632,gemma3,similarity_score,2026-08-23T13:42:32
D_69658_194,non-mated,diagnostic_impostor,cross,69658,69658,left,right,B,65,65,0.633,gemma3,similarity_score,2026-08-23T13:42:32
G_32467_right_505,mated,primary_genuine,same,32467,32467,right,right,A,60,60,0.652,gemma3,similarity_score,2026-08-23T13:42:33
I_47904_58793_right_s,non-mated,primary_impostor,same,47904,58793,right,right,B,60,60,0.651,gemma3,similarity_score,2026-08-23T13:42:34
G_74850_right_2026,mated,primary_genuine,same,74850,74850,right,right,A,65,65,0.652,gemma3,similarity_score,2026-08-23T13:42:34
D_89171_262,non-mated,diagnostic_impostor,cross,89171,89171,left,right,B,65,65,0.635,gemma3,similarity_score,2026-08-23T13:42:35
I_57833_89171_left_x,non-mated,primary_impostor,cross,57833,89171,left,left,B,60,60,0.643,gemma3,similarity_score,2026-08-23T13:42:36
I_74850_83742_left_s,non-mated,primary_impostor,same,74850,83742,left,left,B,65,65,0.656,gemma3,similarity_score,2026-08-23T13:42:36
I_57833_69658_right_x,non-mated,primary_impostor,cross,57833,69658,right,right,B,65,65,0.643,gemma3,similarity_score,2026-08-23T13:42:37
G_74850_left_1998,mated,primary_genuine,same,74850,74850,left,left,A,65,65,0.633,gemma3,similarity_score,2026-08-23T13:42:38
D_83742_228,non-mated,diagnostic_impostor,cross,83742,83742,left,right,B,60,60,0.647,gemma3,similarity_score,2026-08-23T13:42:38
I_43210_56583_left_x,non-mated,primary_impostor,cross,43210,56583,left,left,B,60,60,0.64,gemma3,similarity_score,2026-08-23T13:42:39
G_43210_right_633,mated,primary_genuine,cross,43210,43210,right,right,A,65,65,0.636,gemma3,similarity_score,2026-08-23T13:42:39
I_58793_65030_left_s,non-mated,primary_impostor,same,58793,65030,left,left,B,65,65,0.659,gemma3,similarity_score,2026-08-23T13:42:40
I_57145_76957_left_s,non-mated,primary_impostor,same,57145,76957,left,left,B,65,65,0.656,gemma3,similarity_score,2026-08-23T13:42:41
I_14493_65030_left_x,non-mated,primary_impostor,cross,14493,65030,left,left,B,60,60,0.641,gemma3,similarity_score,2026-08-23T13:42:41
G_65030_right_1681,mated,primary_genuine,same,65030,65030,right,right,A,65,65,0.652,gemma3,similarity_score,2026-08-23T13:42:42
D_58398_142,non-mated,diagnostic_impostor,same,58398,58398,left,right,B,60,60,0.622,gemma3,similarity_score,2026-08-23T13:42:43
G_57833_right_1228,mated,primary_genuine,cross,57833,57833,right,right,A,65,65,0.643,gemma3,similarity_score,2026-08-23T13:42:43
I_43210_74850_left_s,non-mated,primary_impostor,same,43210,74850,left,left,B,60,60,0.658,gemma3,similarity_score,2026-08-23T13:42:44
D_14493_9,non-mated,diagnostic_impostor,same,14493,14493,left,right,B,60,60,0.653,gemma3,similarity_score,2026-08-23T13:42:45
I_43210_83742_right_s,non-mated,primary_impostor,same,43210,83742,right,right,B,65,65,0.66,gemma3,similarity_score,2026-08-23T13:42:45
G_96608_left_2728,mated,primary_genuine,same,96608,96608,left,left,A,65,65,0.648,gemma3,similarity_score,2026-08-23T13:42:46
I_57833_96608_left_x,non-mated,primary_impostor,cross,57833,96608,left,left,B,60,60,0.64,gemma3,similarity_score,2026-08-23T13:42:47
I_47904_63029_right_x,non-mated,primary_impostor,cross,47904,63029,right,right,B,60,60,0.642,gemma3,similarity_score,2026-08-23T13:42:47
I_65052_93812_right_x,non-mated,primary_impostor,cross,65052,93812,right,right,B,60,60,0.647,gemma3,similarity_score,2026-08-23T13:42:48
I_44595_99775_left_s,non-mated,primary_impostor,same,44595,99775,left,left,B,60,60,0.657,gemma3,similarity_score,2026-08-23T13:42:49
I_24101_32467_left_x,non-mated,primary_impostor,cross,24101,32467,left,left,B,60,60,0.644,gemma3,similarity_score,2026-08-23T13:42:49
G_27295_right_407,mated,primary_genuine,cross,27295,27295,right,right,A,65,65,0.634,gemma3,similarity_score,2026-08-23T13:42:50
I_65052_83742_left_x,non-mated,primary_impostor,cross,65052,83742,left,left,B,60,60,0.646,gemma3,similarity_score,2026-08-23T13:42:50
I_58398_76957_left_x,non-mated,primary_impostor,cross,58398,76957,left,left,B,60,60,0.64,gemma3,similarity_score,2026-08-23T13:42:51
G_76957_left_2097,mated,primary_genuine,cross,76957,76957,left,left,A,60,60,0.638,gemma3,similarity_score,2026-08-23T13:42:52
I_58793_65052_left_s,non-mated,primary_impostor,same,58793,65052,left,left,B,65,65,0.655,gemma3,similarity_score,2026-08-23T13:42:52
G_27295_left_311,mated,primary_genuine,same,27295,27295,left,left,A,60,60,0.643,gemma3,similarity_score,2026-08-23T13:42:53
I_14493_57145_right_x,non-mated,primary_impostor,cross,14493,57145,right,right,B,65,65,0.647,gemma3,similarity_score,2026-08-23T13:42:54
G_87757_right_2459,mated,primary_genuine,cross,87757,87757,right,right,A,65,65,0.635,gemma3,similarity_score,2026-08-23T13:42:54
D_93812_272,non-mated,diagnostic_impostor,cross,93812,93812,left,right,B,60,60,0.637,gemma3,similarity_score,2026-08-23T13:42:55
G_63029_left_1497,mated,primary_genuine,cross,63029,63029,left,left,A,65,65,0.642,gemma3,similarity_score,2026-08-23T13:42:56
G_69658_right_1931,mated,primary_genuine,cross,69658,69658,right,right,A,65,65,0.635,gemma3,similarity_score,2026-08-23T13:42:56
I_87757_99775_left_s,non-mated,primary_impostor,same,87757,99775,left,left,B,60,60,0.656,gemma3,similarity_score,2026-08-23T13:42:57
I_93812_99775_right_s,non-mated,primary_impostor,same,93812,99775,right,right,B,60,60,0.649,gemma3,similarity_score,2026-08-23T13:42:58
I_43210_47904_right_x,non-mated,primary_impostor,cross,43210,47904,right,right,B,65,65,0.64,gemma3,similarity_score,2026-08-23T13:42:58
G_58398_left_1293,mated,primary_genuine,cross,58398,58398,left,left,A,60,60,0.634,gemma3,similarity_score,2026-08-23T13:42:59
I_14493_57145_left_x,non-mated,primary_impostor,cross,14493,57145,left,left,B,60,60,0.644,gemma3,similarity_score,2026-08-23T13:42:59
G_57145_right_1072,mated,primary_genuine,same,57145,57145,right,right,A,65,65,0.651,gemma3,similarity_score,2026-08-23T13:43:00
I_63029_96608_right_s,non-mated,primary_impostor,same,63029,96608,right,right,B,65,65,0.655,gemma3,similarity_score,2026-08-23T13:43:01
I_58398_69658_left_x,non-mated,primary_impostor,cross,58398,69658,left,left,B,60,60,0.644,gemma3,similarity_score,2026-08-23T13:43:01
G_57145_right_1080,mated,primary_genuine,cross,57145,57145,right,right,A,65,65,0.639,gemma3,similarity_score,2026-08-23T13:43:02
I_58793_65030_left_x,non-mated,primary_impostor,cross,58793,65030,left,left,B,65,65,0.646,gemma3,similarity_score,2026-08-23T13:43:03
I_57833_89171_right_x,non-mated,primary_impostor,cross,57833,89171,right,right,B,60,60,0.646,gemma3,similarity_score,2026-08-23T13:43:03
I_14493_32467_left_x,non-mated,primary_impostor,cross,14493,32467,left,left,B,60,60,0.645,gemma3,similarity_score,2026-08-23T13:43:04
I_44595_58398_left_s,non-mated,primary_impostor,same,44595,58398,left,left,B,65,65,0.649,gemma3,similarity_score,2026-08-23T13:43:05
G_14493_left_18,mated,primary_genuine,cross,14493,14493,left,left,A,60,60,0.641,gemma3,similarity_score,2026-08-23T13:43:05
G_99775_right_2898,mated,primary_genuine,same,99775,99775,right,right,A,65,65,0.644,gemma3,similarity_score,2026-08-23T13:43:06
I_27295_58398_right_x,non-mated,primary_impostor,cross,27295,58398,right,right,B,65,65,0.64,gemma3,similarity_score,2026-08-23T13:43:07
I_32467_57145_right_x,non-mated,primary_impostor,cross,32467,57145,right,right,B,65,65,0.645,gemma3,similarity_score,2026-08-23T13:43:07
G_20294_right_240,mated,primary_genuine,cross,20294,20294,right,right,A,60,60,0.657,gemma3,similarity_score,2026-08-23T13:43:08
I_27295_93812_right_x,non-mated,primary_impostor,cross,27295,93812,right,right,B,65,65,0.645,gemma3,similarity_score,2026-08-23T13:43:09
D_69658_195,non-mated,diagnostic_impostor,cross,69658,69658,left,right,B,60,60,0.64,gemma3,similarity_score,2026-08-23T13:43:09
I_14493_89171_right_s,non-mated,primary_impostor,same,14493,89171,right,right,B,60,60,0.66,gemma3,similarity_score,2026-08-23T13:43:10
D_69658_199,non-mated,diagnostic_impostor,same,69658,69658,left,right,B,75,75,0.628,gemma3,similarity_score,2026-08-23T13:43:10
I_47904_58398_left_x,non-mated,primary_impostor,cross,47904,58398,left,left,B,60,60,0.642,gemma3,similarity_score,2026-08-23T13:43:11
I_65052_69658_left_x,non-mated,primary_impostor,cross,65052,69658,left,left,B,65,65,0.644,gemma3,similarity_score,2026-08-23T13:43:12
D_58398_133,non-mated,diagnostic_impostor,cross,58398,58398,left,right,B,60,60,0.642,gemma3,similarity_score,2026-08-23T13:43:12
I_14493_24101_right_s,non-mated,primary_impostor,same,14493,24101,right,right,B,65,65,0.658,gemma3,similarity_score,2026-08-23T13:43:13
G_56583_left_888,mated,primary_genuine,same,56583,56583,left,left,A,65,65,0.623,gemma3,similarity_score,2026-08-23T13:43:14
I_83742_87757_left_x,non-mated,primary_impostor,cross,83742,87757,left,left,B,65,65,0.648,gemma3,similarity_score,2026-08-23T13:43:14
D_47904_90,non-mated,diagnostic_impostor,same,47904,47904,left,right,B,60,60,0.633,gemma3,similarity_score,2026-08-23T13:43:15
I_69658_76957_left_s,non-mated,primary_impostor,same,69658,76957,left,left,B,65,65,0.656,gemma3,similarity_score,2026-08-23T13:43:16
G_24101_left_296,mated,primary_genuine,same,24101,24101,left,left,A,60,60,0.629,gemma3,similarity_score,2026-08-23T13:43:16
I_20294_32467_right_x,non-mated,primary_impostor,cross,20294,32467,right,right,B,65,65,0.652,gemma3,similarity_score,2026-08-23T13:43:17
D_63029_160,non-mated,diagnostic_impostor,same,63029,63029,left,right,B,65,65,0.628,gemma3,similarity_score,2026-08-23T13:43:18
I_57145_57833_left_x,non-mated,primary_impostor,cross,57145,57833,left,left,B,65,65,0.645,gemma3,similarity_score,2026-08-23T13:43:18
G_96608_left_2701,mated,primary_genuine,same,96608,96608,left,left,A,75,75,0.656,gemma3,similarity_score,2026-08-23T13:43:19
I_14493_32467_right_s,non-mated,primary_impostor,same,14493,32467,right,right,B,65,65,0.659,gemma3,similarity_score,2026-08-23T13:43:19
G_69658_right_1939,mated,primary_genuine,same,69658,69658,right,right,A,65,65,0.628,gemma3,similarity_score,2026-08-23T13:43:20
I_58793_63029_right_s,non-mated,primary_impostor,same,58793,63029,right,right,B,65,65,0.648,gemma3,similarity_score,2026-08-23T13:43:21
I_44595_96608_right_x,non-mated,primary_impostor,cross,44595,96608,right,right,B,65,65,0.641,gemma3,similarity_score,2026-08-23T13:43:21
I_44595_87757_left_s,non-mated,primary_impostor,same,44595,87757,left,left,B,60,60,0.655,gemma3,similarity_score,2026-08-23T13:43:22
D_87757_240,non-mated,diagnostic_impostor,cross,87757,87757,left,right,B,60,60,0.644,gemma3,similarity_score,2026-08-23T13:43:23
G_20294_left_195,mated,primary_genuine,same,20294,20294,left,left,A,65,65,0.634,gemma3,similarity_score,2026-08-23T13:43:23
G_27295_left_309,mated,primary_genuine,same,27295,27295,left,left,A,65,65,0.655,gemma3,similarity_score,2026-08-23T13:43:24
D_24101_32,non-mated,diagnostic_impostor,same,24101,24101,left,right,B,65,65,0.619,gemma3,similarity_score,2026-08-23T13:43:25
G_76957_right_2160,mated,primary_genuine,cross,76957,76957,right,right,A,65,65,0.64,gemma3,similarity_score,2026-08-23T13:43:25
G_14493_left_57,mated,primary_genuine,same,14493,14493,left,left,A,65,65,0.63,gemma3,similarity_score,2026-08-23T13:43:26
I_43210_56583_right_x,non-mated,primary_impostor,cross,43210,56583,right,right,B,65,65,0.641,gemma3,similarity_score,2026-08-23T13:43:27
I_65052_76957_right_s,non-mated,primary_impostor,same,65052,76957,right,right,B,60,60,0.657,gemma3,similarity_score,2026-08-23T13:43:27
I_57833_58398_left_x,non-mated,primary_impostor,cross,57833,58398,left,left,B,60,60,0.639,gemma3,similarity_score,2026-08-23T13:43:28
G_83742_left_2253,mated,primary_genuine,same,83742,83742,left,left,A,65,65,0.624,gemma3,similarity_score,2026-08-23T13:43:28
D_20294_20,non-mated,diagnostic_impostor,same,20294,20294,left,right,B,65,65,0.623,gemma3,similarity_score,2026-08-23T13:43:29
I_89171_99775_right_x,non-mated,primary_impostor,cross,89171,99775,right,right,B,65,65,0.644,gemma3,similarity_score,2026-08-23T13:43:30
D_89171_258,non-mated,diagnostic_impostor,cross,89171,89171,left,right,B,65,65,0.639,gemma3,similarity_score,2026-08-23T13:43:30
I_47904_58793_right_x,non-mated,primary_impostor,cross,47904,58793,right,right,B,60,60,0.64,gemma3,similarity_score,2026-08-23T13:43:31
I_47904_63029_left_s,non-mated,primary_impostor,same,47904,63029,left,left,B,60,60,0.66,gemma3,similarity_score,2026-08-23T13:43:32
I_63029_93812_right_x,non-mated,primary_impostor,cross,63029,93812,right,right,B,65,65,0.641,gemma3,similarity_score,2026-08-23T13:43:32
G_58398_right_1356,mated,primary_genuine,same,58398,58398,right,right,A,60,60,0.631,gemma3,similarity_score,2026-08-23T13:43:33
G_93812_left_2619,mated,primary_genuine,cross,93812,93812,left,left,A,65,65,0.644,gemma3,similarity_score,2026-08-23T13:43:34
G_57833_left_1150,mated,primary_genuine,same,57833,57833,left,left,A,65,65,0.647,gemma3,similarity_score,2026-08-23T13:43:34
G_57833_left_1152,mated,primary_genuine,cross,57833,57833,left,left,A,65,65,0.64,gemma3,similarity_score,2026-08-23T13:43:35
I_47904_69658_left_x,non-mated,primary_impostor,cross,47904,69658,left,left,B,60,60,0.644,gemma3,similarity_score,2026-08-23T13:43:35
G_47904_right_834,mated,primary_genuine,same,47904,47904,right,right,A,75,75,0.632,gemma3,similarity_score,2026-08-23T13:43:36
G_58398_right_1352,mated,primary_genuine,cross,58398,58398,right,right,A,65,65,0.635,gemma3,similarity_score,2026-08-23T13:43:37
G_14493_right_114,mated,primary_genuine,cross,14493,14493,right,right,A,65,65,0.634,gemma3,similarity_score,2026-08-23T13:43:37
G_65030_right_1685,mated,primary_genuine,cross,65030,65030,right,right,A,65,65,0.64,gemma3,similarity_score,2026-08-23T13:43:38
I_65052_96608_left_x,non-mated,primary_impostor,cross,65052,96608,left,left,B,65,65,0.647,gemma3,similarity_score,2026-08-23T13:43:39
I_43210_57833_right_x,non-mated,primary_impostor,cross,43210,57833,right,right,B,60,60,0.639,gemma3,similarity_score,2026-08-23T13:43:39
G_93812_left_2587,mated,primary_genuine,same,93812,93812,left,left,A,60,60,0.649,gemma3,similarity_score,2026-08-23T13:43:40
G_14493_right_89,mated,primary_genuine,same,14493,14493,right,right,A,75,75,0.644,gemma3,similarity_score,2026-08-23T13:43:41
G_99775_right_2920,mated,primary_genuine,cross,99775,99775,right,right,A,60,60,0.641,gemma3,similarity_score,2026-08-23T13:43:41
G_87757_left_2372,mated,primary_genuine,cross,87757,87757,left,left,A,50,50,0.648,gemma3,similarity_score,2026-08-23T13:43:42
I_44595_58793_left_x,non-mated,primary_impostor,cross,44595,58793,left,left,B,55,55,0.636,gemma3,similarity_score,2026-08-23T13:43:43
I_20294_58398_left_s,non-mated,primary_impostor,same,20294,58398,left,left,B,65,65,0.66,gemma3,similarity_score,2026-08-23T13:43:43
G_65030_right_1699,mated,primary_genuine,cross,65030,65030,right,right,A,65,65,0.641,gemma3,similarity_score,2026-08-23T13:43:44
G_87757_right_2442,mated,primary_genuine,same,87757,87757,right,right,A,60,60,0.653,gemma3,similarity_score,2026-08-23T13:43:45
I_93812_96608_left_s,non-mated,primary_impostor,same,93812,96608,left,left,B,60,60,0.666,gemma3,similarity_score,2026-08-23T13:43:45
G_69658_left_1873,mated,primary_genuine,cross,69658,69658,left,left,A,55,55,0.638,gemma3,similarity_score,2026-08-23T13:43:46
G_76957_left_2114,mated,primary_genuine,cross,76957,76957,left,left,A,65,65,0.637,gemma3,similarity_score,2026-08-23T13:43:46
G_65030_right_1705,mated,primary_genuine,cross,65030,65030,right,right,A,65,65,0.637,gemma3,similarity_score,2026-08-23T13:43:47
G_96608_left_2741,mated,primary_genuine,cross,96608,96608,left,left,A,65,65,0.635,gemma3,similarity_score,2026-08-23T13:43:48
G_20294_left_137,mated,primary_genuine,cross,20294,20294,left,left,A,60,60,0.658,gemma3,similarity_score,2026-08-23T13:43:48
I_32467_57145_left_x,non-mated,primary_impostor,cross,32467,57145,left,left,B,60,60,0.652,gemma3,similarity_score,2026-08-23T13:43:49
G_65030_left_1671,mated,primary_genuine,same,65030,65030,left,left,A,60,60,0.63,gemma3,similarity_score,2026-08-23T13:43:50
G_65052_left_1738,mated,primary_genuine,same,65052,65052,left,left,A,60,60,0.65,gemma3,similarity_score,2026-08-23T13:43:50
D_76957_223,non-mated,diagnostic_impostor,same,76957,76957,left,right,B,65,65,0.629,gemma3,similarity_score,2026-08-23T13:43:51
G_63029_right_1584,mated,primary_genuine,cross,63029,63029,right,right,A,65,65,0.645,gemma3,similarity_score,2026-08-23T13:43:52
I_43210_83742_left_s,non-mated,primary_impostor,same,43210,83742,left,left,B,60,60,0.652,gemma3,similarity_score,2026-08-23T13:43:52
G_27295_left_355,mated,primary_genuine,same,27295,27295,left,left,A,65,65,0.633,gemma3,similarity_score,2026-08-23T13:43:53
G_83742_left_2224,mated,primary_genuine,same,83742,83742,left,left,A,65,65,0.647,gemma3,similarity_score,2026-08-23T13:43:54
I_58398_58793_left_s,non-mated,primary_impostor,same,58398,58793,left,left,B,60,60,0.652,gemma3,similarity_score,2026-08-23T13:43:54
I_57145_63029_left_x,non-mated,primary_impostor,cross,57145,63029,left,left,B,60,60,0.645,gemma3,similarity_score,2026-08-23T13:43:55
G_57833_right_1237,mated,primary_genuine,cross,57833,57833,right,right,A,65,65,0.635,gemma3,similarity_score,2026-08-23T13:43:55
I_57833_96608_left_s,non-mated,primary_impostor,same,57833,96608,left,left,B,60,60,0.654,gemma3,similarity_score,2026-08-23T13:43:56
D_99775_293,non-mated,diagnostic_impostor,same,99775,99775,left,right,B,60,60,0.627,gemma3,similarity_score,2026-08-23T13:43:57
G_43210_left_600,mated,primary_genuine,cross,43210,43210,left,left,A,60,60,0.633,gemma3,similarity_score,2026-08-23T13:43:57
I_44595_74850_left_s,non-mated,primary_impostor,same,44595,74850,left,left,B,60,60,0.65,gemma3,similarity_score,2026-08-23T13:43:58
G_56583_right_894,mated,primary_genuine,cross,56583,56583,right,right,A,65,65,0.643,gemma3,similarity_score,2026-08-23T13:43:59
I_43210_93812_left_x,non-mated,primary_impostor,cross,43210,93812,left,left,B,60,60,0.643,gemma3,similarity_score,2026-08-23T13:43:59
G_87757_right_2434,mated,primary_genuine,same,87757,87757,right,right,A,65,65,0.656,gemma3,similarity_score,2026-08-23T13:44:00
G_87757_left_2379,mated,primary_genuine,cross,87757,87757,left,left,A,60,60,0.645,gemma3,similarity_score,2026-08-23T13:44:01
I_24101_83742_left_s,non-mated,primary_impostor,same,24101,83742,left,left,B,65,65,0.651,gemma3,similarity_score,2026-08-23T13:44:01
D_63029_163,non-mated,diagnostic_impostor,same,63029,63029,left,right,B,65,65,0.65,gemma3,similarity_score,2026-08-23T13:44:02
I_27295_76957_left_s,non-mated,primary_impostor,same,27295,76957,left,left,B,65,65,0.65,gemma3,similarity_score,2026-08-23T13:44:03
D_58793_153,non-mated,diagnostic_impostor,cross,58793,58793,left,right,B,60,60,0.637,gemma3,similarity_score,2026-08-23T13:44:03
G_93812_left_2637,mated,primary_genuine,same,93812,93812,left,left,A,65,65,0.63,gemma3,similarity_score,2026-08-23T13:44:04
D_65052_180,non-mated,diagnostic_impostor,same,65052,65052,left,right,B,65,65,0.622,gemma3,similarity_score,2026-08-23T13:44:04
I_24101_56583_left_s,non-mated,primary_impostor,same,24101,56583,left,left,B,65,65,0.655,gemma3,similarity_score,2026-08-23T13:44:05
G_24101_left_292,mated,primary_genuine,cross,24101,24101,left,left,A,60,60,0.647,gemma3,similarity_score,2026-08-23T13:44:06
I_58793_93812_right_x,non-mated,primary_impostor,cross,58793,93812,right,right,B,75,75,0.644,gemma3,similarity_score,2026-08-23T13:44:06
I_57145_76957_left_x,non-mated,primary_impostor,cross,57145,76957,left,left,B,65,65,0.643,gemma3,similarity_score,2026-08-23T13:44:07
I_65052_83742_right_s,non-mated,primary_impostor,same,65052,83742,right,right,B,60,60,0.656,gemma3,similarity_score,2026-08-23T13:44:08
D_20294_18,non-mated,diagnostic_impostor,cross,20294,20294,left,right,B,65,65,0.643,gemma3,similarity_score,2026-08-23T13:44:08
D_58793_150,non-mated,diagnostic_impostor,cross,58793,58793,left,right,B,60,60,0.637,gemma3,similarity_score,2026-08-23T13:44:09
G_63029_left_1517,mated,primary_genuine,cross,63029,63029,left,left,A,65,65,0.642,gemma3,similarity_score,2026-08-23T13:44:10
I_65030_87757_left_x,non-mated,primary_impostor,cross,65030,87757,left,left,B,65,65,0.635,gemma3,similarity_score,2026-08-23T13:44:10
I_20294_57833_left_x,non-mated,primary_impostor,cross,20294,57833,left,left,B,65,65,0.647,gemma3,similarity_score,2026-08-23T13:44:11
I_65030_74850_right_x,non-mated,primary_impostor,cross,65030,74850,right,right,B,65,65,0.637,gemma3,similarity_score,2026-08-23T13:44:12
D_57145_108,non-mated,diagnostic_impostor,same,57145,57145,left,right,B,65,65,0.654,gemma3,similarity_score,2026-08-23T13:44:12
G_65030_left_1676,mated,primary_genuine,same,65030,65030,left,left,A,60,60,0.624,gemma3,similarity_score,2026-08-23T13:44:13
D_93812_269,non-mated,diagnostic_impostor,same,93812,93812,left,right,B,60,60,0.627,gemma3,similarity_score,2026-08-23T13:44:13
I_74850_83742_right_x,non-mated,primary_impostor,cross,74850,83742,right,right,B,60,60,0.649,gemma3,similarity_score,2026-08-23T13:44:14
G_93812_left_2625,mated,primary_genuine,cross,93812,93812,left,left,A,60,60,0.633,gemma3,similarity_score,2026-08-23T13:44:15
I_20294_56583_left_x,non-mated,primary_impostor,cross,20294,56583,left,left,B,60,60,0.646,gemma3,similarity_score,2026-08-23T13:44:15
I_87757_89171_left_s,non-mated,primary_impostor,same,87757,89171,left,left,B,60,60,0.66,gemma3,similarity_score,2026-08-23T13:44:16
D_56583_104,non-mated,diagnostic_impostor,same,56583,56583,left,right,B,65,65,0.628,gemma3,similarity_score,2026-08-23T13:44:17
