pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,llm_answer,raw_response,correct,latency_s,model,prompting_setting,timestamp
I_00002325_00002374_frgp13,impostor,13,right,00002325,00002374,B,B,B,True,1.14,claude-opus-4-8,task_description,2026-06-20T22:52:31
G_2392_frgp14,genuine,14,left,00002392,00002392,A,A,A,True,1.223,claude-opus-4-8,task_description,2026-06-20T22:52:32
I_00002304_00002379_frgp13,impostor,13,right,00002304,00002379,B,A,A,False,1.22,claude-opus-4-8,task_description,2026-06-20T22:52:34
I_00002364_00002413_frgp14,impostor,14,left,00002364,00002413,B,B,B,True,1.302,claude-opus-4-8,task_description,2026-06-20T22:52:35
I_00002362_00002407_frgp14,impostor,14,left,00002362,00002407,B,A,A,False,4.52,claude-opus-4-8,task_description,2026-06-20T22:52:39
I_00002338_00002380_frgp13,impostor,13,right,00002338,00002380,B,A,A,False,1.677,claude-opus-4-8,task_description,2026-06-20T22:52:41
I_00002406_00002413_frgp14,impostor,14,left,00002406,00002413,B,B,B,True,1.193,claude-opus-4-8,task_description,2026-06-20T22:52:42
I_00002371_00002395_frgp14,impostor,14,left,00002371,00002395,B,B,B,True,1.798,claude-opus-4-8,task_description,2026-06-20T22:52:44
I_00002375_00002388_frgp14,impostor,14,left,00002375,00002388,B,A,A,False,1.332,claude-opus-4-8,task_description,2026-06-20T22:52:45
G_2356_frgp13,genuine,13,right,00002356,00002356,A,A,A,True,1.334,claude-opus-4-8,task_description,2026-06-20T22:52:47
I_00002409_00002440_frgp14,impostor,14,left,00002409,00002440,B,A,A,False,1.131,claude-opus-4-8,task_description,2026-06-20T22:52:48
I_00002313_00002372_frgp14,impostor,14,left,00002313,00002372,B,B,B,True,1.228,claude-opus-4-8,task_description,2026-06-20T22:52:49
I_00002315_00002423_frgp13,impostor,13,right,00002315,00002423,B,B,B,True,1.959,claude-opus-4-8,task_description,2026-06-20T22:52:51
I_00002349_00002376_frgp14,impostor,14,left,00002349,00002376,B,A,A,False,1.278,claude-opus-4-8,task_description,2026-06-20T22:52:52
I_00002391_00002395_frgp13,impostor,13,right,00002391,00002395,B,A,A,False,1.095,claude-opus-4-8,task_description,2026-06-20T22:52:54
I_00002395_00002415_frgp13,impostor,13,right,00002395,00002415,B,B,B,True,1.27,claude-opus-4-8,task_description,2026-06-20T22:52:55
I_00002328_00002370_frgp14,impostor,14,left,00002328,00002370,B,A,A,False,1.265,claude-opus-4-8,task_description,2026-06-20T22:52:56
I_00002306_00002481_frgp13,impostor,13,right,00002306,00002481,B,A,A,False,1.218,claude-opus-4-8,task_description,2026-06-20T22:52:57
I_00002337_00002355_frgp14,impostor,14,left,00002337,00002355,B,A,A,False,4.513,claude-opus-4-8,task_description,2026-06-20T22:53:02
I_00002373_00002380_frgp14,impostor,14,left,00002373,00002380,B,B,B,True,1.639,claude-opus-4-8,task_description,2026-06-20T22:53:03
I_00002326_00002423_frgp14,impostor,14,left,00002326,00002423,B,B,B,True,1.071,claude-opus-4-8,task_description,2026-06-20T22:53:04
I_00002352_00002376_frgp14,impostor,14,left,00002352,00002376,B,A,A,False,1.294,claude-opus-4-8,task_description,2026-06-20T22:53:06
I_00002327_00002380_frgp13,impostor,13,right,00002327,00002380,B,A,A,False,1.152,claude-opus-4-8,task_description,2026-06-20T22:53:07
I_00002362_00002415_frgp14,impostor,14,left,00002362,00002415,B,A,A,False,1.241,claude-opus-4-8,task_description,2026-06-20T22:53:08
I_00002372_00002462_frgp13,impostor,13,right,00002372,00002462,B,B,B,True,1.431,claude-opus-4-8,task_description,2026-06-20T22:53:10
I_00002428_00002481_frgp14,impostor,14,left,00002428,00002481,B,B,B,True,1.258,claude-opus-4-8,task_description,2026-06-20T22:53:11
I_00002320_00002424_frgp14,impostor,14,left,00002320,00002424,B,A,A,False,1.17,claude-opus-4-8,task_description,2026-06-20T22:53:12
I_00002310_00002348_frgp14,impostor,14,left,00002310,00002348,B,B,B,True,1.215,claude-opus-4-8,task_description,2026-06-20T22:53:13
I_00002351_00002364_frgp13,impostor,13,right,00002351,00002364,B,B,B,True,1.246,claude-opus-4-8,task_description,2026-06-20T22:53:14
I_00002348_00002401_frgp14,impostor,14,left,00002348,00002401,B,B,B,True,3.639,claude-opus-4-8,task_description,2026-06-20T22:53:18
I_00002337_00002351_frgp14,impostor,14,left,00002337,00002351,B,A,A,False,1.183,claude-opus-4-8,task_description,2026-06-20T22:53:19
I_00002338_00002440_frgp13,impostor,13,right,00002338,00002440,B,B,B,True,7.134,claude-opus-4-8,task_description,2026-06-20T22:53:26
I_00002338_00002381_frgp14,impostor,14,left,00002338,00002381,B,A,A,False,1.464,claude-opus-4-8,task_description,2026-06-20T22:53:28
I_00002320_00002355_frgp13,impostor,13,right,00002320,00002355,B,A,A,False,1.651,claude-opus-4-8,task_description,2026-06-20T22:53:30
I_00002321_00002398_frgp13,impostor,13,right,00002321,00002398,B,A,A,False,6.145,claude-opus-4-8,task_description,2026-06-20T22:53:36
I_00002353_00002360_frgp14,impostor,14,left,00002353,00002360,B,A,A,False,1.19,claude-opus-4-8,task_description,2026-06-20T22:53:37
I_00002325_00002396_frgp13,impostor,13,right,00002325,00002396,B,B,B,True,1.234,claude-opus-4-8,task_description,2026-06-20T22:53:38
I_00002344_00002386_frgp13,impostor,13,right,00002344,00002386,B,A,A,False,1.211,claude-opus-4-8,task_description,2026-06-20T22:53:39
I_00002406_00002463_frgp13,impostor,13,right,00002406,00002463,B,A,A,False,1.185,claude-opus-4-8,task_description,2026-06-20T22:53:41
I_00002312_00002415_frgp14,impostor,14,left,00002312,00002415,B,B,B,True,1.123,claude-opus-4-8,task_description,2026-06-20T22:53:42
I_00002368_00002424_frgp13,impostor,13,right,00002368,00002424,B,A,A,False,1.481,claude-opus-4-8,task_description,2026-06-20T22:53:43
I_00002413_00002418_frgp13,impostor,13,right,00002413,00002418,B,A,A,False,1.401,claude-opus-4-8,task_description,2026-06-20T22:53:45
I_00002401_00002403_frgp14,impostor,14,left,00002401,00002403,B,B,B,True,1.286,claude-opus-4-8,task_description,2026-06-20T22:53:46
I_00002341_00002355_frgp14,impostor,14,left,00002341,00002355,B,B,B,True,1.165,claude-opus-4-8,task_description,2026-06-20T22:53:47
I_00002328_00002337_frgp13,impostor,13,right,00002328,00002337,B,B,B,True,1.174,claude-opus-4-8,task_description,2026-06-20T22:53:48
I_00002362_00002371_frgp14,impostor,14,left,00002362,00002371,B,B,B,True,1.474,claude-opus-4-8,task_description,2026-06-20T22:53:50
I_00002325_00002338_frgp14,impostor,14,left,00002325,00002338,B,A,A,False,1.347,claude-opus-4-8,task_description,2026-06-20T22:53:51
I_00002375_00002403_frgp13,impostor,13,right,00002375,00002403,B,B,B,True,1.143,claude-opus-4-8,task_description,2026-06-20T22:53:52
I_00002319_00002334_frgp14,impostor,14,left,00002319,00002334,B,A,A,False,1.167,claude-opus-4-8,task_description,2026-06-20T22:53:53
I_00002339_00002344_frgp14,impostor,14,left,00002339,00002344,B,B,B,True,1.523,claude-opus-4-8,task_description,2026-06-20T22:53:55
I_00002391_00002447_frgp13,impostor,13,right,00002391,00002447,B,B,B,True,1.292,claude-opus-4-8,task_description,2026-06-20T22:53:56
G_2339_frgp14,genuine,14,left,00002339,00002339,A,A,A,True,1.838,claude-opus-4-8,task_description,2026-06-20T22:53:58
I_00002332_00002367_frgp13,impostor,13,right,00002332,00002367,B,A,A,False,1.258,claude-opus-4-8,task_description,2026-06-20T22:53:59
I_00002359_00002408_frgp13,impostor,13,right,00002359,00002408,B,A,A,False,1.249,claude-opus-4-8,task_description,2026-06-20T22:54:00
I_00002312_00002355_frgp13,impostor,13,right,00002312,00002355,B,A,A,False,1.32,claude-opus-4-8,task_description,2026-06-20T22:54:02
I_00002304_00002386_frgp14,impostor,14,left,00002304,00002386,B,A,A,False,1.531,claude-opus-4-8,task_description,2026-06-20T22:54:03
I_00002413_00002426_frgp14,impostor,14,left,00002413,00002426,B,B,B,True,1.222,claude-opus-4-8,task_description,2026-06-20T22:54:05
I_00002349_00002462_frgp14,impostor,14,left,00002349,00002462,B,B,B,True,1.204,claude-opus-4-8,task_description,2026-06-20T22:54:06
I_00002339_00002388_frgp14,impostor,14,left,00002339,00002388,B,B,B,True,1.706,claude-opus-4-8,task_description,2026-06-20T22:54:07
I_00002312_00002402_frgp14,impostor,14,left,00002312,00002402,B,A,A,False,1.498,claude-opus-4-8,task_description,2026-06-20T22:54:09
I_00002368_00002408_frgp13,impostor,13,right,00002368,00002408,B,A,A,False,1.258,claude-opus-4-8,task_description,2026-06-20T22:54:10
G_2388_frgp14,genuine,14,left,00002388,00002388,A,A,A,True,1.209,claude-opus-4-8,task_description,2026-06-20T22:54:11
I_00002412_00002415_frgp14,impostor,14,left,00002412,00002415,B,A,A,False,1.212,claude-opus-4-8,task_description,2026-06-20T22:54:13
I_00002339_00002425_frgp13,impostor,13,right,00002339,00002425,B,B,B,True,1.18,claude-opus-4-8,task_description,2026-06-20T22:54:14
I_00002321_00002379_frgp14,impostor,14,left,00002321,00002379,B,A,A,False,1.15,claude-opus-4-8,task_description,2026-06-20T22:54:15
I_00002373_00002379_frgp13,impostor,13,right,00002373,00002379,B,B,B,True,1.219,claude-opus-4-8,task_description,2026-06-20T22:54:16
I_00002320_00002415_frgp13,impostor,13,right,00002320,00002415,B,A,A,False,6.192,claude-opus-4-8,task_description,2026-06-20T22:54:22
I_00002310_00002355_frgp13,impostor,13,right,00002310,00002355,B,A,A,False,3.169,claude-opus-4-8,task_description,2026-06-20T22:54:26
I_00002373_00002428_frgp14,impostor,14,left,00002373,00002428,B,A,A,False,1.289,claude-opus-4-8,task_description,2026-06-20T22:54:27
I_00002307_00002440_frgp14,impostor,14,left,00002307,00002440,B,A,A,False,1.122,claude-opus-4-8,task_description,2026-06-20T22:54:28
I_00002320_00002463_frgp14,impostor,14,left,00002320,00002463,B,B,B,True,1.725,claude-opus-4-8,task_description,2026-06-20T22:54:30
I_00002356_00002358_frgp13,impostor,13,right,00002356,00002358,B,B,B,True,1.062,claude-opus-4-8,task_description,2026-06-20T22:54:31
I_00002396_00002463_frgp14,impostor,14,left,00002396,00002463,B,A,A,False,1.171,claude-opus-4-8,task_description,2026-06-20T22:54:32
I_00002340_00002380_frgp14,impostor,14,left,00002340,00002380,B,B,B,True,1.293,claude-opus-4-8,task_description,2026-06-20T22:54:33
I_00002326_00002425_frgp13,impostor,13,right,00002326,00002425,B,A,A,False,1.938,claude-opus-4-8,task_description,2026-06-20T22:54:35
G_2339_frgp13,genuine,13,right,00002339,00002339,A,A,A,True,1.465,claude-opus-4-8,task_description,2026-06-20T22:54:37
I_00002306_00002362_frgp14,impostor,14,left,00002306,00002362,B,A,A,False,1.523,claude-opus-4-8,task_description,2026-06-20T22:54:38
I_00002319_00002342_frgp13,impostor,13,right,00002319,00002342,B,B,B,True,1.638,claude-opus-4-8,task_description,2026-06-20T22:54:40
I_00002306_00002386_frgp13,impostor,13,right,00002306,00002386,B,B,B,True,1.185,claude-opus-4-8,task_description,2026-06-20T22:54:41
I_00002313_00002383_frgp14,impostor,14,left,00002313,00002383,B,B,B,True,1.339,claude-opus-4-8,task_description,2026-06-20T22:54:42
I_00002376_00002388_frgp14,impostor,14,left,00002376,00002388,B,A,A,False,1.149,claude-opus-4-8,task_description,2026-06-20T22:54:43
I_00002403_00002412_frgp14,impostor,14,left,00002403,00002412,B,B,B,True,1.907,claude-opus-4-8,task_description,2026-06-20T22:54:45
I_00002376_00002391_frgp13,impostor,13,right,00002376,00002391,B,A,A,False,1.388,claude-opus-4-8,task_description,2026-06-20T22:54:47
I_00002326_00002396_frgp14,impostor,14,left,00002326,00002396,B,A,A,False,1.343,claude-opus-4-8,task_description,2026-06-20T22:54:48
I_00002367_00002398_frgp13,impostor,13,right,00002367,00002398,B,A,A,False,2.34,claude-opus-4-8,task_description,2026-06-20T22:54:50
I_00002320_00002357_frgp13,impostor,13,right,00002320,00002357,B,B,B,True,1.306,claude-opus-4-8,task_description,2026-06-20T22:54:52
G_2368_frgp13,genuine,13,right,00002368,00002368,A,A,A,True,1.943,claude-opus-4-8,task_description,2026-06-20T22:54:54
I_00002338_00002362_frgp13,impostor,13,right,00002338,00002362,B,A,A,False,1.202,claude-opus-4-8,task_description,2026-06-20T22:54:55
I_00002351_00002391_frgp14,impostor,14,left,00002351,00002391,B,A,A,False,1.506,claude-opus-4-8,task_description,2026-06-20T22:54:56
I_00002412_00002447_frgp14,impostor,14,left,00002412,00002447,B,A,A,False,1.176,claude-opus-4-8,task_description,2026-06-20T22:54:58
I_00002349_00002391_frgp13,impostor,13,right,00002349,00002391,B,A,A,False,1.346,claude-opus-4-8,task_description,2026-06-20T22:54:59
G_2328_frgp14,genuine,14,left,00002328,00002328,A,A,A,True,1.326,claude-opus-4-8,task_description,2026-06-20T22:55:00
I_00002356_00002405_frgp13,impostor,13,right,00002356,00002405,B,A,A,False,1.229,claude-opus-4-8,task_description,2026-06-20T22:55:01
G_2428_frgp13,genuine,13,right,00002428,00002428,A,A,A,True,1.963,claude-opus-4-8,task_description,2026-06-20T22:55:03
I_00002327_00002396_frgp13,impostor,13,right,00002327,00002396,B,A,A,False,1.154,claude-opus-4-8,task_description,2026-06-20T22:55:05
I_00002325_00002403_frgp14,impostor,14,left,00002325,00002403,B,B,B,True,2.316,claude-opus-4-8,task_description,2026-06-20T22:55:07
I_00002319_00002362_frgp14,impostor,14,left,00002319,00002362,B,A,A,False,1.208,claude-opus-4-8,task_description,2026-06-20T22:55:08
I_00002329_00002424_frgp14,impostor,14,left,00002329,00002424,B,B,B,True,1.793,claude-opus-4-8,task_description,2026-06-20T22:55:10
I_00002334_00002447_frgp13,impostor,13,right,00002334,00002447,B,B,B,True,1.384,claude-opus-4-8,task_description,2026-06-20T22:55:11
I_00002325_00002399_frgp14,impostor,14,left,00002325,00002399,B,B,B,True,1.164,claude-opus-4-8,task_description,2026-06-20T22:55:12
I_00002303_00002327_frgp13,impostor,13,right,00002303,00002327,B,B,B,True,1.195,claude-opus-4-8,task_description,2026-06-20T22:55:14
I_00002304_00002375_frgp14,impostor,14,left,00002304,00002375,B,B,B,True,1.158,claude-opus-4-8,task_description,2026-06-20T22:55:15
I_00002356_00002386_frgp14,impostor,14,left,00002356,00002386,B,B,B,True,1.999,claude-opus-4-8,task_description,2026-06-20T22:55:17
I_00002369_00002374_frgp13,impostor,13,right,00002369,00002374,B,B,B,True,1.163,claude-opus-4-8,task_description,2026-06-20T22:55:18
I_00002352_00002369_frgp14,impostor,14,left,00002352,00002369,B,A,A,False,5.382,claude-opus-4-8,task_description,2026-06-20T22:55:23
I_00002344_00002428_frgp14,impostor,14,left,00002344,00002428,B,A,A,False,4.438,claude-opus-4-8,task_description,2026-06-20T22:55:28
I_00002328_00002398_frgp13,impostor,13,right,00002328,00002398,B,B,B,True,1.366,claude-opus-4-8,task_description,2026-06-20T22:55:29
I_00002356_00002383_frgp14,impostor,14,left,00002356,00002383,B,A,A,False,1.204,claude-opus-4-8,task_description,2026-06-20T22:55:30
I_00002357_00002407_frgp13,impostor,13,right,00002357,00002407,B,A,A,False,1.474,claude-opus-4-8,task_description,2026-06-20T22:55:32
I_00002415_00002455_frgp14,impostor,14,left,00002415,00002455,B,B,B,True,1.159,claude-opus-4-8,task_description,2026-06-20T22:55:33
I_00002312_00002425_frgp14,impostor,14,left,00002312,00002425,B,B,B,True,2.361,claude-opus-4-8,task_description,2026-06-20T22:55:35
I_00002388_00002399_frgp13,impostor,13,right,00002388,00002399,B,A,A,False,1.217,claude-opus-4-8,task_description,2026-06-20T22:55:37
I_00002349_00002362_frgp13,impostor,13,right,00002349,00002362,B,B,B,True,1.128,claude-opus-4-8,task_description,2026-06-20T22:55:38
I_00002344_00002408_frgp13,impostor,13,right,00002344,00002408,B,B,B,True,1.639,claude-opus-4-8,task_description,2026-06-20T22:55:39
I_00002332_00002423_frgp14,impostor,14,left,00002332,00002423,B,A,A,False,1.383,claude-opus-4-8,task_description,2026-06-20T22:55:41
I_00002369_00002424_frgp14,impostor,14,left,00002369,00002424,B,A,A,False,3.543,claude-opus-4-8,task_description,2026-06-20T22:55:44
I_00002327_00002349_frgp14,impostor,14,left,00002327,00002349,B,A,A,False,1.773,claude-opus-4-8,task_description,2026-06-20T22:55:46
I_00002332_00002398_frgp13,impostor,13,right,00002332,00002398,B,B,B,True,1.237,claude-opus-4-8,task_description,2026-06-20T22:55:47
I_00002376_00002396_frgp13,impostor,13,right,00002376,00002396,B,A,A,False,2.507,claude-opus-4-8,task_description,2026-06-20T22:55:50
I_00002304_00002395_frgp13,impostor,13,right,00002304,00002395,B,A,A,False,1.142,claude-opus-4-8,task_description,2026-06-20T22:55:51
I_00002317_00002368_frgp14,impostor,14,left,00002317,00002368,B,A,A,False,1.171,claude-opus-4-8,task_description,2026-06-20T22:55:52
I_00002330_00002381_frgp14,impostor,14,left,00002330,00002381,B,B,B,True,1.273,claude-opus-4-8,task_description,2026-06-20T22:55:53
I_00002314_00002374_frgp14,impostor,14,left,00002314,00002374,B,B,B,True,1.658,claude-opus-4-8,task_description,2026-06-20T22:55:55
