pair_id,label,category,device_pair,subject1,subject2,hand1,hand2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
G_43_13_14353,mated,primary_genuine,na,43,43,13,13,A,75,75,0.262,internvl3,similarity_score,2026-09-05T19:10:41
G_923_13_16063,mated,primary_genuine,na,923,923,13,13,A,85,85,0.263,internvl3,similarity_score,2026-09-05T19:10:41
G_127_14_10171,mated,primary_genuine,na,127,127,14,14,A,85,85,0.265,internvl3,similarity_score,2026-09-05T19:10:41
D_051_45,non-mated,diagnostic_impostor,na,051,051,13,14,B,75,75,0.27,internvl3,similarity_score,2026-09-05T19:10:42
G_197_14_11779,mated,primary_genuine,na,197,197,14,14,A,85,85,0.262,internvl3,similarity_score,2026-09-05T19:10:42
G_018_14_1489,mated,primary_genuine,na,018,018,14,14,A,95,95,0.269,internvl3,similarity_score,2026-09-05T19:10:42
I_049_901_14,non-mated,primary_impostor,na,049,901,14,14,B,85,85,0.266,internvl3,similarity_score,2026-09-05T19:10:42
I_36_67_13,non-mated,primary_impostor,na,36,67,13,13,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:10:43
I_146_194_13,non-mated,primary_impostor,na,146,194,13,13,B,75,75,0.265,internvl3,similarity_score,2026-09-05T19:10:43
D_279_230,non-mated,diagnostic_impostor,na,279,279,13,14,B,85,85,0.266,internvl3,similarity_score,2026-09-05T19:10:43
I_013_919_13,non-mated,primary_impostor,na,013,919,13,13,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:10:43
D_094_86,non-mated,diagnostic_impostor,na,094,094,13,14,B,85,85,0.271,internvl3,similarity_score,2026-09-05T19:10:44
D_158_138,non-mated,diagnostic_impostor,na,158,158,13,14,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:10:44
I_057_909_14,non-mated,primary_impostor,na,057,909,14,14,B,85,85,0.267,internvl3,similarity_score,2026-09-05T19:10:44
D_099_90,non-mated,diagnostic_impostor,na,099,099,13,14,B,75,75,0.269,internvl3,similarity_score,2026-09-05T19:10:44
G_125_13_10127,mated,primary_genuine,na,125,125,13,13,A,75,75,0.262,internvl3,similarity_score,2026-09-05T19:10:45
I_048_22_13,non-mated,primary_impostor,na,048,22,13,13,B,65,65,0.266,internvl3,similarity_score,2026-09-05T19:10:45
G_156_13_10789,mated,primary_genuine,na,156,156,13,13,A,85,85,0.262,internvl3,similarity_score,2026-09-05T19:10:45
I_42_939_14,non-mated,primary_impostor,na,42,939,14,14,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:10:46
I_164_279_14,non-mated,primary_impostor,na,164,279,14,14,B,60,60,0.265,internvl3,similarity_score,2026-09-05T19:10:46
I_007_253_13,non-mated,primary_impostor,na,007,253,13,13,B,85,85,0.267,internvl3,similarity_score,2026-09-05T19:10:46
I_902_919_14,non-mated,primary_impostor,na,902,919,14,14,B,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:46
I_100_189_13,non-mated,primary_impostor,na,100,189,13,13,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:10:47
G_122_13_10044,mated,primary_genuine,na,122,122,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:47
I_024_130_13,non-mated,primary_impostor,na,024,130,13,13,B,65,65,0.277,internvl3,similarity_score,2026-09-05T19:10:47
G_284_14_13708,mated,primary_genuine,na,284,284,14,14,A,85,85,0.276,internvl3,similarity_score,2026-09-05T19:10:47
D_228_195,non-mated,diagnostic_impostor,na,228,228,13,14,B,75,75,0.279,internvl3,similarity_score,2026-09-05T19:10:48
D_016_14,non-mated,diagnostic_impostor,na,016,016,13,14,B,85,85,0.284,internvl3,similarity_score,2026-09-05T19:10:48
I_123_932_14,non-mated,primary_impostor,na,123,932,14,14,B,75,75,0.277,internvl3,similarity_score,2026-09-05T19:10:48
D_101_92,non-mated,diagnostic_impostor,na,101,101,13,14,B,85,85,0.287,internvl3,similarity_score,2026-09-05T19:10:49
G_026_13_2176,mated,primary_genuine,na,026,026,13,13,A,85,85,0.285,internvl3,similarity_score,2026-09-05T19:10:49
D_35_248,non-mated,diagnostic_impostor,na,35,35,13,14,B,75,75,0.27,internvl3,similarity_score,2026-09-05T19:10:49
I_055_932_14,non-mated,primary_impostor,na,055,932,14,14,B,75,75,0.266,internvl3,similarity_score,2026-09-05T19:10:49
G_159_13_10878,mated,primary_genuine,na,159,159,13,13,A,75,75,0.263,internvl3,similarity_score,2026-09-05T19:10:50
I_026_051_14,non-mated,primary_impostor,na,026,051,14,14,B,85,85,0.269,internvl3,similarity_score,2026-09-05T19:10:50
G_127_13_10162,mated,primary_genuine,na,127,127,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:50
I_013_175_14,non-mated,primary_impostor,na,013,175,14,14,B,65,65,0.268,internvl3,similarity_score,2026-09-05T19:10:50
G_905_13_15522,mated,primary_genuine,na,905,905,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:51
I_907_922_14,non-mated,primary_impostor,na,907,922,14,14,B,85,85,0.263,internvl3,similarity_score,2026-09-05T19:10:51
G_194_13_11703,mated,primary_genuine,na,194,194,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:51
D_132_120,non-mated,diagnostic_impostor,na,132,132,13,14,B,75,75,0.265,internvl3,similarity_score,2026-09-05T19:10:51
G_196_14_11755,mated,primary_genuine,na,196,196,14,14,A,75,75,0.264,internvl3,similarity_score,2026-09-05T19:10:52
G_929_14_16265,mated,primary_genuine,na,929,929,14,14,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:52
G_240_13_12731,mated,primary_genuine,na,240,240,13,13,A,75,75,0.263,internvl3,similarity_score,2026-09-05T19:10:52
G_47_14_14464,mated,primary_genuine,na,47,47,14,14,A,85,85,0.263,internvl3,similarity_score,2026-09-05T19:10:53
G_912_13_15765,mated,primary_genuine,na,912,912,13,13,A,75,75,0.263,internvl3,similarity_score,2026-09-05T19:10:53
D_157_137,non-mated,diagnostic_impostor,na,157,157,13,14,B,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:53
I_231_263_13,non-mated,primary_impostor,na,231,263,13,13,B,60,60,0.264,internvl3,similarity_score,2026-09-05T19:10:53
G_247_14_12927,mated,primary_genuine,na,247,247,14,14,A,85,85,0.266,internvl3,similarity_score,2026-09-05T19:10:54
I_005_81_14,non-mated,primary_impostor,na,005,81,14,14,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:10:54
D_59_270,non-mated,diagnostic_impostor,na,59,59,13,14,B,85,85,0.263,internvl3,similarity_score,2026-09-05T19:10:54
G_011_13_817,mated,primary_genuine,na,011,011,13,13,A,85,85,0.271,internvl3,similarity_score,2026-09-05T19:10:54
G_14_14_10714,mated,primary_genuine,na,14,14,14,14,A,85,85,0.268,internvl3,similarity_score,2026-09-05T19:10:55
I_074_218_13,non-mated,primary_impostor,na,074,218,13,13,B,75,75,0.269,internvl3,similarity_score,2026-09-05T19:10:55
I_197_241_14,non-mated,primary_impostor,na,197,241,14,14,B,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:55
G_271_13_13508,mated,primary_genuine,na,271,271,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:55
I_48_927_13,non-mated,primary_impostor,na,48,927,13,13,B,75,75,0.266,internvl3,similarity_score,2026-09-05T19:10:56
G_18_13_11603,mated,primary_genuine,na,18,18,13,13,A,85,85,0.268,internvl3,similarity_score,2026-09-05T19:10:56
D_110_101,non-mated,diagnostic_impostor,na,110,110,13,14,B,75,75,0.271,internvl3,similarity_score,2026-09-05T19:10:56
G_160_14_10920,mated,primary_genuine,na,160,160,14,14,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:10:57
I_913_914_14,non-mated,primary_impostor,na,913,914,14,14,B,60,60,0.264,internvl3,similarity_score,2026-09-05T19:10:57
D_903_295,non-mated,diagnostic_impostor,na,903,903,13,14,B,85,85,0.265,internvl3,similarity_score,2026-09-05T19:10:57
D_038_33,non-mated,diagnostic_impostor,na,038,038,13,14,B,75,75,0.27,internvl3,similarity_score,2026-09-05T19:10:57
D_079_71,non-mated,diagnostic_impostor,na,079,079,13,14,B,85,85,0.27,internvl3,similarity_score,2026-09-05T19:10:58
I_152_35_13,non-mated,primary_impostor,na,152,35,13,13,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:10:58
I_005_132_13,non-mated,primary_impostor,na,005,132,13,13,B,60,60,0.266,internvl3,similarity_score,2026-09-05T19:10:58
I_088_149_13,non-mated,primary_impostor,na,088,149,13,13,B,85,85,0.268,internvl3,similarity_score,2026-09-05T19:10:58
D_94_333,non-mated,diagnostic_impostor,na,94,94,13,14,B,75,75,0.262,internvl3,similarity_score,2026-09-05T19:10:59
D_066_60,non-mated,diagnostic_impostor,na,066,066,13,14,B,75,75,0.268,internvl3,similarity_score,2026-09-05T19:10:59
I_067_077_14,non-mated,primary_impostor,na,067,077,14,14,B,65,65,0.269,internvl3,similarity_score,2026-09-05T19:10:59
D_88_289,non-mated,diagnostic_impostor,na,88,88,13,14,B,60,60,0.264,internvl3,similarity_score,2026-09-05T19:10:59
I_027_163_13,non-mated,primary_impostor,na,027,163,13,13,B,75,75,0.271,internvl3,similarity_score,2026-09-05T19:11:00
G_031_14_2510,mated,primary_genuine,na,031,031,14,14,A,95,95,0.27,internvl3,similarity_score,2026-09-05T19:11:00
G_198_13_11796,mated,primary_genuine,na,198,198,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:11:00
I_158_931_13,non-mated,primary_impostor,na,158,931,13,13,B,60,60,0.263,internvl3,similarity_score,2026-09-05T19:11:01
G_071_14_5907,mated,primary_genuine,na,071,071,14,14,A,95,95,0.271,internvl3,similarity_score,2026-09-05T19:11:01
I_266_70_14,non-mated,primary_impostor,na,266,70,14,14,B,50,50,0.264,internvl3,similarity_score,2026-09-05T19:11:01
D_173_150,non-mated,diagnostic_impostor,na,173,173,13,14,B,60,60,0.264,internvl3,similarity_score,2026-09-05T19:11:01
I_156_280_13,non-mated,primary_impostor,na,156,280,13,13,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:11:02
I_055_36_13,non-mated,primary_impostor,na,055,36,13,13,B,75,75,0.266,internvl3,similarity_score,2026-09-05T19:11:02
G_046_13_3632,mated,primary_genuine,na,046,046,13,13,A,85,85,0.269,internvl3,similarity_score,2026-09-05T19:11:02
G_109_14_9407,mated,primary_genuine,na,109,109,14,14,A,85,85,0.269,internvl3,similarity_score,2026-09-05T19:11:02
G_51_14_14610,mated,primary_genuine,na,51,51,14,14,A,20,20,0.265,internvl3,similarity_score,2026-09-05T19:11:03
G_27_13_13568,mated,primary_genuine,na,27,27,13,13,A,85,85,0.265,internvl3,similarity_score,2026-09-05T19:11:03
I_049_81_14,non-mated,primary_impostor,na,049,81,14,14,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:11:03
G_057_13_4601,mated,primary_genuine,na,057,057,13,13,A,85,85,0.27,internvl3,similarity_score,2026-09-05T19:11:03
D_258_218,non-mated,diagnostic_impostor,na,258,258,13,14,B,75,75,0.266,internvl3,similarity_score,2026-09-05T19:11:04
G_904_14_15508,mated,primary_genuine,na,904,904,14,14,A,75,75,0.263,internvl3,similarity_score,2026-09-05T19:11:04
I_100_279_14,non-mated,primary_impostor,na,100,279,14,14,B,2,2,0.254,internvl3,similarity_score,2026-09-05T19:11:04
D_68_279,non-mated,diagnostic_impostor,na,68,68,13,14,B,85,85,0.263,internvl3,similarity_score,2026-09-05T19:11:05
D_240_203,non-mated,diagnostic_impostor,na,240,240,13,14,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:11:05
G_907_13_15583,mated,primary_genuine,na,907,907,13,13,A,85,85,0.262,internvl3,similarity_score,2026-09-05T19:11:05
G_927_13_16188,mated,primary_genuine,na,927,927,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:11:05
I_11_924_13,non-mated,primary_impostor,na,11,924,13,13,B,60,60,0.264,internvl3,similarity_score,2026-09-05T19:11:06
I_240_918_14,non-mated,primary_impostor,na,240,918,14,14,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:11:06
G_284_13_13695,mated,primary_genuine,na,284,284,13,13,A,85,85,0.263,internvl3,similarity_score,2026-09-05T19:11:06
I_4_47_13,non-mated,primary_impostor,na,4,47,13,13,B,60,60,0.265,internvl3,similarity_score,2026-09-05T19:11:06
G_181_13_11393,mated,primary_genuine,na,181,181,13,13,A,85,85,0.267,internvl3,similarity_score,2026-09-05T19:11:07
D_227_194,non-mated,diagnostic_impostor,na,227,227,13,14,B,60,60,0.265,internvl3,similarity_score,2026-09-05T19:11:07
G_96_13_16700,mated,primary_genuine,na,96,96,13,13,A,60,60,0.264,internvl3,similarity_score,2026-09-05T19:11:07
I_075_081_14,non-mated,primary_impostor,na,075,081,14,14,B,95,95,0.269,internvl3,similarity_score,2026-09-05T19:11:07
I_019_229_13,non-mated,primary_impostor,na,019,229,13,13,B,85,85,0.266,internvl3,similarity_score,2026-09-05T19:11:08
I_128_138_14,non-mated,primary_impostor,na,128,138,14,14,B,75,75,0.264,internvl3,similarity_score,2026-09-05T19:11:08
G_249_13_12978,mated,primary_genuine,na,249,249,13,13,A,75,75,0.263,internvl3,similarity_score,2026-09-05T19:11:08
I_080_181_14,non-mated,primary_impostor,na,080,181,14,14,B,60,60,0.268,internvl3,similarity_score,2026-09-05T19:11:08
I_021_917_13,non-mated,primary_impostor,na,021,917,13,13,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:11:09
D_233_200,non-mated,diagnostic_impostor,na,233,233,13,14,B,50,50,0.265,internvl3,similarity_score,2026-09-05T19:11:09
G_053_13_4271,mated,primary_genuine,na,053,053,13,13,A,85,85,0.272,internvl3,similarity_score,2026-09-05T19:11:09
I_223_53_13,non-mated,primary_impostor,na,223,53,13,13,B,75,75,0.268,internvl3,similarity_score,2026-09-05T19:11:10
G_279_14_13557,mated,primary_genuine,na,279,279,14,14,A,75,75,0.266,internvl3,similarity_score,2026-09-05T19:11:10
D_129_118,non-mated,diagnostic_impostor,na,129,129,13,14,B,75,75,0.268,internvl3,similarity_score,2026-09-05T19:11:10
I_084_163_14,non-mated,primary_impostor,na,084,163,14,14,B,85,85,0.267,internvl3,similarity_score,2026-09-05T19:11:10
G_015_14_1230,mated,primary_genuine,na,015,015,14,14,A,85,85,0.271,internvl3,similarity_score,2026-09-05T19:11:11
G_057_14_4669,mated,primary_genuine,na,057,057,14,14,A,85,85,0.271,internvl3,similarity_score,2026-09-05T19:11:11
G_098_14_8073,mated,primary_genuine,na,098,098,14,14,A,20,20,0.269,internvl3,similarity_score,2026-09-05T19:11:11
G_043_13_3371,mated,primary_genuine,na,043,043,13,13,A,85,85,0.27,internvl3,similarity_score,2026-09-05T19:11:11
I_216_931_13,non-mated,primary_impostor,na,216,931,13,13,B,60,60,0.265,internvl3,similarity_score,2026-09-05T19:11:12
G_144_14_10558,mated,primary_genuine,na,144,144,14,14,A,85,85,0.266,internvl3,similarity_score,2026-09-05T19:11:12
G_76_13_15198,mated,primary_genuine,na,76,76,13,13,A,85,85,0.265,internvl3,similarity_score,2026-09-05T19:11:12
I_048_915_13,non-mated,primary_impostor,na,048,915,13,13,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:11:13
G_66_13_14998,mated,primary_genuine,na,66,66,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:11:13
D_292_242,non-mated,diagnostic_impostor,na,292,292,13,14,B,75,75,0.266,internvl3,similarity_score,2026-09-05T19:11:13
G_263_13_13332,mated,primary_genuine,na,263,263,13,13,A,50,50,0.264,internvl3,similarity_score,2026-09-05T19:11:13
I_087_24_14,non-mated,primary_impostor,na,087,24,14,14,B,75,75,0.266,internvl3,similarity_score,2026-09-05T19:11:14
G_010_14_801,mated,primary_genuine,na,010,010,14,14,A,95,95,0.274,internvl3,similarity_score,2026-09-05T19:11:14
D_074_67,non-mated,diagnostic_impostor,na,074,074,13,14,B,85,85,0.269,internvl3,similarity_score,2026-09-05T19:11:14
I_012_049_14,non-mated,primary_impostor,na,012,049,14,14,B,85,85,0.27,internvl3,similarity_score,2026-09-05T19:11:14
I_230_930_13,non-mated,primary_impostor,na,230,930,13,13,B,60,60,0.265,internvl3,similarity_score,2026-09-05T19:11:15
I_054_222_14,non-mated,primary_impostor,na,054,222,14,14,B,85,85,0.271,internvl3,similarity_score,2026-09-05T19:11:15
I_116_118_14,non-mated,primary_impostor,na,116,118,14,14,B,95,95,0.266,internvl3,similarity_score,2026-09-05T19:11:15
D_225_192,non-mated,diagnostic_impostor,na,225,225,13,14,B,85,85,0.264,internvl3,similarity_score,2026-09-05T19:11:15
I_112_156_13,non-mated,primary_impostor,na,112,156,13,13,B,75,75,0.263,internvl3,similarity_score,2026-09-05T19:11:16
D_904_296,non-mated,diagnostic_impostor,na,904,904,13,14,B,60,60,0.265,internvl3,similarity_score,2026-09-05T19:11:16
I_180_181_14,non-mated,primary_impostor,na,180,181,14,14,B,85,85,0.266,internvl3,similarity_score,2026-09-05T19:11:16
G_241_13_12756,mated,primary_genuine,na,241,241,13,13,A,85,85,0.263,internvl3,similarity_score,2026-09-05T19:11:17
G_49_13_14509,mated,primary_genuine,na,49,49,13,13,A,85,85,0.264,internvl3,similarity_score,2026-09-05T19:11:17
G_060_14_4907,mated,primary_genuine,na,060,060,14,14,A,85,85,0.271,internvl3,similarity_score,2026-09-05T19:11:17
G_174_13_11236,mated,primary_genuine,na,174,174,13,13,A,85,85,0.263,internvl3,similarity_score,2026-09-05T19:11:17
I_245_40_14,non-mated,primary_impostor,na,245,40,14,14,B,75,75,0.264,internvl3,similarity_score,2026-09-05T19:11:18
I_198_224_14,non-mated,primary_impostor,na,198,224,14,14,B,85,85,0.265,internvl3,similarity_score,2026-09-05T19:11:18
I_237_43_14,non-mated,primary_impostor,na,237,43,14,14,B,60,60,0.265,internvl3,similarity_score,2026-09-05T19:11:18
G_025_13_2084,mated,primary_genuine,na,025,025,13,13,A,85,85,0.271,internvl3,similarity_score,2026-09-05T19:11:18
D_43_257,non-mated,diagnostic_impostor,na,43,43,13,14,B,50,50,0.263,internvl3,similarity_score,2026-09-05T19:11:19
G_928_14_16226,mated,primary_genuine,na,928,928,14,14,A,75,75,0.264,internvl3,similarity_score,2026-09-05T19:11:19
G_035_13_2823,mated,primary_genuine,na,035,035,13,13,A,85,85,0.271,internvl3,similarity_score,2026-09-05T19:11:19
I_048_216_13,non-mated,primary_impostor,na,048,216,13,13,B,85,85,0.267,internvl3,similarity_score,2026-09-05T19:11:19
I_014_76_13,non-mated,primary_impostor,na,014,76,13,13,B,75,75,0.268,internvl3,similarity_score,2026-09-05T19:11:20
I_111_904_14,non-mated,primary_impostor,na,111,904,14,14,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:11:20
G_177_14_11308,mated,primary_genuine,na,177,177,14,14,A,75,75,0.264,internvl3,similarity_score,2026-09-05T19:11:20
I_064_074_14,non-mated,primary_impostor,na,064,074,14,14,B,65,65,0.268,internvl3,similarity_score,2026-09-05T19:11:21
I_241_252_14,non-mated,primary_impostor,na,241,252,14,14,B,75,75,0.264,internvl3,similarity_score,2026-09-05T19:11:21
D_103_94,non-mated,diagnostic_impostor,na,103,103,13,14,B,75,75,0.269,internvl3,similarity_score,2026-09-05T19:11:21
D_071_65,non-mated,diagnostic_impostor,na,071,071,13,14,B,85,85,0.27,internvl3,similarity_score,2026-09-05T19:11:21
G_248_13_12935,mated,primary_genuine,na,248,248,13,13,A,85,85,0.265,internvl3,similarity_score,2026-09-05T19:11:22
G_68_13_15046,mated,primary_genuine,na,68,68,13,13,A,85,85,0.263,internvl3,similarity_score,2026-09-05T19:11:22
G_184_14_11491,mated,primary_genuine,na,184,184,14,14,A,95,95,0.263,internvl3,similarity_score,2026-09-05T19:11:22
D_226_193,non-mated,diagnostic_impostor,na,226,226,13,14,B,75,75,0.262,internvl3,similarity_score,2026-09-05T19:11:22
I_061_288_13,non-mated,primary_impostor,na,061,288,13,13,B,85,85,0.267,internvl3,similarity_score,2026-09-05T19:11:23
I_008_60_13,non-mated,primary_impostor,na,008,60,13,13,B,75,75,0.266,internvl3,similarity_score,2026-09-05T19:11:23
I_191_237_13,non-mated,primary_impostor,na,191,237,13,13,B,75,75,0.264,internvl3,similarity_score,2026-09-05T19:11:23
I_158_226_14,non-mated,primary_impostor,na,158,226,14,14,B,60,60,0.264,internvl3,similarity_score,2026-09-05T19:11:23
I_090_102_13,non-mated,primary_impostor,na,090,102,13,13,B,85,85,0.269,internvl3,similarity_score,2026-09-05T19:11:24
I_117_918_13,non-mated,primary_impostor,na,117,918,13,13,B,65,65,0.273,internvl3,similarity_score,2026-09-05T19:11:24
G_270_13_13483,mated,primary_genuine,na,270,270,13,13,A,85,85,0.276,internvl3,similarity_score,2026-09-05T19:11:24
G_299_13_13963,mated,primary_genuine,na,299,299,13,13,A,85,85,0.279,internvl3,similarity_score,2026-09-05T19:11:25
G_266_14_13377,mated,primary_genuine,na,266,266,14,14,A,75,75,0.277,internvl3,similarity_score,2026-09-05T19:11:25
I_062_132_14,non-mated,primary_impostor,na,062,132,14,14,B,75,75,0.282,internvl3,similarity_score,2026-09-05T19:11:25
G_279_13_13541,mated,primary_genuine,na,279,279,13,13,A,75,75,0.281,internvl3,similarity_score,2026-09-05T19:11:25
I_094_96_13,non-mated,primary_impostor,na,094,96,13,13,B,75,75,0.282,internvl3,similarity_score,2026-09-05T19:11:26
I_36_921_14,non-mated,primary_impostor,na,36,921,14,14,B,85,85,0.273,internvl3,similarity_score,2026-09-05T19:11:26
I_097_27_13,non-mated,primary_impostor,na,097,27,13,13,B,75,75,0.267,internvl3,similarity_score,2026-09-05T19:11:26
D_048_42,non-mated,diagnostic_impostor,na,048,048,13,14,B,85,85,0.273,internvl3,similarity_score,2026-09-05T19:11:26
G_919_13_15982,mated,primary_genuine,na,919,919,13,13,A,75,75,0.265,internvl3,similarity_score,2026-09-05T19:11:27
