pair_id,label,category,device_pair,subject1,subject2,hand1,hand2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
I_83_908_13,non-mated,primary_impostor,na,83,908,13,13,B,,Finger fing dact in the same as the same.,0.816,pixtral,similarity_score,2026-09-08T21:09:45
I_010_173_13,non-mated,primary_impostor,na,010,173,13,13,B,20,"20
  30% confident (the completely certain)
 40

## Fingerprinting the ridge is 700%",1.202,pixtral,similarity_score,2026-09-08T21:09:46
D_004_2,non-mated,diagnostic_impostor,na,004,004,13,14,B,,"collection members larger in paper prints fingerprints parts tip at dated Sir Park Smiths in there sizes of eight stages various second  various largest large ofFf unique.

How antique is

What children in labeled labels toes from lower from bottom te also numerical ridge,",1.599,pixtral,similarity_score,2026-09-08T21:09:48
G_212_13_12077,mated,primary_genuine,na,212,212,13,13,A,7,7.,0.639,pixtral,similarity_score,2026-09-08T21:09:48
G_270_14_13504,mated,primary_genuine,na,270,270,14,14,A,2,"2
  30% confident (the number is 40%% confidential the images.

I'might, and 2

  4",1.217,pixtral,similarity_score,2026-09-08T21:09:50
G_42_13_14322,mated,primary_genuine,na,42,42,13,13,A,,"Explain the question, explain what is happening here?",0.788,pixtral,similarity_score,2026-09-08T21:09:50
D_128_117,non-mated,diagnostic_impostor,na,128,128,13,14,B,,"I'm sorry, but I don't know how to analyze multiple images. Can you help me understand?",0.985,pixtral,similarity_score,2026-09-08T21:09:51
G_934_14_16443,mated,primary_genuine,na,934,934,14,14,A,2,2.,0.636,pixtral,similarity_score,2026-09-08T21:09:52
I_059_900_13,non-mated,primary_impostor,na,059,900,13,13,B,20,"20
  finger (com",0.771,pixtral,similarity_score,2026-09-08T21:09:53
I_31_82_14,non-mated,primary_impostor,na,31,82,14,14,B,,"To analyze whether two fingerprint images match, we need to compare their unique characteristics—the ridges, deltas, minutiae, and core features like pattern, location, and flow within each print. Here's how:

```python
from sklearn.metrics import RidgeFlow

def examine_fingerprints(fingers):
    # Compare all ten points in both prints
    for point in range(ridge_flow):

        if abs(point): 
            # Check if this point matches another by",2.422,pixtral,similarity_score,2026-09-08T21:09:55
I_034_181_14,non-mated,primary_impostor,na,034,181,14,14,B,,(or,0.619,pixtral,similarity_score,2026-09-08T21:09:56
G_033_13_2634,mated,primary_genuine,na,033,033,13,13,A,20,"20
  40%confident (completion the same as well as it does.",1.008,pixtral,similarity_score,2026-09-08T21:09:57
I_136_263_13,non-mated,primary_impostor,na,136,263,13,13,B,70,"The question is about the 70% confident (it does not include anything else).

What do you think? The answer is about how many fingers (the 80%% correct (it's the 90%% incorrect
  20%%confident (it doesn't the 30%%correct (it isn't the

Do you think?
The answer is to identify the 40%%incorrect (it can be used for the 5%%",2.422,pixtral,similarity_score,2026-09-08T21:09:59
G_160_13_10911,mated,primary_genuine,na,160,160,13,13,A,20,20 =,0.676,pixtral,similarity_score,2026-09-08T21:10:00
G_12_13_10249,mated,primary_genuine,na,12,12,13,13,A,,>,0.598,pixtral,similarity_score,2026-09-08T21:10:01
I_006_044_14,non-mated,primary_impostor,na,006,044,14,14,B,2,2% confident (the).,0.738,pixtral,similarity_score,2026-09-08T21:10:01
D_218_186,non-mated,diagnostic_impostor,na,218,218,13,14,B,4,The following is 4%confident the number.,0.792,pixtral,similarity_score,2026-09-08T21:10:02
D_39_252,non-mated,diagnostic_impostor,na,39,39,13,14,B,,,0.597,pixtral,similarity_score,2026-09-08T21:10:03
I_229_916_13,non-mated,primary_impostor,na,229,916,13,13,B,,Finger prints,0.636,pixtral,similarity_score,2026-09-08T21:10:03
G_049_14_3960,mated,primary_genuine,na,049,049,14,14,A,,"I

How can compare at the end of the wall art
What is the process comparing of various as labeled prints of ten types of fingers?
finger marta?

Can you please human thumbprint by Jeremy Eames.",1.452,pixtral,similarity_score,2026-09-08T21:10:05
D_918_310,non-mated,diagnostic_impostor,na,918,918,13,14,B,70,70%,0.674,pixtral,similarity_score,2026-09-08T21:10:05
G_43_13_14353,mated,primary_genuine,na,43,43,13,13,A,20,"Do not include the number of
  20%",0.809,pixtral,similarity_score,2026-09-08T21:10:06
G_923_13_16063,mated,primary_genuine,na,923,923,13,13,A,20,20%,0.676,pixtral,similarity_score,2026-09-08T21:10:07
G_127_14_10171,mated,primary_genuine,na,127,127,14,14,A,,I have been larger black and white background image is smallest five sets six distinct prints of.,0.927,pixtral,similarity_score,2026-09-08T21:10:08
D_051_45,non-mated,diagnostic_impostor,na,051,051,13,14,B,2,"2
  30%%

I am looking for the number.",0.912,pixtral,similarity_score,2026-09-08T21:10:09
G_197_14_11779,mated,primary_genuine,na,197,197,14,14,A,3,3.,0.635,pixtral,similarity_score,2026-09-08T21:10:09
G_018_14_1489,mated,primary_genuine,na,018,018,14,14,A,,"Can a bigger and five members of this Finger prints in black and dot through Piro Art\pi we before z family foot four fingerprints

How art ever funny lined five persons of one embryo, pregnancy announcement, by  vector ba at beh illustration wh drawing varying as by ink drawings of.

What is unique,f thumbyb four fingers growing.

I Different from tiny baby's I son pe, at growth how our family of

Here fingerprint of four different adult from progression",2.428,pixtral,similarity_score,2026-09-08T21:10:12
I_049_901_14,non-mated,primary_impostor,na,049,901,14,14,B,7,"or
  7.",0.696,pixtral,similarity_score,2026-09-08T21:10:13
I_36_67_13,non-mated,primary_impostor,na,36,67,13,13,B,70,70%,0.654,pixtral,similarity_score,2026-09-08T21:10:13
I_146_194_13,non-mated,primary_impostor,na,146,194,13,13,B,,Explain the number of the person.,0.735,pixtral,similarity_score,2026-09-08T21:10:14
D_279_230,non-mated,diagnostic_impostor,na,279,279,13,14,B,20,"20% confident (the images are the
  30",0.891,pixtral,similarity_score,2026-09-08T21:10:15
I_013_919_13,non-mated,primary_impostor,na,013,919,13,13,B,30,"30% confident (the same person).

What is it?",0.85,pixtral,similarity_score,2026-09-08T21:10:16
D_094_86,non-mated,diagnostic_impostor,na,094,094,13,14,B,2,2.,0.642,pixtral,similarity_score,2026-09-08T21:10:16
D_158_138,non-mated,diagnostic_impostor,na,158,158,13,14,B,3,3.,0.672,pixtral,similarity_score,2026-09-08T21:10:17
I_057_909_14,non-mated,primary_impostor,na,057,909,14,14,B,20,20%,0.676,pixtral,similarity_score,2026-09-08T21:10:18
D_099_90,non-mated,diagnostic_impostor,na,099,099,13,14,B,,,0.583,pixtral,similarity_score,2026-09-08T21:10:18
G_125_13_10127,mated,primary_genuine,na,125,125,13,13,A,,"To analyze the similarity of two fingerprint images, you can use the `structure similar` function. This finds the unique characteristics common to both inputs, and scores how many common characteristics exist between them. Here, we compare the similarity scores of all pairs of fingers, and determine which pair has the highest similarity scores.

For example, our goal is to distinguish whether these two SLap images capture the same hand. We'll use structure similar to check if their pattern, ending, ridges,",2.419,pixtral,similarity_score,2026-09-08T21:10:21
I_048_22_13,non-mated,primary_impostor,na,048,22,13,13,B,2,"2

### Your task: I am here to provide information about how to compare these prints.",0.964,pixtral,similarity_score,2026-09-08T21:10:22
G_156_13_10789,mated,primary_genuine,na,156,156,13,13,A,,"I'm sorry, but I can't provide details.",0.787,pixtral,similarity_score,2026-09-08T21:10:22
I_42_939_14,non-mated,primary_impostor,na,42,939,14,14,B,70,70%,0.674,pixtral,similarity_score,2026-09-08T21:10:23
I_164_279_14,non-mated,primary_impostor,na,164,279,14,14,B,,"[Finger prints]
[[As * wh animal Sol

##### What is the adult
[Fing][Fam]

###[F]

The uniqueness of smaller family's small vector Fre big toe human handprints in black and white background.

**[Fengfinger:

I am mother father, bottom left mon2 newborns different unique showing family print,",2.047,pixtral,similarity_score,2026-09-08T21:10:25
I_007_253_13,non-mated,primary_impostor,na,007,253,13,13,B,2,"2
  40%",0.756,pixtral,similarity_score,2026-09-08T21:10:26
I_902_919_14,non-mated,primary_impostor,na,902,919,14,14,B,,Explain the images.,0.673,pixtral,similarity_score,2026-09-08T21:10:27
I_100_189_13,non-mated,primary_impostor,na,100,189,13,13,B,20,20%,0.676,pixtral,similarity_score,2026-09-08T21:10:27
G_122_13_10044,mated,primary_genuine,na,122,122,13,13,A,,"I'm sorry, but I don't know how to properly address this issue.",0.889,pixtral,similarity_score,2026-09-08T21:10:28
I_024_130_13,non-mated,primary_impostor,na,024,130,13,13,B,20,"20% confident (the
  30%%confident (completingly)
 40%% confidential (the

I'm sorry (the more than 70%% certain)
 5.",1.47,pixtral,similarity_score,2026-09-08T21:10:30
G_284_14_13708,mated,primary_genuine,na,284,284,14,14,A,,Explain with the word.,0.691,pixtral,similarity_score,2026-09-08T21:10:30
D_228_195,non-mated,diagnostic_impostor,na,228,228,13,14,B,,,0.577,pixtral,similarity_score,2026-09-08T21:10:31
D_016_14,non-mated,diagnostic_impostor,na,016,016,13,14,B,,What can be inferred by jane?,0.737,pixtral,similarity_score,2026-09-08T21:10:32
I_123_932_14,non-mated,primary_impostor,na,123,932,14,14,B,,How do I know this?,0.692,pixtral,similarity_score,2026-09-08T21:10:32
D_101_92,non-mated,diagnostic_impostor,na,101,101,13,14,B,70,The final answer is 70%,0.74,pixtral,similarity_score,2026-09-08T21:10:33
G_026_13_2176,mated,primary_genuine,na,026,026,13,13,A,,"I'm sorry, I can't help you analyze them.",0.816,pixtral,similarity_score,2026-09-08T21:10:34
D_35_248,non-mated,diagnostic_impostor,na,35,35,13,14,B,20,"the
  20%",0.713,pixtral,similarity_score,2026-09-08T21:10:35
I_055_932_14,non-mated,primary_impostor,na,055,932,14,14,B,20,"or the
  20%",0.733,pixtral,similarity_score,2026-09-08T21:10:35
G_159_13_10878,mated,primary_genuine,na,159,159,13,13,A,,Surely explain why it is true.,0.733,pixtral,similarity_score,2026-09-08T21:10:36
I_026_051_14,non-mated,primary_impostor,na,026,051,14,14,B,20,"20% confident (the images are the
  40

I'more confident (they are the",1.067,pixtral,similarity_score,2026-09-08T21:10:37
G_127_13_10162,mated,primary_genuine,na,127,127,13,13,A,,##,0.596,pixtral,similarity_score,2026-09-08T21:10:38
I_013_175_14,non-mated,primary_impostor,na,013,175,14,14,B,20,"20
  30",0.757,pixtral,similarity_score,2026-09-08T21:10:38
G_905_13_15522,mated,primary_genuine,na,905,905,13,13,A,20,20 =,0.655,pixtral,similarity_score,2026-09-08T21:10:39
I_907_922_14,non-mated,primary_impostor,na,907,922,14,14,B,,"The illustration footprints of
Do not include",0.754,pixtral,similarity_score,2026-09-08T21:10:40
G_194_13_11703,mated,primary_genuine,na,194,194,13,13,A,70,"the
  70%",0.712,pixtral,similarity_score,2026-09-08T21:10:41
D_132_120,non-mated,diagnostic_impostor,na,132,132,13,14,B,2,"Explain
the images are 2% confident (explanation)
 30% confident the number is 40%",1.08,pixtral,similarity_score,2026-09-08T21:10:42
G_196_14_11755,mated,primary_genuine,na,196,196,14,14,A,,"Certainly, I am an AI language model trained by Mistral AI.",0.875,pixtral,similarity_score,2026-09-08T21:10:42
G_929_14_16265,mated,primary_genuine,na,929,929,14,14,A,,"I have distinct prints sets five fingerprints, including fingerprints in wood.",0.866,pixtral,similarity_score,2026-09-08T21:10:43
G_240_13_12731,mated,primary_genuine,na,240,240,13,13,A,2,2,0.641,pixtral,similarity_score,2026-09-08T21:10:44
G_47_14_14464,mated,primary_genuine,na,47,47,14,14,A,,"As a **forensic**_analyst**expert**, I will be examining two **SLAP**images**. A **SLAp**image**captures four **fingers**(index, **middle), **ring,** little**)pressed simultaneously on **a**scanner**.

*Your *task*: Examining the ***ridge***flow***patterns*, ***ridge***

endings,, and the ***relative***shape***and***spacing***of***each*****",2.43,pixtral,similarity_score,2026-09-08T21:10:46
G_912_13_15765,mated,primary_genuine,na,912,912,13,13,A,2,"The 2% confident (the images are
from the same place.",0.869,pixtral,similarity_score,2026-09-08T21:10:47
D_157_137,non-mated,diagnostic_impostor,na,157,157,13,14,B,4,The term is 4.,0.694,pixtral,similarity_score,2026-09-08T21:10:48
I_231_263_13,non-mated,primary_impostor,na,231,263,13,13,B,,"As
>
I is.
>
F.",0.753,pixtral,similarity_score,2026-09-08T21:10:49
G_247_14_12927,mated,primary_genuine,na,247,247,14,14,A,20,"20% confident (the same as
 30%%confident (the

What is the difference between 40 and the same one.",1.198,pixtral,similarity_score,2026-09-08T21:10:50
I_005_81_14,non-mated,primary_impostor,na,005,81,14,14,B,20,20%,0.678,pixtral,similarity_score,2026-09-08T21:10:51
D_59_270,non-mated,diagnostic_impostor,na,59,59,13,14,B,20,"The three fingers (ridge), and the number of
  20% confident (the images are the

I am an expert in comparing fingerprints,
  30%% certain
  (the number of

Do not include the text, but it's the

The three prints),
and the number is from the

Do note any text,

but it's

The five fingers (idge),

and the numbers are from",2.285,pixtral,similarity_score,2026-09-08T21:10:53
G_011_13_817,mated,primary_genuine,na,011,011,13,13,A,,"Print from all  in  for small foot baby growing is ""by l family soon being arranged dressed feet and one by lin far EU  via  M je un smaller prints of_ shoes babies' | by a rings от wood art wall

The uniqueness, will be aged- di boot from M2, represents fingerprints with names soon as by L Er al pac, is unique
from represent represented forming Family soon  using. The capturing children's many;  T",2.422,pixtral,similarity_score,2026-09-08T21:10:55
G_14_14_10714,mated,primary_genuine,na,14,14,14,14,A,70,"70% confident (because they are 85%% certain
  90%%

I am happy with the numbers.",1.122,pixtral,similarity_score,2026-09-08T21:10:56
I_074_218_13,non-mated,primary_impostor,na,074,218,13,13,B,,"Explain the
with the number.",0.735,pixtral,similarity_score,2026-09-08T21:10:57
I_197_241_14,non-mated,primary_impostor,na,197,241,14,14,B,40,"40
  20",0.732,pixtral,similarity_score,2026-09-08T21:10:58
G_271_13_13508,mated,primary_genuine,na,271,271,13,13,A,4,4,0.617,pixtral,similarity_score,2026-09-08T21:10:59
I_48_927_13,non-mated,primary_impostor,na,48,927,13,13,B,70,70%,0.675,pixtral,similarity_score,2026-09-08T21:10:59
G_18_13_11603,mated,primary_genuine,na,18,18,13,13,A,20,"20
  30%",0.774,pixtral,similarity_score,2026-09-08T21:11:00
D_110_101,non-mated,diagnostic_impostor,na,110,110,13,14,B,,"The differences can be used ridges in the same as the same
I
This is important because how many types of prints?",1.073,pixtral,similarity_score,2026-09-08T21:11:01
G_160_14_10920,mated,primary_genuine,na,160,160,14,14,A,2,"2
  finger (the same person).
  30%
  40%",1.024,pixtral,similarity_score,2026-09-08T21:11:02
I_913_914_14,non-mated,primary_impostor,na,913,914,14,14,B,,"the number of items in the list.

## Answer

Explain with the word.",0.91,pixtral,similarity_score,2026-09-08T21:11:03
D_903_295,non-mated,diagnostic_impostor,na,903,903,13,14,B,2,"2
  40",0.734,pixtral,similarity_score,2026-09-08T21:11:04
D_038_33,non-mated,diagnostic_impostor,na,038,038,13,14,B,2,"2
 30% confident (the same person.)
 4.",0.895,pixtral,similarity_score,2026-09-08T21:11:05
D_079_71,non-mated,diagnostic_impostor,na,079,079,13,14,B,2,2.,0.642,pixtral,similarity_score,2026-09-08T21:11:05
I_152_35_13,non-mated,primary_impostor,na,152,35,13,13,B,2,"2
  30% confident (the same person).

What does this mean?",0.945,pixtral,similarity_score,2026-09-08T21:11:06
I_005_132_13,non-mated,primary_impostor,na,005,132,13,13,B,70,"The fingerprintings are 70% confident (the same person).

Do not include this text, or labels. The fingerprint is 80%confident (the person).
Explain the fingerprint pattern, or the same thing as the other things.",1.582,pixtral,similarity_score,2026-09-08T21:11:08
I_088_149_13,non-mated,primary_impostor,na,088,149,13,13,B,20,20% confident (the same as the number is 40%%,0.889,pixtral,similarity_score,2026-09-08T21:11:09
D_94_333,non-mated,diagnostic_impostor,na,94,94,13,14,B,20,"20% confident (explanation)
  .",0.808,pixtral,similarity_score,2026-09-08T21:11:09
D_066_60,non-mated,diagnostic_impostor,na,066,066,13,14,B,,An male tips human animals' identified several of five individual prints is by dots sets six hands Primage.,0.986,pixtral,similarity_score,2026-09-08T21:11:10
I_067_077_14,non-mated,primary_impostor,na,067,077,14,14,B,,This is a whims.,0.698,pixtral,similarity_score,2026-09-08T21:11:11
D_88_289,non-mated,diagnostic_impostor,na,88,88,13,14,B,,,0.576,pixtral,similarity_score,2026-09-08T21:11:12
I_027_163_13,non-mated,primary_impostor,na,027,163,13,13,B,,,0.581,pixtral,similarity_score,2026-09-08T21:11:12
G_031_14_2510,mated,primary_genuine,na,031,031,14,14,A,,"I am whit
The unique pattern is by hecking (a).
It's

Explain the question how many.",1.087,pixtral,similarity_score,2026-09-08T21:11:13
G_198_13_11796,mated,primary_genuine,na,198,198,13,13,A,2,2,0.616,pixtral,similarity_score,2026-09-08T21:11:14
I_158_931_13,non-mated,primary_impostor,na,158,931,13,13,B,70,"I am 70% confident (the images are 80% certain
The 90% is 123% confident the 40% are 55% certain

The 60% 7 is 8% confident in 95%.",1.699,pixtral,similarity_score,2026-09-08T21:11:16
G_071_14_5907,mated,primary_genuine,na,071,071,14,14,A,2,"The question is unique to the individual's
  2% confident (the images are the

I'may be the same as in the
 30%% confidential (the

images are the
same person.

Do not include this
 40%% certain (the
 5 means
you are the",1.847,pixtral,similarity_score,2026-09-08T21:11:18
I_266_70_14,non-mated,primary_impostor,na,266,70,14,14,B,2,"2
  30% confident (the same person.)
  40

I am an expert in fingerprint examining:

**Expert (the images.)",1.24,pixtral,similarity_score,2026-09-08T21:11:19
D_173_150,non-mated,diagnostic_impostor,na,173,173,13,14,B,75,"Explain the number of 75% confident
  20%%confident (certain)
 30 = %%% confident

The final answer is:

```Certainly, or labels. Explain the number 45% certain
 40 = %% confident
(Completely certain)
 55 = 80%% certain
(Confidently, 90%% certainly)
 60 = ???",2.305,pixtral,similarity_score,2026-09-08T21:11:21
I_156_280_13,non-mated,primary_impostor,na,156,280,13,13,B,,"I'm sorry, but I don't know how to do it. Can anyone help me understand what's going on?

Please provide more context or details about the question so I can better assist you.

---

If you could explain what's happening in more detail or give some background information, it would be easier for me to answer your question.",1.892,pixtral,similarity_score,2026-09-08T21:11:23
I_055_36_13,non-mated,primary_impostor,na,055,36,13,13,B,,Explain the images.,0.674,pixtral,similarity_score,2026-09-08T21:11:24
G_046_13_3632,mated,primary_genuine,na,046,046,13,13,A,,"As an expert in all ""F.",0.74,pixtral,similarity_score,2026-09-08T21:11:24
G_109_14_9407,mated,primary_genuine,na,109,109,14,14,A,2,2.,0.643,pixtral,similarity_score,2026-09-08T21:11:25
G_51_14_14610,mated,primary_genuine,na,51,51,14,14,A,2,2,0.676,pixtral,similarity_score,2026-09-08T21:11:26
G_27_13_13568,mated,primary_genuine,na,27,27,13,13,A,,,0.576,pixtral,similarity_score,2026-09-08T21:11:26
I_049_81_14,non-mated,primary_impostor,na,049,81,14,14,B,,"Do you have
the",0.676,pixtral,similarity_score,2026-09-08T21:11:27
G_057_13_4601,mated,primary_genuine,na,057,057,13,13,A,2,"2
  30% confident (the images are the

### 40%% consistent (they are the",1.07,pixtral,similarity_score,2026-09-08T21:11:28
D_258_218,non-mated,diagnostic_impostor,na,258,258,13,14,B,3,"An handprint hands of

###F[3 adult femalefot
image set isolated in black and white",1.006,pixtral,similarity_score,2026-09-08T21:11:29
G_904_14_15508,mated,primary_genuine,na,904,904,14,14,A,,"It seems like there's no text, but it doesn't seem like there is no text. It does look like there isn't any text. But if I don't have any text,

I'm sorry, but I can't help you find out what I mean. And when I do,
you'll know how much more
there is in the way

But if I say so, then I must be true. So let me tell you this:

There is no other than",2.416,pixtral,similarity_score,2026-09-08T21:11:31
I_100_279_14,non-mated,primary_impostor,na,100,279,14,14,B,,Then we can see how many more than one.,0.773,pixtral,similarity_score,2026-09-08T21:11:32
D_68_279,non-mated,diagnostic_impostor,na,68,68,13,14,B,75,The code is 75%,0.714,pixtral,similarity_score,2026-09-08T21:11:33
D_240_203,non-mated,diagnostic_impostor,na,240,240,13,14,B,,The code is used for identifying the specific individual in question.,0.808,pixtral,similarity_score,2026-09-08T21:11:34
G_907_13_15583,mated,primary_genuine,na,907,907,13,13,A,,"Based on the given names, but do not use any labels.",0.828,pixtral,similarity_score,2026-09-08T21:11:35
G_927_13_16188,mated,primary_genuine,na,927,927,13,13,A,20,20%,0.655,pixtral,similarity_score,2026-09-08T21:11:35
I_11_924_13,non-mated,primary_impostor,na,11,924,13,13,B,2,"Explain
2.",0.673,pixtral,similarity_score,2026-09-08T21:11:36
I_240_918_14,non-mated,primary_impostor,na,240,918,14,14,B,20,"20
  3.",0.749,pixtral,similarity_score,2026-09-08T21:11:37
G_284_13_13695,mated,primary_genuine,na,284,284,13,13,A,40,"the
  40

Explain (complea).",0.846,pixtral,similarity_score,2026-09-08T21:11:38
I_4_47_13,non-mated,primary_impostor,na,4,47,13,13,B,,Do be animal Ko L l partial latent five individual prints sets six fingerprints three children in isolated black and white background.,1.038,pixtral,similarity_score,2026-09-08T21:11:39
G_181_13_11393,mated,primary_genuine,na,181,181,13,13,A,20,20%,0.676,pixtral,similarity_score,2026-09-08T21:11:39
D_227_194,non-mated,diagnostic_impostor,na,227,227,13,14,B,1,1.,0.618,pixtral,similarity_score,2026-09-08T21:11:40
G_96_13_16700,mated,primary_genuine,na,96,96,13,13,A,,ill wh family of three members ac wood pine art represented consists smaller stages of small illustrations d prints ofAs dot ofTheCan raw detail dermatenI is black card F2 largest at white and decreasing showing forensicSet group con one.,1.486,pixtral,similarity_score,2026-09-08T21:11:41
I_075_081_14,non-mated,primary_impostor,na,075,081,14,14,B,,"The question ""Finger""",0.697,pixtral,similarity_score,2026-09-08T21:11:42
I_019_229_13,non-mated,primary_impostor,na,019,229,13,13,B,100,200% confident (the).,0.752,pixtral,similarity_score,2026-09-08T21:11:43
I_128_138_14,non-mated,primary_impostor,na,128,138,14,14,B,,"I'm sorry, but I'll try again.",0.768,pixtral,similarity_score,2026-09-08T21:11:44
G_249_13_12978,mated,primary_genuine,na,249,249,13,13,A,,,0.577,pixtral,similarity_score,2026-09-08T21:11:44
I_080_181_14,non-mated,primary_impostor,na,080,181,14,14,B,,"The term ""finger""",0.703,pixtral,similarity_score,2026-09-08T21:11:45
I_021_917_13,non-mated,primary_impostor,na,021,917,13,13,B,7,7.,0.638,pixtral,similarity_score,2026-09-08T21:11:46
D_233_200,non-mated,diagnostic_impostor,na,233,233,13,14,B,2,2.,0.656,pixtral,similarity_score,2026-09-08T21:11:46
G_053_13_4271,mated,primary_genuine,na,053,053,13,13,A,20,"20
  40% confident (they are the

###  30
The number of the number.",1.125,pixtral,similarity_score,2026-09-08T21:11:47
I_223_53_13,non-mated,primary_impostor,na,223,53,13,13,B,20,"20
finger (the number of
  30
  =",0.925,pixtral,similarity_score,2026-09-08T21:11:48
G_279_14_13557,mated,primary_genuine,na,279,279,14,14,A,20,"20% confident (the images are the
  30%%",0.91,pixtral,similarity_score,2026-09-08T21:11:49
D_129_118,non-mated,diagnostic_impostor,na,129,129,13,14,B,,"The code is used for
the code is the code,
for the code is
to identify the code as
that identifies the code
as being identified by
the other one
is the one
of this
one. Do include another text in
labeled by the other one

A third code is

a third code,

belted by

the third one

another. add yet again text inside it
adds something else here is

fourthings",2.421,pixtral,similarity_score,2026-09-08T21:11:52
I_084_163_14,non-mated,primary_impostor,na,084,163,14,14,B,,"Explain the images, or labels.",0.732,pixtral,similarity_score,2026-09-08T21:11:52
G_015_14_1230,mated,primary_genuine,na,015,015,14,14,A,,The image shows six fingers (one).,0.739,pixtral,similarity_score,2026-09-08T21:11:53
G_057_14_4669,mated,primary_genuine,na,057,057,14,14,A,,The question is about the relationship between them.,0.757,pixtral,similarity_score,2026-09-08T21:11:54
