pair_id,label,category,device_pair,subject1,subject2,hand1,hand2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
D_63029_160,non-mated,diagnostic_impostor,same,63029,63029,left,right,B,20,20,0.397,internvl3,similarity_score,2026-08-23T14:25:24
I_57145_57833_left_x,non-mated,primary_impostor,cross,57145,57833,left,left,B,40,40,0.404,internvl3,similarity_score,2026-08-23T14:25:24
G_96608_left_2701,mated,primary_genuine,same,96608,96608,left,left,A,20,20,0.41,internvl3,similarity_score,2026-08-23T14:25:25
I_14493_32467_right_s,non-mated,primary_impostor,same,14493,32467,right,right,B,75,75,0.411,internvl3,similarity_score,2026-08-23T14:25:25
G_69658_right_1939,mated,primary_genuine,same,69658,69658,right,right,A,85,85,0.397,internvl3,similarity_score,2026-08-23T14:25:25
I_58793_63029_right_s,non-mated,primary_impostor,same,58793,63029,right,right,B,20,20,0.405,internvl3,similarity_score,2026-08-23T14:25:26
I_44595_96608_right_x,non-mated,primary_impostor,cross,44595,96608,right,right,B,75,75,0.398,internvl3,similarity_score,2026-08-23T14:25:26
I_44595_87757_left_s,non-mated,primary_impostor,same,44595,87757,left,left,B,75,75,0.416,internvl3,similarity_score,2026-08-23T14:25:27
D_87757_240,non-mated,diagnostic_impostor,cross,87757,87757,left,right,B,75,75,0.398,internvl3,similarity_score,2026-08-23T14:25:27
G_20294_left_195,mated,primary_genuine,same,20294,20294,left,left,A,75,75,0.399,internvl3,similarity_score,2026-08-23T14:25:27
G_27295_left_309,mated,primary_genuine,same,27295,27295,left,left,A,85,85,0.409,internvl3,similarity_score,2026-08-23T14:25:28
D_24101_32,non-mated,diagnostic_impostor,same,24101,24101,left,right,B,85,85,0.389,internvl3,similarity_score,2026-08-23T14:25:28
G_76957_right_2160,mated,primary_genuine,cross,76957,76957,right,right,A,20,20,0.397,internvl3,similarity_score,2026-08-23T14:25:29
G_14493_left_57,mated,primary_genuine,same,14493,14493,left,left,A,75,75,0.395,internvl3,similarity_score,2026-08-23T14:25:29
I_43210_56583_right_x,non-mated,primary_impostor,cross,43210,56583,right,right,B,20,20,0.402,internvl3,similarity_score,2026-08-23T14:25:29
I_65052_76957_right_s,non-mated,primary_impostor,same,65052,76957,right,right,B,75,75,0.41,internvl3,similarity_score,2026-08-23T14:25:30
I_57833_58398_left_x,non-mated,primary_impostor,cross,57833,58398,left,left,B,2,2,0.38,internvl3,similarity_score,2026-08-23T14:25:30
G_83742_left_2253,mated,primary_genuine,same,83742,83742,left,left,A,85,85,0.398,internvl3,similarity_score,2026-08-23T14:25:31
D_20294_20,non-mated,diagnostic_impostor,same,20294,20294,left,right,B,85,85,0.398,internvl3,similarity_score,2026-08-23T14:25:31
I_89171_99775_right_x,non-mated,primary_impostor,cross,89171,99775,right,right,B,75,75,0.408,internvl3,similarity_score,2026-08-23T14:25:31
D_89171_258,non-mated,diagnostic_impostor,cross,89171,89171,left,right,B,85,85,0.406,internvl3,similarity_score,2026-08-23T14:25:32
I_47904_58793_right_x,non-mated,primary_impostor,cross,47904,58793,right,right,B,85,85,0.394,internvl3,similarity_score,2026-08-23T14:25:32
I_47904_63029_left_s,non-mated,primary_impostor,same,47904,63029,left,left,B,75,75,0.409,internvl3,similarity_score,2026-08-23T14:25:33
I_63029_93812_right_x,non-mated,primary_impostor,cross,63029,93812,right,right,B,75,75,0.395,internvl3,similarity_score,2026-08-23T14:25:33
G_58398_right_1356,mated,primary_genuine,same,58398,58398,right,right,A,75,75,0.395,internvl3,similarity_score,2026-08-23T14:25:33
G_93812_left_2619,mated,primary_genuine,cross,93812,93812,left,left,A,75,75,0.401,internvl3,similarity_score,2026-08-23T14:25:34
G_57833_left_1150,mated,primary_genuine,same,57833,57833,left,left,A,20,20,0.404,internvl3,similarity_score,2026-08-23T14:25:34
G_57833_left_1152,mated,primary_genuine,cross,57833,57833,left,left,A,40,40,0.391,internvl3,similarity_score,2026-08-23T14:25:35
I_47904_69658_left_x,non-mated,primary_impostor,cross,47904,69658,left,left,B,20,20,0.403,internvl3,similarity_score,2026-08-23T14:25:35
G_47904_right_834,mated,primary_genuine,same,47904,47904,right,right,A,85,85,0.401,internvl3,similarity_score,2026-08-23T14:25:35
G_58398_right_1352,mated,primary_genuine,cross,58398,58398,right,right,A,75,75,0.394,internvl3,similarity_score,2026-08-23T14:25:36
G_14493_right_114,mated,primary_genuine,cross,14493,14493,right,right,A,20,20,0.391,internvl3,similarity_score,2026-08-23T14:25:36
G_65030_right_1685,mated,primary_genuine,cross,65030,65030,right,right,A,20,20,0.403,internvl3,similarity_score,2026-08-23T14:25:37
I_65052_96608_left_x,non-mated,primary_impostor,cross,65052,96608,left,left,B,20,20,0.405,internvl3,similarity_score,2026-08-23T14:25:37
I_43210_57833_right_x,non-mated,primary_impostor,cross,43210,57833,right,right,B,20,20,0.401,internvl3,similarity_score,2026-08-23T14:25:37
G_93812_left_2587,mated,primary_genuine,same,93812,93812,left,left,A,85,85,0.41,internvl3,similarity_score,2026-08-23T14:25:38
G_14493_right_89,mated,primary_genuine,same,14493,14493,right,right,A,20,20,0.401,internvl3,similarity_score,2026-08-23T14:25:38
G_99775_right_2920,mated,primary_genuine,cross,99775,99775,right,right,A,75,75,0.398,internvl3,similarity_score,2026-08-23T14:25:39
G_87757_left_2372,mated,primary_genuine,cross,87757,87757,left,left,A,40,40,0.413,internvl3,similarity_score,2026-08-23T14:25:39
I_44595_58793_left_x,non-mated,primary_impostor,cross,44595,58793,left,left,B,60,60,0.403,internvl3,similarity_score,2026-08-23T14:25:39
I_20294_58398_left_s,non-mated,primary_impostor,same,20294,58398,left,left,B,40,40,0.425,internvl3,similarity_score,2026-08-23T14:25:40
G_65030_right_1699,mated,primary_genuine,cross,65030,65030,right,right,A,75,75,0.401,internvl3,similarity_score,2026-08-23T14:25:40
G_87757_right_2442,mated,primary_genuine,same,87757,87757,right,right,A,75,75,0.413,internvl3,similarity_score,2026-08-23T14:25:41
I_93812_96608_left_s,non-mated,primary_impostor,same,93812,96608,left,left,B,75,75,0.412,internvl3,similarity_score,2026-08-23T14:25:41
G_69658_left_1873,mated,primary_genuine,cross,69658,69658,left,left,A,75,75,0.395,internvl3,similarity_score,2026-08-23T14:25:41
G_76957_left_2114,mated,primary_genuine,cross,76957,76957,left,left,A,20,20,0.394,internvl3,similarity_score,2026-08-23T14:25:42
G_65030_right_1705,mated,primary_genuine,cross,65030,65030,right,right,A,95,95,0.402,internvl3,similarity_score,2026-08-23T14:25:42
G_96608_left_2741,mated,primary_genuine,cross,96608,96608,left,left,A,85,85,0.399,internvl3,similarity_score,2026-08-23T14:25:43
G_20294_left_137,mated,primary_genuine,cross,20294,20294,left,left,A,75,75,0.424,internvl3,similarity_score,2026-08-23T14:25:43
I_32467_57145_left_x,non-mated,primary_impostor,cross,32467,57145,left,left,B,75,75,0.414,internvl3,similarity_score,2026-08-23T14:25:43
G_65030_left_1671,mated,primary_genuine,same,65030,65030,left,left,A,85,85,0.414,internvl3,similarity_score,2026-08-23T14:25:44
G_65052_left_1738,mated,primary_genuine,same,65052,65052,left,left,A,75,75,0.415,internvl3,similarity_score,2026-08-23T14:25:44
D_76957_223,non-mated,diagnostic_impostor,same,76957,76957,left,right,B,75,75,0.394,internvl3,similarity_score,2026-08-23T14:25:45
G_63029_right_1584,mated,primary_genuine,cross,63029,63029,right,right,A,20,20,0.412,internvl3,similarity_score,2026-08-23T14:25:45
I_43210_83742_left_s,non-mated,primary_impostor,same,43210,83742,left,left,B,60,60,0.424,internvl3,similarity_score,2026-08-23T14:25:46
G_27295_left_355,mated,primary_genuine,same,27295,27295,left,left,A,75,75,0.406,internvl3,similarity_score,2026-08-23T14:25:46
G_83742_left_2224,mated,primary_genuine,same,83742,83742,left,left,A,20,20,0.417,internvl3,similarity_score,2026-08-23T14:25:46
I_58398_58793_left_s,non-mated,primary_impostor,same,58398,58793,left,left,B,75,75,0.417,internvl3,similarity_score,2026-08-23T14:25:47
I_57145_63029_left_x,non-mated,primary_impostor,cross,57145,63029,left,left,B,40,40,0.413,internvl3,similarity_score,2026-08-23T14:25:47
G_57833_right_1237,mated,primary_genuine,cross,57833,57833,right,right,A,75,75,0.402,internvl3,similarity_score,2026-08-23T14:25:48
I_57833_96608_left_s,non-mated,primary_impostor,same,57833,96608,left,left,B,75,75,0.436,internvl3,similarity_score,2026-08-23T14:25:48
D_99775_293,non-mated,diagnostic_impostor,same,99775,99775,left,right,B,20,20,0.398,internvl3,similarity_score,2026-08-23T14:25:48
G_43210_left_600,mated,primary_genuine,cross,43210,43210,left,left,A,85,85,0.399,internvl3,similarity_score,2026-08-23T14:25:49
I_44595_74850_left_s,non-mated,primary_impostor,same,44595,74850,left,left,B,75,75,0.434,internvl3,similarity_score,2026-08-23T14:25:49
G_56583_right_894,mated,primary_genuine,cross,56583,56583,right,right,A,75,75,0.409,internvl3,similarity_score,2026-08-23T14:25:50
I_43210_93812_left_x,non-mated,primary_impostor,cross,43210,93812,left,left,B,60,60,0.411,internvl3,similarity_score,2026-08-23T14:25:50
G_87757_right_2434,mated,primary_genuine,same,87757,87757,right,right,A,75,75,0.419,internvl3,similarity_score,2026-08-23T14:25:51
G_87757_left_2379,mated,primary_genuine,cross,87757,87757,left,left,A,75,75,0.406,internvl3,similarity_score,2026-08-23T14:25:51
I_24101_83742_left_s,non-mated,primary_impostor,same,24101,83742,left,left,B,75,75,0.422,internvl3,similarity_score,2026-08-23T14:25:51
D_63029_163,non-mated,diagnostic_impostor,same,63029,63029,left,right,B,20,20,0.409,internvl3,similarity_score,2026-08-23T14:25:52
I_27295_76957_left_s,non-mated,primary_impostor,same,27295,76957,left,left,B,75,75,0.416,internvl3,similarity_score,2026-08-23T14:25:52
D_58793_153,non-mated,diagnostic_impostor,cross,58793,58793,left,right,B,85,85,0.408,internvl3,similarity_score,2026-08-23T14:25:53
G_93812_left_2637,mated,primary_genuine,same,93812,93812,left,left,A,85,85,0.403,internvl3,similarity_score,2026-08-23T14:25:53
D_65052_180,non-mated,diagnostic_impostor,same,65052,65052,left,right,B,75,75,0.41,internvl3,similarity_score,2026-08-23T14:25:53
I_24101_56583_left_s,non-mated,primary_impostor,same,24101,56583,left,left,B,60,60,0.422,internvl3,similarity_score,2026-08-23T14:25:54
G_24101_left_292,mated,primary_genuine,cross,24101,24101,left,left,A,20,20,0.424,internvl3,similarity_score,2026-08-23T14:25:54
I_58793_93812_right_x,non-mated,primary_impostor,cross,58793,93812,right,right,B,85,85,0.41,internvl3,similarity_score,2026-08-23T14:25:55
I_57145_76957_left_x,non-mated,primary_impostor,cross,57145,76957,left,left,B,75,75,0.415,internvl3,similarity_score,2026-08-23T14:25:55
I_65052_83742_right_s,non-mated,primary_impostor,same,65052,83742,right,right,B,75,75,0.422,internvl3,similarity_score,2026-08-23T14:25:55
D_20294_18,non-mated,diagnostic_impostor,cross,20294,20294,left,right,B,20,20,0.402,internvl3,similarity_score,2026-08-23T14:25:56
D_58793_150,non-mated,diagnostic_impostor,cross,58793,58793,left,right,B,20,20,0.409,internvl3,similarity_score,2026-08-23T14:25:56
G_63029_left_1517,mated,primary_genuine,cross,63029,63029,left,left,A,75,75,0.408,internvl3,similarity_score,2026-08-23T14:25:57
I_65030_87757_left_x,non-mated,primary_impostor,cross,65030,87757,left,left,B,60,60,0.406,internvl3,similarity_score,2026-08-23T14:25:57
I_20294_57833_left_x,non-mated,primary_impostor,cross,20294,57833,left,left,B,20,20,0.417,internvl3,similarity_score,2026-08-23T14:25:58
I_65030_74850_right_x,non-mated,primary_impostor,cross,65030,74850,right,right,B,20,20,0.406,internvl3,similarity_score,2026-08-23T14:25:58
D_57145_108,non-mated,diagnostic_impostor,same,57145,57145,left,right,B,60,60,0.42,internvl3,similarity_score,2026-08-23T14:25:58
G_65030_left_1676,mated,primary_genuine,same,65030,65030,left,left,A,85,85,0.391,internvl3,similarity_score,2026-08-23T14:25:59
D_93812_269,non-mated,diagnostic_impostor,same,93812,93812,left,right,B,20,20,0.399,internvl3,similarity_score,2026-08-23T14:25:59
I_74850_83742_right_x,non-mated,primary_impostor,cross,74850,83742,right,right,B,60,60,0.406,internvl3,similarity_score,2026-08-23T14:26:00
G_93812_left_2625,mated,primary_genuine,cross,93812,93812,left,left,A,20,20,0.396,internvl3,similarity_score,2026-08-23T14:26:00
I_20294_56583_left_x,non-mated,primary_impostor,cross,20294,56583,left,left,B,20,20,0.417,internvl3,similarity_score,2026-08-23T14:26:00
I_87757_89171_left_s,non-mated,primary_impostor,same,87757,89171,left,left,B,75,75,0.419,internvl3,similarity_score,2026-08-23T14:26:01
D_56583_104,non-mated,diagnostic_impostor,same,56583,56583,left,right,B,50,50,0.393,internvl3,similarity_score,2026-08-23T14:26:01
