pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,llm_answer,raw_response,correct,latency_s,model,prompting_setting,timestamp
G_2407_frgp14,genuine,14,left,00002407,00002407,A,A,A,True,0.396,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:23
I_00002304_00002412_frgp13,impostor,13,right,00002304,00002412,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:23
I_00002330_00002371_frgp14,impostor,14,left,00002330,00002371,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:23
G_2440_frgp14,genuine,14,left,00002440,00002440,A,A,A,True,0.384,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:24
G_2332_frgp14,genuine,14,left,00002332,00002332,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:24
I_00002330_00002481_frgp14,impostor,14,left,00002330,00002481,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:24
I_00002330_00002312_frgp14,impostor,14,left,00002330,00002312,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:25
I_00002330_00002383_frgp14,impostor,14,left,00002330,00002383,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:25
G_2342_frgp13,genuine,13,right,00002342,00002342,A,A,A,True,0.386,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:25
G_2401_frgp14,genuine,14,left,00002401,00002401,A,A,A,True,0.397,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:26
G_2326_frgp13,genuine,13,right,00002326,00002326,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:26
I_00002304_00002424_frgp13,impostor,13,right,00002304,00002424,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:26
G_2313_frgp13,genuine,13,right,00002313,00002313,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:27
G_2369_frgp14,genuine,14,left,00002369,00002369,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:27
I_00002304_00002306_frgp13,impostor,13,right,00002304,00002306,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:28
G_2415_frgp14,genuine,14,left,00002415,00002415,A,A,A,True,0.399,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:28
G_2425_frgp13,genuine,13,right,00002425,00002425,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:28
I_00002304_00002398_frgp13,impostor,13,right,00002304,00002398,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:29
G_2409_frgp13,genuine,13,right,00002409,00002409,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:29
I_00002330_00002394_frgp14,impostor,14,left,00002330,00002394,B,A,A,False,0.304,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:29
I_00002304_00002376_frgp13,impostor,13,right,00002304,00002376,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:30
I_00002304_00002339_frgp13,impostor,13,right,00002304,00002339,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:30
G_2338_frgp14,genuine,14,left,00002338,00002338,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:30
I_00002304_00002337_frgp13,impostor,13,right,00002304,00002337,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:31
I_00002304_00002321_frgp13,impostor,13,right,00002304,00002321,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:31
G_2386_frgp13,genuine,13,right,00002386,00002386,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:31
I_00002330_00002310_frgp14,impostor,14,left,00002330,00002310,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:32
I_00002304_00002326_frgp13,impostor,13,right,00002304,00002326,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:32
I_00002304_00002315_frgp13,impostor,13,right,00002304,00002315,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:32
I_00002330_00002356_frgp14,impostor,14,left,00002330,00002356,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:33
G_2359_frgp14,genuine,14,left,00002359,00002359,A,A,A,True,0.395,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:33
G_2383_frgp14,genuine,14,left,00002383,00002383,A,A,A,True,0.389,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:33
I_00002330_00002314_frgp14,impostor,14,left,00002330,00002314,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:34
I_00002330_00002306_frgp14,impostor,14,left,00002330,00002306,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:34
G_2367_frgp13,genuine,13,right,00002367,00002367,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:34
G_2380_frgp14,genuine,14,left,00002380,00002380,A,A,A,True,0.391,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:35
I_00002330_00002406_frgp14,impostor,14,left,00002330,00002406,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:35
I_00002330_00002334_frgp14,impostor,14,left,00002330,00002334,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:35
I_00002304_00002338_frgp13,impostor,13,right,00002304,00002338,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:36
G_2312_frgp14,genuine,14,left,00002312,00002312,A,A,A,True,0.387,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:36
G_2379_frgp13,genuine,13,right,00002379,00002379,A,A,A,True,0.391,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:36
G_2373_frgp14,genuine,14,left,00002373,00002373,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:37
G_2355_frgp13,genuine,13,right,00002355,00002355,A,A,A,True,0.386,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:37
G_2423_frgp14,genuine,14,left,00002423,00002423,A,A,A,True,0.389,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:38
G_2307_frgp14,genuine,14,left,00002307,00002307,A,A,A,True,0.391,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:38
I_00002330_00002373_frgp14,impostor,14,left,00002330,00002373,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:38
G_2362_frgp14,genuine,14,left,00002362,00002362,A,A,A,True,0.391,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:39
I_00002304_00002408_frgp13,impostor,13,right,00002304,00002408,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:39
I_00002304_00002426_frgp13,impostor,13,right,00002304,00002426,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:39
I_00002304_00002406_frgp13,impostor,13,right,00002304,00002406,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:40
G_2428_frgp13,genuine,13,right,00002428,00002428,A,A,A,True,0.386,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:40
I_00002330_00002384_frgp14,impostor,14,left,00002330,00002384,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:40
I_00002304_00002481_frgp13,impostor,13,right,00002304,00002481,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:41
G_2327_frgp13,genuine,13,right,00002327,00002327,A,A,A,True,0.384,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:41
I_00002330_00002455_frgp14,impostor,14,left,00002330,00002455,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:41
G_2320_frgp14,genuine,14,left,00002320,00002320,A,A,A,True,0.387,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:42
I_00002304_00002384_frgp13,impostor,13,right,00002304,00002384,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:42
G_2371_frgp14,genuine,14,left,00002371,00002371,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:42
I_00002330_00002351_frgp14,impostor,14,left,00002330,00002351,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:43
G_2360_frgp14,genuine,14,left,00002360,00002360,A,A,A,True,0.384,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:43
G_2368_frgp13,genuine,13,right,00002368,00002368,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:43
G_2413_frgp13,genuine,13,right,00002413,00002413,A,A,A,True,0.391,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:44
I_00002330_00002359_frgp14,impostor,14,left,00002330,00002359,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:44
G_2408_frgp13,genuine,13,right,00002408,00002408,A,A,A,True,0.387,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:45
G_2321_frgp13,genuine,13,right,00002321,00002321,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:45
I_00002304_00002359_frgp13,impostor,13,right,00002304,00002359,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:45
G_2330_frgp13,genuine,13,right,00002330,00002330,A,A,A,True,0.39,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:46
G_2326_frgp14,genuine,14,left,00002326,00002326,A,A,A,True,0.394,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:46
I_00002330_00002402_frgp14,impostor,14,left,00002330,00002402,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:46
I_00002304_00002342_frgp13,impostor,13,right,00002304,00002342,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:47
G_2362_frgp13,genuine,13,right,00002362,00002362,A,A,A,True,0.386,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:47
G_2408_frgp14,genuine,14,left,00002408,00002408,A,A,A,True,0.386,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:47
I_00002330_00002391_frgp14,impostor,14,left,00002330,00002391,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:48
G_2386_frgp14,genuine,14,left,00002386,00002386,A,A,A,True,0.394,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:48
G_2426_frgp14,genuine,14,left,00002426,00002426,A,A,A,True,0.389,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:49
G_2328_frgp14,genuine,14,left,00002328,00002328,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:49
I_00002330_00002369_frgp14,impostor,14,left,00002330,00002369,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:49
I_00002330_00002398_frgp14,impostor,14,left,00002330,00002398,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:50
G_2396_frgp14,genuine,14,left,00002396,00002396,A,A,A,True,0.401,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:50
G_2423_frgp13,genuine,13,right,00002423,00002423,A,A,A,True,0.389,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:50
I_00002330_00002325_frgp14,impostor,14,left,00002330,00002325,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:51
I_00002330_00002367_frgp14,impostor,14,left,00002330,00002367,B,A,A,False,0.311,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:51
I_00002304_00002395_frgp13,impostor,13,right,00002304,00002395,B,A,A,False,0.314,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:51
I_00002330_00002315_frgp14,impostor,14,left,00002330,00002315,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:52
I_00002330_00002380_frgp14,impostor,14,left,00002330,00002380,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:52
G_2399_frgp13,genuine,13,right,00002399,00002399,A,A,A,True,0.399,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:52
I_00002330_00002358_frgp14,impostor,14,left,00002330,00002358,B,A,A,False,0.311,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:53
I_00002304_00002344_frgp13,impostor,13,right,00002304,00002344,B,A,A,False,0.311,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:53
G_2455_frgp13,genuine,13,right,00002455,00002455,A,A,A,True,0.394,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:53
I_00002304_00002358_frgp13,impostor,13,right,00002304,00002358,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:54
I_00002330_00002372_frgp14,impostor,14,left,00002330,00002372,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:54
G_2320_frgp13,genuine,13,right,00002320,00002320,A,A,A,True,0.391,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:54
I_00002330_00002304_frgp14,impostor,14,left,00002330,00002304,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:55
G_2409_frgp14,genuine,14,left,00002409,00002409,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:55
I_00002304_00002332_frgp13,impostor,13,right,00002304,00002332,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:55
G_2314_frgp13,genuine,13,right,00002314,00002314,A,A,A,True,0.387,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:56
G_2374_frgp14,genuine,14,left,00002374,00002374,A,A,A,True,0.395,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:56
G_2349_frgp13,genuine,13,right,00002349,00002349,A,A,A,True,0.411,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:57
G_2352_frgp14,genuine,14,left,00002352,00002352,A,A,A,True,0.395,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:57
G_2425_frgp14,genuine,14,left,00002425,00002425,A,A,A,True,0.396,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:57
I_00002330_00002374_frgp14,impostor,14,left,00002330,00002374,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:58
G_2455_frgp14,genuine,14,left,00002455,00002455,A,A,A,True,0.387,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:58
G_2321_frgp14,genuine,14,left,00002321,00002321,A,A,A,True,0.394,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:58
G_2424_frgp14,genuine,14,left,00002424,00002424,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:59
G_2447_frgp14,genuine,14,left,00002447,00002447,A,A,A,True,0.391,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:40:59
G_2303_frgp13,genuine,13,right,00002303,00002303,A,A,A,True,0.398,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:00
G_2319_frgp14,genuine,14,left,00002319,00002319,A,A,A,True,0.389,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:00
I_00002304_00002380_frgp13,impostor,13,right,00002304,00002380,B,A,A,False,0.311,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:00
I_00002304_00002399_frgp13,impostor,13,right,00002304,00002399,B,A,A,False,0.314,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:01
G_2388_frgp14,genuine,14,left,00002388,00002388,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:01
G_2481_frgp13,genuine,13,right,00002481,00002481,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:01
I_00002304_00002388_frgp13,impostor,13,right,00002304,00002388,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:02
G_2310_frgp14,genuine,14,left,00002310,00002310,A,A,A,True,0.386,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:02
I_00002330_00002386_frgp14,impostor,14,left,00002330,00002386,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:02
I_00002304_00002372_frgp13,impostor,13,right,00002304,00002372,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:03
I_00002304_00002314_frgp13,impostor,13,right,00002304,00002314,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:03
G_2355_frgp14,genuine,14,left,00002355,00002355,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:03
I_00002304_00002303_frgp13,impostor,13,right,00002304,00002303,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:04
I_00002330_00002407_frgp14,impostor,14,left,00002330,00002407,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:04
G_2358_frgp14,genuine,14,left,00002358,00002358,A,A,A,True,0.389,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:04
I_00002304_00002402_frgp13,impostor,13,right,00002304,00002402,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:05
G_2351_frgp14,genuine,14,left,00002351,00002351,A,A,A,True,0.385,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:05
I_00002330_00002327_frgp14,impostor,14,left,00002330,00002327,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:05
I_00002304_00002440_frgp13,impostor,13,right,00002304,00002440,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:06
G_2374_frgp13,genuine,13,right,00002374,00002374,A,A,A,True,0.387,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:06
G_2306_frgp14,genuine,14,left,00002306,00002306,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:06
G_2372_frgp13,genuine,13,right,00002372,00002372,A,A,A,True,0.39,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:07
G_2407_frgp13,genuine,13,right,00002407,00002407,A,A,A,True,0.403,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:07
I_00002330_00002401_frgp14,impostor,14,left,00002330,00002401,B,A,A,False,0.311,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:08
I_00002330_00002463_frgp14,impostor,14,left,00002330,00002463,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:08
G_2348_frgp14,genuine,14,left,00002348,00002348,A,A,A,True,0.39,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:08
G_2319_frgp13,genuine,13,right,00002319,00002319,A,A,A,True,0.388,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:09
G_2315_frgp13,genuine,13,right,00002315,00002315,A,A,A,True,0.393,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:09
G_2307_frgp13,genuine,13,right,00002307,00002307,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:09
I_00002304_00002330_frgp13,impostor,13,right,00002304,00002330,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:10
I_00002304_00002423_frgp13,impostor,13,right,00002304,00002423,B,A,A,False,0.305,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:10
G_2344_frgp13,genuine,13,right,00002344,00002344,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:10
I_00002330_00002342_frgp14,impostor,14,left,00002330,00002342,B,A,A,False,0.306,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:11
G_2306_frgp13,genuine,13,right,00002306,00002306,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:11
I_00002330_00002320_frgp14,impostor,14,left,00002330,00002320,B,A,A,False,0.307,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:11
G_2395_frgp14,genuine,14,left,00002395,00002395,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:12
I_00002330_00002303_frgp14,impostor,14,left,00002330,00002303,B,A,A,False,0.311,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:12
G_2357_frgp14,genuine,14,left,00002357,00002357,A,A,A,True,0.397,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:13
I_00002330_00002328_frgp14,impostor,14,left,00002330,00002328,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:13
I_00002304_00002375_frgp13,impostor,13,right,00002304,00002375,B,A,A,False,0.309,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:13
I_00002330_00002353_frgp14,impostor,14,left,00002330,00002353,B,A,A,False,0.308,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:13
I_00002304_00002356_frgp13,impostor,13,right,00002304,00002356,B,A,A,False,0.31,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:14
G_2303_frgp14,genuine,14,left,00002303,00002303,A,A,A,True,0.404,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:14
G_2341_frgp14,genuine,14,left,00002341,00002341,A,A,A,True,0.406,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:15
I_00002330_00002321_frgp14,impostor,14,left,00002330,00002321,B,A,A,False,0.317,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:15
I_00002330_00002344_frgp14,impostor,14,left,00002330,00002344,B,A,A,False,0.313,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:15
G_2424_frgp13,genuine,13,right,00002424,00002424,A,A,A,True,0.392,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:16
G_2330_frgp14,genuine,14,left,00002330,00002330,A,A,A,True,0.39,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:16
G_2353_frgp14,genuine,14,left,00002353,00002353,A,A,A,True,0.389,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:16
I_00002304_00002418_frgp13,impostor,13,right,00002304,00002418,B,A,A,False,0.311,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:17
G_2376_frgp14,genuine,14,left,00002376,00002376,A,A,A,True,0.405,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:17
G_2415_frgp13,genuine,13,right,00002415,00002415,A,A,A,True,0.397,Qwen2.5-VL-7B-Instruct,task_description,2026-05-24T17:41:18
