pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
I_00002337_00002388_frgp14,impostor,14,left,00002337,00002388,B,50,50,2.384,claude-opus-4-8,similarity_score,2026-06-20T14:38:50
I_00002328_00002383_frgp14,impostor,14,left,00002328,00002383,B,50,50,1.22,claude-opus-4-8,similarity_score,2026-06-20T14:38:51
I_00002374_00002481_frgp13,impostor,13,right,00002374,00002481,B,72,72,1.623,claude-opus-4-8,similarity_score,2026-06-20T14:38:53
I_00002303_00002317_frgp13,impostor,13,right,00002303,00002317,B,55,55,1.341,claude-opus-4-8,similarity_score,2026-06-20T14:38:54
I_00002341_00002357_frgp14,impostor,14,left,00002341,00002357,B,78,78,1.066,claude-opus-4-8,similarity_score,2026-06-20T14:38:55
I_00002303_00002319_frgp14,impostor,14,left,00002303,00002319,B,50,50,1.4,claude-opus-4-8,similarity_score,2026-06-20T14:38:57
I_00002325_00002376_frgp13,impostor,13,right,00002325,00002376,B,50,50,1.832,claude-opus-4-8,similarity_score,2026-06-20T14:38:59
I_00002310_00002423_frgp13,impostor,13,right,00002310,00002423,B,35,35,1.414,claude-opus-4-8,similarity_score,2026-06-20T14:39:00
I_00002320_00002340_frgp13,impostor,13,right,00002320,00002340,B,60,60,2.572,claude-opus-4-8,similarity_score,2026-06-20T14:39:03
I_00002407_00002418_frgp13,impostor,13,right,00002407,00002418,B,72,72,1.156,claude-opus-4-8,similarity_score,2026-06-20T14:39:04
I_00002356_00002360_frgp14,impostor,14,left,00002356,00002360,B,60,60,1.219,claude-opus-4-8,similarity_score,2026-06-20T14:39:05
I_00002386_00002425_frgp14,impostor,14,left,00002386,00002425,B,50,50,1.221,claude-opus-4-8,similarity_score,2026-06-20T14:39:06
I_00002338_00002412_frgp14,impostor,14,left,00002338,00002412,B,35,35,1.759,claude-opus-4-8,similarity_score,2026-06-20T14:39:08
I_00002315_00002320_frgp13,impostor,13,right,00002315,00002320,B,50,50,1.415,claude-opus-4-8,similarity_score,2026-06-20T14:39:09
I_00002353_00002360_frgp13,impostor,13,right,00002353,00002360,B,50,50,1.663,claude-opus-4-8,similarity_score,2026-06-20T14:39:11
I_00002349_00002360_frgp13,impostor,13,right,00002349,00002360,B,50,50,1.265,claude-opus-4-8,similarity_score,2026-06-20T14:39:12
I_00002310_00002415_frgp13,impostor,13,right,00002310,00002415,B,35,35,1.506,claude-opus-4-8,similarity_score,2026-06-20T14:39:14
I_00002314_00002408_frgp14,impostor,14,left,00002314,00002408,B,35,35,1.253,claude-opus-4-8,similarity_score,2026-06-20T14:39:15
G_2303_frgp14,genuine,14,left,00002303,00002303,A,100,100,1.968,claude-opus-4-8,similarity_score,2026-06-20T14:39:17
I_00002356_00002373_frgp13,impostor,13,right,00002356,00002373,B,35,35,1.795,claude-opus-4-8,similarity_score,2026-06-20T14:39:19
I_00002317_00002358_frgp13,impostor,13,right,00002317,00002358,B,35,35,2.153,claude-opus-4-8,similarity_score,2026-06-20T14:39:21
I_00002369_00002447_frgp14,impostor,14,left,00002369,00002447,B,32,32,1.321,claude-opus-4-8,similarity_score,2026-06-20T14:39:22
I_00002334_00002386_frgp14,impostor,14,left,00002334,00002386,B,50,50,1.241,claude-opus-4-8,similarity_score,2026-06-20T14:39:24
I_00002401_00002455_frgp14,impostor,14,left,00002401,00002455,B,32,32,1.303,claude-opus-4-8,similarity_score,2026-06-20T14:39:25
I_00002360_00002462_frgp14,impostor,14,left,00002360,00002462,B,50,50,1.355,claude-opus-4-8,similarity_score,2026-06-20T14:39:26
I_00002326_00002418_frgp13,impostor,13,right,00002326,00002418,B,78,78,1.552,claude-opus-4-8,similarity_score,2026-06-20T14:39:28
I_00002412_00002428_frgp14,impostor,14,left,00002412,00002428,B,50,50,4.306,claude-opus-4-8,similarity_score,2026-06-20T14:39:32
I_00002329_00002447_frgp14,impostor,14,left,00002329,00002447,B,35,35,1.582,claude-opus-4-8,similarity_score,2026-06-20T14:39:34
I_00002364_00002373_frgp14,impostor,14,left,00002364,00002373,B,50,50,1.145,claude-opus-4-8,similarity_score,2026-06-20T14:39:35
I_00002358_00002423_frgp14,impostor,14,left,00002358,00002423,B,30,30,1.466,claude-opus-4-8,similarity_score,2026-06-20T14:39:36
I_00002325_00002455_frgp13,impostor,13,right,00002325,00002455,B,50,50,1.104,claude-opus-4-8,similarity_score,2026-06-20T14:39:37
I_00002314_00002321_frgp13,impostor,13,right,00002314,00002321,B,50,50,1.372,claude-opus-4-8,similarity_score,2026-06-20T14:39:39
I_00002367_00002405_frgp13,impostor,13,right,00002367,00002405,B,52,52,1.342,claude-opus-4-8,similarity_score,2026-06-20T14:39:40
I_00002306_00002348_frgp13,impostor,13,right,00002306,00002348,B,50,50,1.368,claude-opus-4-8,similarity_score,2026-06-20T14:39:42
I_00002374_00002379_frgp14,impostor,14,left,00002374,00002379,B,72,72,1.358,claude-opus-4-8,similarity_score,2026-06-20T14:39:43
I_00002342_00002359_frgp14,impostor,14,left,00002342,00002359,B,50,50,1.361,claude-opus-4-8,similarity_score,2026-06-20T14:39:44
I_00002303_00002403_frgp14,impostor,14,left,00002303,00002403,B,25,25,1.242,claude-opus-4-8,similarity_score,2026-06-20T14:39:45
I_00002303_00002307_frgp13,impostor,13,right,00002303,00002307,B,50,50,6.117,claude-opus-4-8,similarity_score,2026-06-20T14:39:52
I_00002307_00002313_frgp14,impostor,14,left,00002307,00002313,B,62,62,1.238,claude-opus-4-8,similarity_score,2026-06-20T14:39:53
I_00002325_00002374_frgp13,impostor,13,right,00002325,00002374,B,50,50,1.154,claude-opus-4-8,similarity_score,2026-06-20T14:39:54
G_2392_frgp14,genuine,14,left,00002392,00002392,A,92,92,1.375,claude-opus-4-8,similarity_score,2026-06-20T14:39:55
I_00002304_00002379_frgp13,impostor,13,right,00002304,00002379,B,50,50,1.358,claude-opus-4-8,similarity_score,2026-06-20T14:39:57
I_00002364_00002413_frgp14,impostor,14,left,00002364,00002413,B,35,35,32.386,claude-opus-4-8,similarity_score,2026-06-20T14:40:29
I_00002362_00002407_frgp14,impostor,14,left,00002362,00002407,B,50,50,31.333,claude-opus-4-8,similarity_score,2026-06-20T14:41:00
I_00002338_00002380_frgp13,impostor,13,right,00002338,00002380,B,62,62,1.591,claude-opus-4-8,similarity_score,2026-06-20T14:41:02
I_00002406_00002413_frgp14,impostor,14,left,00002406,00002413,B,30,30,1.207,claude-opus-4-8,similarity_score,2026-06-20T14:41:03
I_00002371_00002395_frgp14,impostor,14,left,00002371,00002395,B,72,72,1.435,claude-opus-4-8,similarity_score,2026-06-20T14:41:05
I_00002375_00002388_frgp14,impostor,14,left,00002375,00002388,B,50,50,1.257,claude-opus-4-8,similarity_score,2026-06-20T14:41:06
G_2356_frgp13,genuine,13,right,00002356,00002356,A,98,98,5.388,claude-opus-4-8,similarity_score,2026-06-20T14:41:11
I_00002409_00002440_frgp14,impostor,14,left,00002409,00002440,B,72,72,1.272,claude-opus-4-8,similarity_score,2026-06-20T14:41:13
I_00002313_00002372_frgp14,impostor,14,left,00002313,00002372,B,52,52,1.445,claude-opus-4-8,similarity_score,2026-06-20T14:41:14
I_00002315_00002423_frgp13,impostor,13,right,00002315,00002423,B,35,35,1.307,claude-opus-4-8,similarity_score,2026-06-20T14:41:15
I_00002349_00002376_frgp14,impostor,14,left,00002349,00002376,B,35,35,3.504,claude-opus-4-8,similarity_score,2026-06-20T14:41:19
I_00002391_00002395_frgp13,impostor,13,right,00002391,00002395,B,50,50,1.261,claude-opus-4-8,similarity_score,2026-06-20T14:41:20
I_00002395_00002415_frgp13,impostor,13,right,00002395,00002415,B,32,32,1.087,claude-opus-4-8,similarity_score,2026-06-20T14:41:21
I_00002328_00002370_frgp14,impostor,14,left,00002328,00002370,B,50,50,1.215,claude-opus-4-8,similarity_score,2026-06-20T14:41:22
I_00002306_00002481_frgp13,impostor,13,right,00002306,00002481,B,50,50,1.287,claude-opus-4-8,similarity_score,2026-06-20T14:41:24
I_00002337_00002355_frgp14,impostor,14,left,00002337,00002355,B,50,50,1.775,claude-opus-4-8,similarity_score,2026-06-20T14:41:25
I_00002373_00002380_frgp14,impostor,14,left,00002373,00002380,B,30,30,1.282,claude-opus-4-8,similarity_score,2026-06-20T14:41:27
I_00002326_00002423_frgp14,impostor,14,left,00002326,00002423,B,50,50,1.361,claude-opus-4-8,similarity_score,2026-06-20T14:41:28
I_00002352_00002376_frgp14,impostor,14,left,00002352,00002376,B,35,35,1.232,claude-opus-4-8,similarity_score,2026-06-20T14:41:29
I_00002327_00002380_frgp13,impostor,13,right,00002327,00002380,B,50,50,1.157,claude-opus-4-8,similarity_score,2026-06-20T14:41:30
I_00002362_00002415_frgp14,impostor,14,left,00002362,00002415,B,50,50,1.334,claude-opus-4-8,similarity_score,2026-06-20T14:41:32
I_00002372_00002462_frgp13,impostor,13,right,00002372,00002462,B,50,50,2.077,claude-opus-4-8,similarity_score,2026-06-20T14:41:34
I_00002428_00002481_frgp14,impostor,14,left,00002428,00002481,B,35,35,1.292,claude-opus-4-8,similarity_score,2026-06-20T14:41:35
I_00002320_00002424_frgp14,impostor,14,left,00002320,00002424,B,35,35,1.19,claude-opus-4-8,similarity_score,2026-06-20T14:41:36
I_00002310_00002348_frgp14,impostor,14,left,00002310,00002348,B,50,50,4.766,claude-opus-4-8,similarity_score,2026-06-20T14:41:41
I_00002351_00002364_frgp13,impostor,13,right,00002351,00002364,B,50,50,1.88,claude-opus-4-8,similarity_score,2026-06-20T14:41:43
I_00002348_00002401_frgp14,impostor,14,left,00002348,00002401,B,30,30,1.239,claude-opus-4-8,similarity_score,2026-06-20T14:41:44
I_00002337_00002351_frgp14,impostor,14,left,00002337,00002351,B,50,50,1.18,claude-opus-4-8,similarity_score,2026-06-20T14:41:45
I_00002338_00002440_frgp13,impostor,13,right,00002338,00002440,B,30,30,8.105,claude-opus-4-8,similarity_score,2026-06-20T14:41:54
I_00002338_00002381_frgp14,impostor,14,left,00002338,00002381,B,72,72,1.5,claude-opus-4-8,similarity_score,2026-06-20T14:41:55
I_00002320_00002355_frgp13,impostor,13,right,00002320,00002355,B,55,55,1.264,claude-opus-4-8,similarity_score,2026-06-20T14:41:56
I_00002321_00002398_frgp13,impostor,13,right,00002321,00002398,B,50,50,2.004,claude-opus-4-8,similarity_score,2026-06-20T14:41:58
I_00002353_00002360_frgp14,impostor,14,left,00002353,00002360,B,50,50,1.461,claude-opus-4-8,similarity_score,2026-06-20T14:42:00
I_00002325_00002396_frgp13,impostor,13,right,00002325,00002396,B,50,50,2.055,claude-opus-4-8,similarity_score,2026-06-20T14:42:02
I_00002344_00002386_frgp13,impostor,13,right,00002344,00002386,B,65,65,1.313,claude-opus-4-8,similarity_score,2026-06-20T14:42:03
I_00002406_00002463_frgp13,impostor,13,right,00002406,00002463,B,50,50,1.588,claude-opus-4-8,similarity_score,2026-06-20T14:42:05
I_00002312_00002415_frgp14,impostor,14,left,00002312,00002415,B,35,35,1.371,claude-opus-4-8,similarity_score,2026-06-20T14:42:06
I_00002368_00002424_frgp13,impostor,13,right,00002368,00002424,B,30,30,4.67,claude-opus-4-8,similarity_score,2026-06-20T14:42:11
I_00002413_00002418_frgp13,impostor,13,right,00002413,00002418,B,30,30,1.96,claude-opus-4-8,similarity_score,2026-06-20T14:42:13
I_00002401_00002403_frgp14,impostor,14,left,00002401,00002403,B,45,45,1.344,claude-opus-4-8,similarity_score,2026-06-20T14:42:14
I_00002341_00002355_frgp14,impostor,14,left,00002341,00002355,B,50,50,1.272,claude-opus-4-8,similarity_score,2026-06-20T14:42:15
I_00002328_00002337_frgp13,impostor,13,right,00002328,00002337,B,35,35,1.633,claude-opus-4-8,similarity_score,2026-06-20T14:42:17
I_00002362_00002371_frgp14,impostor,14,left,00002362,00002371,B,50,50,1.347,claude-opus-4-8,similarity_score,2026-06-20T14:42:18
I_00002325_00002338_frgp14,impostor,14,left,00002325,00002338,B,55,55,1.357,claude-opus-4-8,similarity_score,2026-06-20T14:42:20
I_00002375_00002403_frgp13,impostor,13,right,00002375,00002403,B,35,35,1.584,claude-opus-4-8,similarity_score,2026-06-20T14:42:21
I_00002319_00002334_frgp14,impostor,14,left,00002319,00002334,B,50,50,1.41,claude-opus-4-8,similarity_score,2026-06-20T14:42:23
I_00002339_00002344_frgp14,impostor,14,left,00002339,00002344,B,35,35,1.403,claude-opus-4-8,similarity_score,2026-06-20T14:42:24
I_00002391_00002447_frgp13,impostor,13,right,00002391,00002447,B,50,50,1.408,claude-opus-4-8,similarity_score,2026-06-20T14:42:26
G_2339_frgp14,genuine,14,left,00002339,00002339,A,92,92,2.048,claude-opus-4-8,similarity_score,2026-06-20T14:42:28
I_00002332_00002367_frgp13,impostor,13,right,00002332,00002367,B,78,78,1.243,claude-opus-4-8,similarity_score,2026-06-20T14:42:29
I_00002359_00002408_frgp13,impostor,13,right,00002359,00002408,B,50,50,1.789,claude-opus-4-8,similarity_score,2026-06-20T14:42:31
I_00002312_00002355_frgp13,impostor,13,right,00002312,00002355,B,50,50,1.477,claude-opus-4-8,similarity_score,2026-06-20T14:42:32
I_00002304_00002386_frgp14,impostor,14,left,00002304,00002386,B,35,35,1.596,claude-opus-4-8,similarity_score,2026-06-20T14:42:34
I_00002413_00002426_frgp14,impostor,14,left,00002413,00002426,B,50,50,1.161,claude-opus-4-8,similarity_score,2026-06-20T14:42:35
I_00002349_00002462_frgp14,impostor,14,left,00002349,00002462,B,30,30,1.193,claude-opus-4-8,similarity_score,2026-06-20T14:42:36
I_00002339_00002388_frgp14,impostor,14,left,00002339,00002388,B,30,30,1.063,claude-opus-4-8,similarity_score,2026-06-20T14:42:37
I_00002312_00002402_frgp14,impostor,14,left,00002312,00002402,B,62,62,1.507,claude-opus-4-8,similarity_score,2026-06-20T14:42:39
I_00002368_00002408_frgp13,impostor,13,right,00002368,00002408,B,32,32,1.304,claude-opus-4-8,similarity_score,2026-06-20T14:42:40
G_2388_frgp14,genuine,14,left,00002388,00002388,A,100,100,1.349,claude-opus-4-8,similarity_score,2026-06-20T14:42:41
I_00002412_00002415_frgp14,impostor,14,left,00002412,00002415,B,50,50,1.192,claude-opus-4-8,similarity_score,2026-06-20T14:42:42
I_00002339_00002425_frgp13,impostor,13,right,00002339,00002425,B,50,50,1.048,claude-opus-4-8,similarity_score,2026-06-20T14:42:43
I_00002321_00002379_frgp14,impostor,14,left,00002321,00002379,B,74,74,1.473,claude-opus-4-8,similarity_score,2026-06-20T14:42:45
I_00002373_00002379_frgp13,impostor,13,right,00002373,00002379,B,35,35,1.094,claude-opus-4-8,similarity_score,2026-06-20T14:42:46
I_00002320_00002415_frgp13,impostor,13,right,00002320,00002415,B,55,55,1.441,claude-opus-4-8,similarity_score,2026-06-20T14:42:47
I_00002310_00002355_frgp13,impostor,13,right,00002310,00002355,B,50,50,1.499,claude-opus-4-8,similarity_score,2026-06-20T14:42:49
I_00002373_00002428_frgp14,impostor,14,left,00002373,00002428,B,35,35,1.383,claude-opus-4-8,similarity_score,2026-06-20T14:42:50
I_00002307_00002440_frgp14,impostor,14,left,00002307,00002440,B,72,72,1.478,claude-opus-4-8,similarity_score,2026-06-20T14:42:52
I_00002320_00002463_frgp14,impostor,14,left,00002320,00002463,B,50,50,1.715,claude-opus-4-8,similarity_score,2026-06-20T14:42:54
I_00002356_00002358_frgp13,impostor,13,right,00002356,00002358,B,50,50,1.428,claude-opus-4-8,similarity_score,2026-06-20T14:42:55
I_00002396_00002463_frgp14,impostor,14,left,00002396,00002463,B,50,50,1.313,claude-opus-4-8,similarity_score,2026-06-20T14:42:56
I_00002340_00002380_frgp14,impostor,14,left,00002340,00002380,B,40,40,1.255,claude-opus-4-8,similarity_score,2026-06-20T14:42:58
I_00002326_00002425_frgp13,impostor,13,right,00002326,00002425,B,62,62,1.417,claude-opus-4-8,similarity_score,2026-06-20T14:42:59
G_2339_frgp13,genuine,13,right,00002339,00002339,A,100,100,1.232,claude-opus-4-8,similarity_score,2026-06-20T14:43:00
I_00002306_00002362_frgp14,impostor,14,left,00002306,00002362,B,35,35,1.54,claude-opus-4-8,similarity_score,2026-06-20T14:43:02
I_00002319_00002342_frgp13,impostor,13,right,00002319,00002342,B,35,35,1.07,claude-opus-4-8,similarity_score,2026-06-20T14:43:03
I_00002306_00002386_frgp13,impostor,13,right,00002306,00002386,B,50,50,3.722,claude-opus-4-8,similarity_score,2026-06-20T14:43:07
I_00002313_00002383_frgp14,impostor,14,left,00002313,00002383,B,30,30,1.175,claude-opus-4-8,similarity_score,2026-06-20T14:43:08
I_00002376_00002388_frgp14,impostor,14,left,00002376,00002388,B,72,72,1.298,claude-opus-4-8,similarity_score,2026-06-20T14:43:09
I_00002403_00002412_frgp14,impostor,14,left,00002403,00002412,B,30,30,1.152,claude-opus-4-8,similarity_score,2026-06-20T14:43:10
I_00002376_00002391_frgp13,impostor,13,right,00002376,00002391,B,50,50,1.307,claude-opus-4-8,similarity_score,2026-06-20T14:43:11
I_00002326_00002396_frgp14,impostor,14,left,00002326,00002396,B,62,62,1.593,claude-opus-4-8,similarity_score,2026-06-20T14:43:13
I_00002367_00002398_frgp13,impostor,13,right,00002367,00002398,B,30,30,1.258,claude-opus-4-8,similarity_score,2026-06-20T14:43:14
I_00002320_00002357_frgp13,impostor,13,right,00002320,00002357,B,62,62,1.473,claude-opus-4-8,similarity_score,2026-06-20T14:43:16
G_2368_frgp13,genuine,13,right,00002368,00002368,A,100,100,1.308,claude-opus-4-8,similarity_score,2026-06-20T14:43:17
I_00002338_00002362_frgp13,impostor,13,right,00002338,00002362,B,62,62,1.557,claude-opus-4-8,similarity_score,2026-06-20T14:43:19
I_00002351_00002391_frgp14,impostor,14,left,00002351,00002391,B,35,35,1.161,claude-opus-4-8,similarity_score,2026-06-20T14:43:20
I_00002412_00002447_frgp14,impostor,14,left,00002412,00002447,B,55,55,1.188,claude-opus-4-8,similarity_score,2026-06-20T14:43:21
I_00002349_00002391_frgp13,impostor,13,right,00002349,00002391,B,72,72,1.21,claude-opus-4-8,similarity_score,2026-06-20T14:43:22
G_2328_frgp14,genuine,14,left,00002328,00002328,A,50,50,1.673,claude-opus-4-8,similarity_score,2026-06-20T14:43:24
I_00002356_00002405_frgp13,impostor,13,right,00002356,00002405,B,52,52,1.307,claude-opus-4-8,similarity_score,2026-06-20T14:43:25
G_2428_frgp13,genuine,13,right,00002428,00002428,A,95,95,1.182,claude-opus-4-8,similarity_score,2026-06-20T14:43:26
I_00002327_00002396_frgp13,impostor,13,right,00002327,00002396,B,60,60,1.198,claude-opus-4-8,similarity_score,2026-06-20T14:43:28
I_00002325_00002403_frgp14,impostor,14,left,00002325,00002403,B,35,35,1.243,claude-opus-4-8,similarity_score,2026-06-20T14:43:29
I_00002319_00002362_frgp14,impostor,14,left,00002319,00002362,B,50,50,1.47,claude-opus-4-8,similarity_score,2026-06-20T14:43:30
I_00002329_00002424_frgp14,impostor,14,left,00002329,00002424,B,30,30,1.361,claude-opus-4-8,similarity_score,2026-06-20T14:43:32
I_00002334_00002447_frgp13,impostor,13,right,00002334,00002447,B,50,50,1.19,claude-opus-4-8,similarity_score,2026-06-20T14:43:33
I_00002325_00002399_frgp14,impostor,14,left,00002325,00002399,B,30,30,1.135,claude-opus-4-8,similarity_score,2026-06-20T14:43:34
I_00002303_00002327_frgp13,impostor,13,right,00002303,00002327,B,50,50,1.37,claude-opus-4-8,similarity_score,2026-06-20T14:43:35
I_00002304_00002375_frgp14,impostor,14,left,00002304,00002375,B,50,50,1.395,claude-opus-4-8,similarity_score,2026-06-20T14:43:37
I_00002356_00002386_frgp14,impostor,14,left,00002356,00002386,B,50,50,1.365,claude-opus-4-8,similarity_score,2026-06-20T14:43:38
I_00002369_00002374_frgp13,impostor,13,right,00002369,00002374,B,50,50,1.106,claude-opus-4-8,similarity_score,2026-06-20T14:43:39
I_00002352_00002369_frgp14,impostor,14,left,00002352,00002369,B,63,63,1.393,claude-opus-4-8,similarity_score,2026-06-20T14:43:41
I_00002344_00002428_frgp14,impostor,14,left,00002344,00002428,B,62,62,1.383,claude-opus-4-8,similarity_score,2026-06-20T14:43:42
I_00002328_00002398_frgp13,impostor,13,right,00002328,00002398,B,22,22,1.147,claude-opus-4-8,similarity_score,2026-06-20T14:43:43
I_00002356_00002383_frgp14,impostor,14,left,00002356,00002383,B,50,50,7.365,claude-opus-4-8,similarity_score,2026-06-20T14:43:51
I_00002357_00002407_frgp13,impostor,13,right,00002357,00002407,B,50,50,1.252,claude-opus-4-8,similarity_score,2026-06-20T14:43:52
I_00002415_00002455_frgp14,impostor,14,left,00002415,00002455,B,50,50,1.232,claude-opus-4-8,similarity_score,2026-06-20T14:43:53
I_00002312_00002425_frgp14,impostor,14,left,00002312,00002425,B,50,50,1.203,claude-opus-4-8,similarity_score,2026-06-20T14:43:54
I_00002388_00002399_frgp13,impostor,13,right,00002388,00002399,B,50,50,1.416,claude-opus-4-8,similarity_score,2026-06-20T14:43:56
I_00002349_00002362_frgp13,impostor,13,right,00002349,00002362,B,50,50,1.142,claude-opus-4-8,similarity_score,2026-06-20T14:43:57
I_00002344_00002408_frgp13,impostor,13,right,00002344,00002408,B,50,50,1.378,claude-opus-4-8,similarity_score,2026-06-20T14:43:58
I_00002332_00002423_frgp14,impostor,14,left,00002332,00002423,B,50,50,1.378,claude-opus-4-8,similarity_score,2026-06-20T14:44:00
I_00002369_00002424_frgp14,impostor,14,left,00002369,00002424,B,35,35,1.335,claude-opus-4-8,similarity_score,2026-06-20T14:44:01
I_00002327_00002349_frgp14,impostor,14,left,00002327,00002349,B,35,35,2.273,claude-opus-4-8,similarity_score,2026-06-20T14:44:03
I_00002332_00002398_frgp13,impostor,13,right,00002332,00002398,B,50,50,1.176,claude-opus-4-8,similarity_score,2026-06-20T14:44:04
I_00002376_00002396_frgp13,impostor,13,right,00002376,00002396,B,50,50,3.271,claude-opus-4-8,similarity_score,2026-06-20T14:44:08
I_00002304_00002395_frgp13,impostor,13,right,00002304,00002395,B,50,50,1.633,claude-opus-4-8,similarity_score,2026-06-20T14:44:09
I_00002317_00002368_frgp14,impostor,14,left,00002317,00002368,B,35,35,7.074,claude-opus-4-8,similarity_score,2026-06-20T14:44:16
I_00002330_00002381_frgp14,impostor,14,left,00002330,00002381,B,40,40,1.208,claude-opus-4-8,similarity_score,2026-06-20T14:44:17
I_00002314_00002374_frgp14,impostor,14,left,00002314,00002374,B,30,30,1.318,claude-opus-4-8,similarity_score,2026-06-20T14:44:19
