source_record,pair_id,id_status,stored,derived,parse_status,raw_sha256
72,I_00002342_00002359_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
73,I_00002303_00002403_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
74,I_00002303_00002307_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
75,I_00002307_00002313_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
76,I_00002325_00002374_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
77,G_2392_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
78,I_00002304_00002379_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
79,I_00002364_00002413_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
80,I_00002362_00002407_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
81,I_00002338_00002380_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
82,I_00002406_00002413_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
83,I_00002371_00002395_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
84,I_00002375_00002388_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
85,G_2356_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
86,I_00002409_00002440_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
87,I_00002313_00002372_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
88,I_00002315_00002423_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
89,I_00002349_00002376_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
90,I_00002391_00002395_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
91,I_00002395_00002415_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
92,I_00002328_00002370_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
93,I_00002306_00002481_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
94,I_00002337_00002355_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
95,I_00002373_00002380_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
96,I_00002326_00002423_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
97,I_00002352_00002376_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
98,I_00002327_00002380_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
99,I_00002362_00002415_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
100,I_00002372_00002462_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
101,I_00002428_00002481_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
102,I_00002320_00002424_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
103,I_00002310_00002348_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
104,I_00002351_00002364_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
105,I_00002348_00002401_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
106,I_00002337_00002351_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
107,I_00002338_00002440_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
108,I_00002338_00002381_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
109,I_00002320_00002355_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
110,I_00002321_00002398_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
111,I_00002353_00002360_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
112,I_00002325_00002396_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
113,I_00002344_00002386_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
114,I_00002406_00002463_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
115,I_00002312_00002415_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
116,I_00002368_00002424_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
117,I_00002413_00002418_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
118,I_00002401_00002403_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
119,I_00002341_00002355_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
120,I_00002328_00002337_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
121,I_00002362_00002371_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
122,I_00002325_00002338_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
123,I_00002375_00002403_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
124,I_00002319_00002334_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
125,I_00002339_00002344_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
126,I_00002391_00002447_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
127,G_2339_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
128,I_00002332_00002367_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
129,I_00002359_00002408_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
130,I_00002312_00002355_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
131,I_00002304_00002386_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
132,I_00002413_00002426_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
133,I_00002349_00002462_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
134,I_00002339_00002388_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
135,I_00002312_00002402_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
136,I_00002368_00002408_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
137,G_2388_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
138,I_00002412_00002415_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
139,I_00002339_00002425_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
140,I_00002321_00002379_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
141,I_00002373_00002379_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
142,I_00002320_00002415_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
143,I_00002310_00002355_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
144,I_00002373_00002428_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
145,I_00002307_00002440_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
146,I_00002320_00002463_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
147,I_00002356_00002358_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
148,I_00002396_00002463_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
149,I_00002340_00002380_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
150,I_00002326_00002425_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
151,G_2339_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
152,I_00002306_00002362_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
153,I_00002319_00002342_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
154,I_00002306_00002386_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
155,I_00002313_00002383_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
156,I_00002376_00002388_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
157,I_00002403_00002412_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
158,I_00002376_00002391_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
159,I_00002326_00002396_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
160,I_00002367_00002398_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
161,I_00002320_00002357_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
162,G_2368_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
163,I_00002338_00002362_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
164,I_00002351_00002391_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
165,I_00002412_00002447_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
166,I_00002349_00002391_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
167,G_2328_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
168,I_00002356_00002405_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
169,G_2428_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
170,I_00002327_00002396_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
171,I_00002325_00002403_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
172,I_00002319_00002362_frgp14,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
173,I_00002329_00002424_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
174,I_00002334_00002447_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
175,I_00002325_00002399_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
176,I_00002303_00002327_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
177,I_00002304_00002375_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
178,I_00002356_00002386_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
179,I_00002369_00002374_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
180,I_00002352_00002369_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
181,I_00002344_00002428_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
182,I_00002328_00002398_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
183,I_00002356_00002383_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
184,I_00002357_00002407_frgp13,not_audited,A,A,explicit_option,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd
185,I_00002415_00002455_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
186,I_00002312_00002425_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
187,I_00002388_00002399_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
188,I_00002349_00002362_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
189,I_00002344_00002408_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
190,I_00002332_00002423_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
191,I_00002369_00002424_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
192,I_00002327_00002349_frgp14,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
193,I_00002332_00002398_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
194,I_00002376_00002396_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
195,I_00002304_00002395_frgp13,not_audited,B,B,explicit_option,df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c
